author	author_gender	Count
Chippendale, Thomas (1718-1779)	NA	    3
Chishull, Edmund (1671-1733)	NA	    2
Cholmley, Hugh (1600-1657)	NA	    2
Chorlton, John (1666-1705)	NA	    1
Christian, Edward	NA	    1
Christian, Philip	NA	    1
Christian, William (1608-1663)	ambiguous	    1
Christie, Thomas (1761-1796)	NA	    3
Chubb, Thomas (1679-1747)	NA	    5
Chudleigh, George (1578-1657)	ambiguous	    2
Chudleigh, James (NA-1643)	NA	    1
Church, Benjamin (1639-1718)	ambiguous	    1
Church, Benjamin (1734-1778)	ambiguous	    8
Churchill, Winston (1620-1688)	NA	    1
Churchson, John	NA	    1
Church, Thomas (1639-1718)	NA	    2
Churchyard, Thomas (1520-1604)	NA	    6
Cibber, Colley (1671-1757)	NA	    5
Cibber, Theophilus (1703-1758)	NA	    2
Cicero, Marcus Tullius	male	    6
Cillard, 	NA	    1
Cincinnatus, Lucius Quintius	male	    1
Cipriano, Giovanni	ambiguous	    1
Citizen, 	male	    6
Civicus, Mercurius	NA	    2
Clagett, Nicholas (NA-1746)	NA	    1
Clagett, William (1646-1688)	ambiguous	    2
Claggett, William	ambiguous	    1
Clanny,  (1698-NA)	NA	    1
Clanricarde, John Bourke (1642-1722)	male	    2
Clanricarde, Ulick De Burgh (1604-1657)	ambiguous	    5
Clapham, Henoch	male	    4
Clapham, John (1566-NA)	NA	    2
Clap, Roger (1609-1691)	NA	    3
Clap, Thomas (1703-1767)	NA	    3
Clare, John Fitzgibbon (1748-1802)	NA	   32
Clarendon, Edward Hyde (1609-1674)	NA	   64
Clarendon, Henry Hyde (1638-1709)	ambiguous	    3
Clarendon, Hugh	NA	    2
Clarendon, R V	NA	    2
Clare, Ralph (1587-1670)	ambiguous	    2
Claridge, Richard (1649-1723)	ambiguous	    3
Clarke, Edward (1730-1786)	NA	    1
Clarke, Elijah (1733-1799)	NA	    1
Clarke, Frances	ambiguous	    1
Clarke, John (1596-1658)	NA	    2
Clarke, John (1609-1676)	NA	    2
Clarke, John (1755-1798)	NA	   10
Clarke, John (1791-NA)	NA	    1
Clark, Ephraim (1722-1797)	NA	    1
Clarke, Richard	ambiguous	    1
Clarke, Samuel (1599-1682)	NA	   15
Clarke, Samuel (1675-1729)	NA	    3
Clarke, Samuel (1721-NA)	NA	    4
Clarke, Thomas (1661-1666)	NA	    2
Clarke, Thomas Brooke	ambiguous	    4
Clarke, William (1696-1771)	ambiguous	    2
Clarke, William (1709-1760)	ambiguous	    2
Clark, Henry	ambiguous	    1
Clark, James (1660-1723)	NA	    3
Clark, Jonas (1730-1805)	NA	    1
Clark, Joseph Wilkinson	ambiguous	    1
Clark, Peter (1694-1768)	NA	    1
Clark, Robert	ambiguous	    1
Clarkson, David (1622-1686)	ambiguous	    2
Clarkson, Thomas (1760-1846)	NA	    6
Claro-vado, Ed De	ambiguous	    2
Clarton, F	NA	    1
Claude, Jean (1619-1687)	ambiguous	    1
Claustre, André De	ambiguous	    1
Clavell, Edward (NA-1744)	NA	    1
Clavière, Etienne (1735-1793)	ambiguous	    2
Clavière, étienne (1735-1793)	NA	    1
Clavigero, Francesco Saverio (1731-1787)	NA	    1
Clayton, Robert (1695-1758)	ambiguous	    2
Cleaveland, John (1722-1799)	NA	    3
Cleeve, Bourchier (1715-1760)	NA	    2
Cleland, William (1692-1716)	ambiguous	    2
Clement, 	ambiguous	    6
Clement, Simon	ambiguous	    1
Clendon, John (NA-1719)	NA	    1
Clere-ville, Bartholomé De	ambiguous	    1
Clerke, Gilbert (1626-1697)	NA	    2
Clerke, John (1650-NA)	NA	    1
Clerk, John (1676-1755)	NA	    2
Cléry,  (1759-1809)	NA	    5
Cléry,  (1759-1809)	NA	    7
Cleveland, John (1613-1658)	NA	    2
Cleveland, Thomas Wentworth (1591-1667)	NA	    3
Cliffe, E	NA	    1
Clifford, Robert	ambiguous	    1
Clifton, Francis (NA-1736)	ambiguous	    1
Clift, Samuel	NA	    1
Clinch, William	ambiguous	    1
Clinton, Henry (1738-1795)	ambiguous	   15
Clive,  (1711-1785)	NA	    1
Clovis, 	ambiguous	    1
Clubbe, John (1703-1773)	NA	    4
Clüver, Philipp (1580-1622)	NA	    1
C,  (NA-1709)	NA	   23
Coade, G	NA	    4
Coales, John	NA	    1
Cobbe, Richard	ambiguous	    1
Cobbet, Thomas (1608-1685)	NA	    1
Cobbett, William (1763-1835)	ambiguous	   34
Cobbold, John Spencer	NA	    1
Cobb, Samuel (1675-1713)	NA	    1
Cobb, Silvanus (1710-1762)	NA	    1
Cobb, William (1628-1695)	ambiguous	    1
Cocceianus, Cassius	NA	    2
Cockburne, Robert	ambiguous	    1
Cockburn, John (1652-1729)	NA	    7
Cockburn, William (1662-1751)	ambiguous	    1
Cock, Charles George	ambiguous	    1
Cockings, George (NA-1802)	ambiguous	    6
Codrington, Robert (1601-1665)	ambiguous	    2
Coe, Richard	ambiguous	    1
Coghlan, 	NA	    2
Cogswell, James (1720-1807)	NA	    1
Coicy, 	NA	    1
Coigly, James (1762-1798)	NA	    2
Cokayne, John	NA	    1
Coke, 	NA	    1
Coke, Edward (1552-1634)	NA	    6
Coker, Matthew	ambiguous	    1
Coke, Roger (1696-NA)	NA	    7
Coke, Thomas (1747-1814)	NA	    1
Colbatch, John (1664-1748)	NA	    2
Colbert, Jean Baptiste (1619-1683)	ambiguous	    1
Colborne, Robert (1753-NA)	ambiguous	    2
Colcott, George	ambiguous	    1
Colden, Cadwallader (1688-1776)	male	    3
Coldwell, William (1624-1702)	ambiguous	    1
Cole, Edward	NA	    1
Cole, John	NA	    2
Coleman, Thomas (1598-1647)	NA	    2
Colepeper, John (NA-1660)	NA	    1
Coleridge, John (1719-1781)	NA	    1
Coleridge, Samuel Taylor (1772-1834)	ambiguous	    1
Cole, Robert	ambiguous	    5
Colet, John (1467-1519)	NA	    1
Cole, William (1616-1653)	ambiguous	    3
Colledge, Stephen (1635-1681)	NA	    3
Colliber, Samuel	NA	    4
Collier, Jeremy (1650-1726)	ambiguous	    6
Collier, Thomas (1691-NA)	NA	    4
Collinges, John (1623-1690)	NA	    2
Collinne, William	ambiguous	    1
Collins, Arthur (1682-1760)	NA	    3
Collinson, John (1757-1793)	NA	    1
Collis, John	NA	    2
Collis, Thomas (1679-1745)	NA	    1
Collop, John	NA	    2
Collot, Georges-henri-victor (1750-1805)	NA	    2
Collyer, Joseph (NA-1776)	ambiguous	    1
Collyer, Mary (NA-1763)	ambiguous	   10
Colman, Benjamin (1673-1747)	ambiguous	    1
Colville, John (1542-1605)	NA	    1
Colvill,  (NA-1788)	NA	    1
Colynet, Antony	NA	    2
Comazzi, Giovanni Battista (1654-1711)	ambiguous	    1
Comber, Thomas (1645-1699)	NA	    9
Comber, Thomas (1645-1778)	NA	    2
Combes, 	NA	    1
Combrune, Michael	NA	    1
Comenius, Johann Amos (1592-1670)	ambiguous	    3
Comerford, T	NA	    7
Commerell,  (NA-1799)	NA	    3
Common-wealth, Constant	ambiguous	    1
Commynes, Philippe De (1447-1511)	ambiguous	    8
Comyne, Eustace	NA	    2
Conant, Sylvanus (1720-1777)	NA	    1
Concanen, Matthew (1795-NA)	ambiguous	    1
Conciliator, 	NA	    1
Conde, Louis (1530-1569)	ambiguous	    1
Condé, Louis (1530-1569)	ambiguous	    8
Condie, Thomas (1775-1814)	NA	    2
Condorcet, Jean-antoine-nicolas De Caritat (1743-1794)	ambiguous	    7
Conestaggio, Gerolamo Franchi Di	ambiguous	    1
Congreve, William (1670-1729)	ambiguous	    1
Coniers, George (1646-1711)	ambiguous	    1
Connolly, John (1750-1813)	NA	    1
Connor, Bernard (1666-1698)	ambiguous	    2
Conring, Hermann (1606-1681)	NA	    2
Conset, John (NA-1673)	NA	    2
Consett, Henry	ambiguous	    1
Constantine, William (1612-1670)	ambiguous	    3
Contarini, Gasparo (1483-1542)	male	    1
Conti, Louise-marguerite De Lorraine (1574-1631)	ambiguous	    1
Convenent, J	NA	    1
Conway, George	ambiguous	    1
Conway, Henry Seymour (1719-1795)	ambiguous	    1
Conway Of Conway Castle, Edward (1594-1655)	NA	    1
Conybeare, John (1692-1755)	NA	    1
Cooke, Edward	NA	    3
Cooke, Edward (1658-1670)	NA	    1
Cooke, Edward (1755-1820)	NA	   12
Cooke, Edward (NA-1684)	NA	    1
Cooke, Francis (NA-1682)	ambiguous	    1
Cooke, Samuel (1709-1783)	NA	    1
Cook, James	NA	    1
Cook, John (NA-1660)	NA	    7
Cooksey, Richard	ambiguous	    1
Cooley, Timothy Mather (1772-1859)	NA	    1
Coombes, William Henry (1767-1850)	ambiguous	    1
Cooper, Andrew (1660-NA)	NA	    4
Cooper, Edmund	NA	    1
Cooper, Myles (1737-1785)	NA	    2
Cooper, Oliver St John	ambiguous	    1
Cooper, Robert (1732-1805)	ambiguous	    1
Cooper, Samuel (1725-1783)	NA	    2
Cooper, Thomas	NA	    2
Cooper, W D	NA	    1
Cooper, William (1694-1743)	ambiguous	    1
Coote, Charles (1761-1835)	ambiguous	    2
Coote, Chidly	NA	    1
Coote, Eyre (1726-1783)	ambiguous	    1
Cope, 	NA	    2
Copland, Patrick (1570-1655)	NA	    2
Copley, John Singleton (1738-1815)	male	    1
Copley, Lionel	ambiguous	    2
Coppinger, Nathaniel	NA	    1
Coppin, Richard (1646-1659)	ambiguous	    1
Coquereau, Jean-baptiste-louis	NA	    2
Corbet, Edward (NA-1658)	NA	    1
Corbet, Jeffrey	ambiguous	    3
Corbet, John (1620-1680)	NA	    5
Corbet, Roger	NA	    5
Cork, Richard Boyle (1566-1643)	ambiguous	    1
Corn-cob, Jonathan	NA	    1
Cornish, Joseph (1750-1823)	ambiguous	    1
Cornubiensis, Johannes	male	    1
Cornwall, Frederick (1677-1748)	NA	    1
Cornwallis, Charles (1738-1629)	ambiguous	    2
Cornwallis, Charles (1738-1805)	ambiguous	    1
Correr, Angelo (1605-1678)	ambiguous	    1
Corry, Isaac (1755-1813)	NA	    1
Cosin, John (1594-1672)	NA	    1
Costansó, Miguel	NA	    1
Costard, George (1710-1782)	ambiguous	    3
Coste, Pierre (1668-1747)	NA	    1
Coster, Robert	ambiguous	    1
Cotsford, Edward	NA	    1
Cottingham, James Henry (1762-NA)	ambiguous	    1
Cottington, R	NA	    1
Cottle, Joseph (1770-1853)	ambiguous	    1
Cotton, John (1584-1652)	NA	    8
Cotton, John (1640-1699)	NA	    2
Cotton, John (1712-1789)	NA	    3
Cotton, Robert (1571-1631)	ambiguous	   21
Cotton, Roger	NA	    1
Cotton, Rowland	male	    1
Cotton, Seaborn (1633-1686)	NA	    1
Couch, Robert	ambiguous	    1
Coudray, Du (1744-NA)	NA	    1
Court De Gébelin, Antoine (1725-1784)	ambiguous	    1
Courtenay, John (1738-1816)	NA	    6
Courten, William (1642-1702)	ambiguous	    1
Courtilz De Sandras, Gatien (1644-1712)	male	   11
Courtney, Thomas	NA	    1
Covell, William (NA-1614)	ambiguous	    2
Covel, William	ambiguous	    3
Cowell, John (1554-1611)	NA	    1
Cowley, Abraham (1618-1667)	ambiguous	    6
Cowley, Charlotte	ambiguous	    1
Cowling, Nicholas	NA	    1
Cowper, William (1665-1723)	ambiguous	    5
Cox, Benjamin (1646-NA)	ambiguous	    1
Cox, Daniel (NA-1759)	ambiguous	    1
Coxe, H H (1792-NA)	NA	    1
Coxe, Tench (1755-1824)	male	    1
Coxe, William (1747-1828)	ambiguous	    4
Cox, Owen	NA	    1
Cox, Richard (1650-1733)	ambiguous	    5
Cox, Richard (1702-1766)	ambiguous	    3
Coyer,  (1707-1782)	male	    1
Cradocke, Francis (NA-1670)	ambiguous	    2
Cradock, Peter	NA	    1
Cradock, Samuel (1621-1706)	NA	    3
Cradock, Walter (1606-1659)	ambiguous	    3
Craford, Thomas	NA	    1
Cragge, John	NA	    1
Craig, Robert (1730-1823)	ambiguous	    1
Craig, Thomas (1538-1608)	NA	    1
Crake, Michael	NA	    1
Crane, John	NA	    1
Crane, Richard (1659-1665)	ambiguous	    1
Cranford, James (NA-1657)	NA	    3
Cranmer, Thomas (1489-1556)	NA	    3
Crant, Thomas	NA	    1
Cranwell, Luke (1628-1683)	NA	    1
Crashaw, William (1572-1626)	ambiguous	    1
Crasset, Jean (1618-1692)	ambiguous	    1
Craufurd, David (1665-1726)	ambiguous	    3
Craufurd, George	ambiguous	    4
Craufurd, Q (1743-1819)	NA	    3
Craven, Charles	ambiguous	    1
Craven, John (1690-NA)	NA	    1
Crawford, Charles (1752-NA)	ambiguous	    2
Crawford, Lawrence (1611-1645)	ambiguous	    1
Crawford, Ludovic Lindsay (1600-1652)	ambiguous	    1
Crawford, Matthew (1733-NA)	ambiguous	    1
Crawford, William (1739-1800)	ambiguous	    1
Crawford, William Lindsay (NA-1698)	ambiguous	    1
Crawfurd, George (1681-1748)	ambiguous	    5
Creamor, Thomas	NA	    1
Crébillon, Claude Prosper Jolyot De (1707-1777)	ambiguous	    1
Crécy, Louis Verjus (1629-1709)	ambiguous	    2
Cresheld, Richard	ambiguous	    1
Cresswell, Joseph (1556-1623)	ambiguous	    1
Cressy, Serenus (1605-1674)	male	    1
Creswell, 	male	    1
Creuz, Friedrich Karl Casimir (1724-1770)	male	    1
Crewe, Nathaniel (1633-1721)	NA	    1
Crimsal, Richard	ambiguous	    1
Crisp, Henry	ambiguous	    1
Crisp, Nicholas	NA	    1
Crisp, Stephen (1628-1692)	NA	    1
Croese, Gerardus (1642-1710)	male	    1
Croft, Herbert (1603-1691)	NA	    1
Crofton, Zachary (1626-1672)	NA	    1
Croft, R	NA	    1
Crofts, John (1613-1670)	NA	    2
Croke, Richard	ambiguous	    1
Croker, Temple Henry (1730-1790)	ambiguous	    1
Croke, Unton	male	    3
Cromarty, George Mackenzie (1630-1714)	ambiguous	   13
Crompton, Richard (1573-1599)	ambiguous	    3
Crompton, Thomas	NA	    1
Cromwell, Oliver (1599-1658)	ambiguous	   54
Crookshanks, John (1708-1795)	NA	    2
Crookshank, William (1712-1769)	ambiguous	    7
Croom, George	ambiguous	    1
Crosby, Thomas (1665-1768)	NA	    1
Crosfeild, Robert	ambiguous	    4
Crosse, William (1590-NA)	ambiguous	    1
Crossman, Henry (1711-1792)	ambiguous	    1
Cross, Peter Brady	ambiguous	    1
Croswell, Andrew (1709-1785)	NA	    2
Crouch, Henry (NA-1732)	ambiguous	    9
Crouch, Humphrey (1635-1671)	NA	    7
Crouch, John (1660-1681)	NA	    4
Crouch, Nathaniel (1632-1752)	NA	   31
Crowe, William (1745-1829)	ambiguous	    1
Crowe, William (NA-1743)	ambiguous	    2
Crowley, Miles	NA	    1
Crown,  (1640-1712)	ambiguous	    2
Crowne,  (1640-1712)	NA	    1
Crown, S	NA	    1
Crow, Sackville (NA-1683)	NA	    1
Crowther, John	NA	    1
Crull, J (NA-1713)	NA	    6
Crumby, Alexander	ambiguous	    1
Cruse, Englehart	male	    1
Crusius, Lewis (1701-1775)	ambiguous	    4
Crysly, James	NA	    2
Cudworth, Ralph (1617-1688)	ambiguous	    1
Cudworth, William (1717-1763)	ambiguous	    3
Cuffe, Maurice	ambiguous	    1
Cullen, Francis Grant (1658-1726)	ambiguous	    2
Culliford, William (1698-NA)	ambiguous	    1
Culmer, Richard (NA-1662)	ambiguous	    2
Culpepper, C	NA	    1
Cumberland, Henry Clifford (1591-1643)	ambiguous	    4
Cumberland, Richard (1732-1811)	ambiguous	    7
Cumings, Henry (1739-1823)	ambiguous	    4
Cunningham, Alexander	ambiguous	    1
Cunningham, James (NA-1697)	NA	    3
Cunningham, Letitia	NA	    1
Cunningham, T (NA-1789)	NA	    3
Cunnynghame, Alexander (NA-1780)	ambiguous	    1
Curione, Celio Augustino (1538-1567)	NA	    1
Curioni, Antonio	NA	    1
Currie, John (1679-1765)	NA	    1
Currie, William (1709-1803)	ambiguous	    1
Curry, John (NA-1780)	NA	   13
Curteis, Thomas (1660-1747)	NA	    1
Curtius, Marcus	NA	    1
Curtius Rufus, Quintus	male	    9
Cushing, Jacob (1730-1809)	NA	    1
Cutler, Manasseh (1742-1823)	NA	    2
Cyprian, 	male	    1
Cyprian, Bishop Of Carthage	ambiguous	    4
D,  (1573-1652)	NA	    1
D,  (1795-1652)	NA	    1
Daboll, Nathan (1750-1818)	NA	    1
Dakins, Thomas	NA	    1
Dalairac, 	NA	    1
Dalechamp, Caleb	NA	    1
Dalicourt, P	NA	    1
Dallas, George (1758-1833)	ambiguous	    6
Dallas, Robert (1756-1824)	ambiguous	    1
Dallaway, James (1763-1834)	NA	    2
Dallington, Robert (1561-1637)	ambiguous	    2
Dallison, Charles (NA-1669)	ambiguous	    2
Dalrymple, Alexander (1737-1808)	ambiguous	    9
Dalrymple, David (1726-1792)	ambiguous	    7
Dalrymple, Hew (1652-1737)	NA	    1
Dalrymple, James (1714-NA)	NA	    3
Dalrymple, John (1726-1810)	NA	   16
Dalton, Michael (NA-1648)	NA	    2
Dalzel, Archibald	NA	    2
Dameto, Juan Bautista (1554-1633)	ambiguous	    2
Damiens De Gomicourt, Auguste-pierre (1723-1790)	NA	    1
Dammee, Agamemnon Shaglock Van	ambiguous	    2
Damon, John	NA	    1
Damon, William (1642-NA)	ambiguous	    1
Dana, James (1735-1812)	NA	    1
Dandridge, Isaac	NA	    1
Danett, Thomas (1566-1601)	NA	    2
Danforth, John (1660-1730)	NA	    1
Danforth, Samuel (1626-1674)	NA	    1
Dangerfield, Thomas (1650-1685)	NA	    7
D'angerville, Mouffle (NA-1794)	NA	    4
Danican, Auguste (1764-1848)	ambiguous	    3
Daniel, Gabriel (1649-1728)	ambiguous	    2
Daniell, Benjamin	ambiguous	    1
Daniel, Samuel (1562-1619)	NA	   15
D'anvers, Alicia	ambiguous	    1
D'anvers, Caleb	NA	    3
Danvers, Henry (NA-1687)	ambiguous	    3
Danvers, John	NA	    3
Darcie, Abraham (1625-NA)	ambiguous	    2
Darcy, Patrick (1598-1668)	NA	    1
Darling, Thomas (1720-1789)	NA	    1
Darrell, Marmaduke	male	    1
Darrell, William (1651-1721)	ambiguous	    1
Dartmouth, George Legge (1648-1691)	ambiguous	    1
Darwall, John (1732-1828)	NA	    1
D'assigny, Marius (1643-1717)	NA	    2
D'assigny, Samuel (1674-NA)	NA	    1
Dathe, A (NA-1768)	NA	    2
Daunce, Edward	NA	    1
Dauncey, John (1633-NA)	NA	    1
Dauncey, John (1663-NA)	NA	    5
D'auvergne, Edward (1660-1737)	NA	    8
Davenant, Charles (1656-1714)	ambiguous	   10
D'avenant, William (1606-1668)	ambiguous	   11
David, Pierre Drapeyron De (1749-1832)	ambiguous	    1
Davidson, Robert (1750-1812)	ambiguous	    1
Davidson, William (1741-NA)	ambiguous	    1
Davies, Benjamin	ambiguous	    1
Davies, John (1569-1626)	NA	   12
Davies, John (1625-1693)	NA	    4
Davies, Richard (1635-1708)	ambiguous	    1
Davies, Rowland (1649-1721)	male	    1
Davies, Samuel (1723-1761)	NA	    7
Davies, Thomas (1713-1785)	NA	    6
Davies, William (NA-1814)	ambiguous	    1
Davie, William Richardson (1756-1820)	ambiguous	    1
Davila, Arrigo Caterino (1576-1631)	ambiguous	    6
Davis, Daniel (1762-1835)	ambiguous	    1
Davis, James (1706-1755)	NA	    1
Davis, John	NA	    2
Davis, Nicolas	NA	    1
Davison, Thomas (1640-NA)	NA	    1
Davis, Richard (1658-1714)	ambiguous	    1
Davis, Thomas Terry (NA-1807)	ambiguous	    1
Davy, Henry	ambiguous	    1
Dawe,  (1653-NA)	female	    2
Dawes, M (NA-1829)	NA	    1
Dawes, Thomas (1757-1825)	NA	    1
Dawkins, Henry (NA-1786)	ambiguous	    1
Dawson, Benjamin (1729-1814)	ambiguous	    1
Dawson, Charles	ambiguous	    1
Dawson, John (1762-1814)	NA	    1
Dawson, Richard (1698-NA)	ambiguous	    1
Dawson, Thomas (1676-1740)	NA	    3
Day, John (1653-NA)	NA	    1
Day, Thomas (1583-1789)	NA	    1
Day, Thomas (1748-1789)	NA	    6
D Br, 	ambiguous	    1
Deacon, John	NA	    1
Deacon, Thomas (1697-1753)	NA	    1
Deageant, Guichard (NA-1645)	NA	    2
Deane, John	NA	    1
Deane, Richard (1610-1653)	ambiguous	    1
Deane, Silas (1737-1789)	ambiguous	    1
Dease, William (1752-1798)	ambiguous	    1
Decius, Theophilus Philanax Gerusiphilus Philalethes	NA	    1
Decker, Matthew (1679-1749)	ambiguous	    1
Decker, Paul	ambiguous	    1
De Coetlogon, C E (1746-1820)	NA	    1
De Courcy, Richard (1743-1803)	ambiguous	    1
De Coverly, Roger (1728-1796)	NA	    2
De Dominis, Marco Antonio (1560-1624)	ambiguous	    2
Dee, John (1527-1608)	NA	    1
Deering, 	male	    1
Deering, Charles (1695-1749)	ambiguous	    1
Defoe, Daniel (1661-1731)	ambiguous	  103
De Grey, Amabel Hume-campbell (1751-1833)	female	    1
Dekker, Thomas (1572-1632)	NA	    9
Delaire, Jas	ambiguous	    1
De La March, John (1589-1651)	NA	    1
Delamar, Walter	ambiguous	    1
Delamer, George Booth (1622-1684)	ambiguous	    4
Delany, Patrick (1686-1768)	NA	    1
De Laune, Thomas (NA-1685)	NA	    2
De La Warr, Thomas West (1577-1618)	male	    1
Dell, Henry (1756-1766)	ambiguous	    4
Dell, Jonas (NA-1665)	NA	    1
Dellon, Gabriel (1649-NA)	ambiguous	    3
Dell, William (NA-1664)	ambiguous	    2
Delme, Jean	ambiguous	    1
De Lolme, Jean Louis (1740-1806)	ambiguous	    4
Deloney, Thomas (1543-1600)	NA	    3
Dendy, Edward	NA	    1
Denham, John (1615-1669)	NA	    5
Denholm, James (1772-1818)	NA	    2
Denina, Carlo (1731-1813)	NA	    4
Denis, Jean-baptiste (1676-NA)	male	    1
Denne,  (1671-NA)	NA	    1
Denne, Henry (1607-1660)	ambiguous	    1
Denne, Samuel (1730-1799)	NA	    2
Dennett, R	NA	    1
Dennis, John (1657-1734)	NA	    8
Denton, William (1605-1691)	ambiguous	    1
Derby, Charles Stanley (1628-1672)	ambiguous	    1
Derby, James Stanley (1607-1651)	NA	    9
Derby, William George Richard Stanley (1655-1702)	ambiguous	    1
Derham, Robert	ambiguous	    2
Dering, Edward (1598-1644)	NA	    8
Dermody, Thomas (1775-1802)	NA	    1
Derricke, John	NA	    1
De Saumarez, Henry (1655-NA)	ambiguous	    1
Deschamps, Michel	ambiguous	    1
Desfontaines,  (1685-1745)	NA	    3
Desintéressé, Esprit	female	    1
Deslandes,  (1690-1757)	NA	    2
Despaze, Joseph (1769-1814)	ambiguous	    1
Desroches De Parthenay, Jean-baptiste (1690-1766)	male	    1
Destutt De Tracy, Antoine Louis Claude (1754-1836)	ambiguous	    1
Devenish, Thomas	NA	    1
Devérité, Louis-alexandre (1746-1818)	NA	    1
Devonshire, William Cavendish (1640-1707)	ambiguous	    4
Devotion, John (1730-1802)	NA	    1
D'ewes, Simonds (1602-1650)	male	    8
Dewey, Sherman (1772-1813)	NA	    1
Dexter, Samuel (1700-1755)	NA	    2
Deye, William	ambiguous	    1
Dey, Richard	ambiguous	    1
Dı́az Del Castillo, Bernal (1496-1584)	NA	    1
Dibdin, Charles (1745-1814)	ambiguous	    2
Dicey, Thomas	NA	    1
Dickens, Charles (1719-1793)	ambiguous	    1
Dickenson, Henry	ambiguous	    1
Dickinson, John (1732-1808)	NA	   11
Dickinson, Jonathan (1663-1722)	NA	    1
Dickinson, Jonathan (1688-1747)	NA	    8
Dickson, Adam (1721-1776)	ambiguous	    2
Dickson, William Steel (1744-1824)	ambiguous	    1
Diderot, Denis (1713-1784)	ambiguous	    2
Digby, John	NA	    1
Digby, Kenelm (1603-1665)	male	    2
Digges, Dudley (1583-1639)	NA	    3
Digges, Thomas (NA-1595)	NA	    3
Diggs, Dudley (1613-1643)	NA	    8
Diggs, Thomas	NA	    2
Dillenius, Johann Jakob (1684-1747)	ambiguous	    1
Dillon, Arthur-roger (1751-1810)	NA	    1
Dillon, John (1701-NA)	NA	    1
Dillon, John Talbot (1740-1805)	ambiguous	    2
Dilworth, W H	NA	   10
Dinmore, Richard (1765-1811)	ambiguous	    2
Diodorus, Siculus	NA	    1
Dionysius, 	male	    3
Diot, H E	NA	    1
Dirom, Alexander (NA-1830)	ambiguous	    3
Discussed', Author	male	    2
Disney, Daniel	ambiguous	    2
Disney, John (1677-1730)	NA	    1
Disney, John (1746-1816)	NA	    1
Disraeli, Isaac (1766-1848)	NA	    2
D,  (NA-1652)	NA	   14
Dobbs, Francis (1750-1811)	ambiguous	    4
Docwra, Anne (1624-1710)	ambiguous	    2
Dodd, Charles (1672-1743)	ambiguous	    1
Dodd, James Solas (1721-1805)	male	    1
Doddridge, John (1555-1628)	NA	    3
Doddridge, Philip (1702-1751)	NA	    8
Dodd, William (1729-1777)	ambiguous	    1
Dodge, John (1751-1800)	NA	    2
Dodington, George Bubb (1691-1762)	ambiguous	    5
Dodsley, Robert (1703-1764)	ambiguous	    8
Dodsworth, Christopher	ambiguous	    1
Dodsworth, William (1792-1814)	ambiguous	    3
Dodwell, Henry (1641-1711)	ambiguous	    5
Dole, Dorcas	NA	    1
Dominick, Andrew (1614-NA)	NA	    1
Domvile, Thomas (1650-1721)	NA	    1
Donaldson, John (1790-1795)	NA	    1
Donkin, Robert (1727-1821)	ambiguous	    1
Donneau De Visé, Jean (1638-1710)	ambiguous	    2
Donne, George	ambiguous	    1
Donne, John (1604-1662)	NA	    1
Doolittle, Benjamin (1695-1749)	ambiguous	    1
Dopping, Anthony (1643-1697)	NA	    5
Dorchester, Catherine Sedley (1657-1717)	ambiguous	    2
Dorchester, Dudley Carleton (1573-1632)	male	    2
Dorchester, Henry Pierrepont (1606-1680)	ambiguous	    1
Dordevic, Bartolomej	NA	    1
Dormer, P	NA	    1
Dorrington, Theophilus (NA-1715)	NA	    1
Dorset, Edward Sackville (1591-1652)	NA	    1
Dorset, Michael (1775-1782)	NA	    2
Dotten, John	NA	    1
Doublet, Jacques (1625-NA)	ambiguous	    1
Douch, John (1623-NA)	NA	    2
Doughty, John (1598-1672)	NA	    2
Douglas, Anne Jean	ambiguous	    1
Douglas, Basil William (1763-1794)	ambiguous	    2
Douglas, Eleanor (NA-1652)	ambiguous	   26
Douglas, James (1651-1744)	NA	    2
Douglas, John (1721-1807)	NA	    3
Douglas, Robert (1594-1674)	ambiguous	    6
Douglass, William (1691-1752)	ambiguous	    4
Dow, Alexander (NA-1779)	ambiguous	    1
Dowdall, Henry	ambiguous	    1
Do-well, Theophilus	NA	    1
Downer, Silas (1729-1785)	ambiguous	    1
Downes, John (1661-1719)	NA	    1
Downes, John (1666-NA)	NA	    1
Downes, John (1691-1760)	NA	    2
Downes, Joseph	ambiguous	    1
Downes, Samuel (NA-1723)	NA	    2
Downing, Calybute (1606-1644)	NA	    9
Downing, Clement	ambiguous	    1
Downing, George (1623-1684)	ambiguous	    7
Down-right, 	NA	    1
Dowriche, Anne (1589-NA)	ambiguous	    2
Dowsing, William (1596-1679)	ambiguous	    1
Doyley, Edward	NA	    1
Drake, Francis (1696-1771)	ambiguous	    1
Drake, James (1667-1707)	NA	    4
Drake, Nathan (1766-1836)	NA	    2
Drake, Peter (1671-NA)	NA	    1
Draper, Robert (1659-NA)	ambiguous	    1
Draper, William (1721-1787)	ambiguous	    3
Drapes, Edward	NA	    1
Draud, Georg (1573-1635)	ambiguous	    1
Drayton, Michael (1563-1631)	NA	   10
Drayton, William Henry (1742-1779)	ambiguous	    5
Drennan, William (1754-1820)	ambiguous	    5
Drevon, I F Henry	ambiguous	    2
Drewe, Edward (NA-1793)	NA	    1
Drewrey, H	NA	    1
Dring, Thomas	NA	    2
Drinkwater, John (1762-1844)	NA	    9
Droeshout, John	NA	    1
Drowne, Solomon (1753-1834)	NA	    1
Drummond, James (1713-1746)	NA	    1
