adams, john (1735-1826);
adams, john (1750-1814);
alexander, william (1685-1704);
alexander, william (1726-1783);alexander, william (NA-1783)
allen, john (???NA-NA);allen, john (NA-NA)
allen, john (active 1741-1774);allen, john (1741-1774)
allen, john (1763-1812);
anderson, adam (1692-1765);anderson, adam (1692-1715)
anderson, james (1739-1808);
anderson, james (1680-1739);
anderson, james (1662-1728);
anderson, james (???1589-NA);anderson, james (1589-NA)
armstrong, john (1771-1797);armstrong, john (1771-1758)
bagshaw, edward (1629-1671);bagshaw, edward (1629-1662)
barker, john (active during 1600-1699);barker, john (1600-1699)
barker, john (???NA, NA);barker, john (NA, NA)
barker, john (1708-1748);
bingley, william (1738-1799);
bingley, william (1651-1715);
birch, thomas (1705-1766);birch, thomas (1755-1766)
black, william (1749-1829);black, william (1749-1745)
brown, andrew (active 1679-1706);brown, andrew (1679-1706)
brown, andrew (1763-1834);
brown, andrew (1744-1797);
browne, john (1580-1659);
browne, john (NA-NA);
browne, john (1642-1700);
browne, thomas (NA-NA);
browne, thomas (1604-1673);
browne, thomas (1605-1682);
browne, thomas (1654-1741);
brown, john (1610-1679);
brown, john (NA, NA);
brown, john (1735-1788);
brown, john (1722-1787);
brown, john (1715-1766);
brown, thomas (1663-1704);
brown, thomas (???1740-1704);brown, thomas (1740-1704)
burnet, gilbert (1643-1715);
burnet, gilbert (1690-1726);
burnet, thomas (1694-1753);
burnet, thomas (1635-1715);
burney, charles (1726-1814);
burney, charles (1757-1817);
camm, john (1604-1656);
camm, john (1718-1778);
campbell, john (1708-1775);campbell, john (NA-1775)
campbell, john (???1733-1775);campbell, john (1733-1775)
chaloner, thomas (1595-1661);
chaloner, thomas (1521-1565);
church, benjamin (1734-1778);
church, benjamin (1639-1718);
clarke, john (1755-1798);
clarke, john (1609-1676);
clarke, john (1596-1658);
clarke, john (???1791-NA);clarke, john (1791-NA)
clarke, samuel (1599-1682);
clarke, samuel (1675-1729);
clarke, samuel (1721-NA);
clarke, william (1709-1760);
clarke, william (1696-1771);
cole, william (1616-1698);cole, william (1616-1653)
comber, thomas (???1645-1778);comber, thomas (1645-1778)
comber, thomas (1645-1699);
cooke, edward (1755-1820);
cooke, edward (NA-NA);
cooke, edward (1622-1684);cooke, edward (NA-1684)
cooke, edward (active 1658-1670);
cotton, john (1584-1652);
cotton, john (1640-1699);
cotton, john (1712-1789);
cox, richard (1702-1766);
cox, richard (1650-1733);
crouch, nathaniel (1632-1725);crouch, nathaniel (1632-1752)
crowe, william (1745-1829);
crowe, william (1691-1743);crowe, william (NA-1743)
daniel, samuel (1562-1619);
daniel, samuel (active during 1600-1699);daniel, samuel (1600-1699)
davies, john (1625-1693);
davies, john (1569-1626);
day, thomas (1748-1789);
day, thomas (active 1583-1583);day, thomas (1583-1789)
dickinson, jonathan (1663-1722);
dickinson, jonathan (1688-1747);
disney, john (1677-1730);
disney, john (1746-1816);
downes, john (1609-1666);downes, john (1666-NA)
downes, john (1691-1760);
downes, john (1661-1719);
du moulin, lewis (1606-1680);du moulin, lewis (1606-1674)
duncan, alexander (1708-1795);duncan, alexander (1708-1816)
edwards, thomas (1599-1647);
edwards, thomas (active 1693-1699);edwards, thomas (1693-1699)
edwards, thomas (1699-1757);
edwards, thomas (1729-1785);
edwards, thomas (1776-1810);
elder, john (active 1542-1565);"elder, john (1542-1565); elder, john (1555-1779)"
elder, john (1692-1779);
eliot, john (1592-1632);
eliot, john (1604-1690);
ellis, john (1689-1768);
ellis, john (1606-1681);
ellis, john (1710-1776);
essex, robert devereux (1591-1646);
essex, robert devereux (1566-1601);
evelyn, john (1620-1706);
evelyn, john (1655-1699);
fitch, john (active 1698-1698);"fitch, john (1698-NA); fitch, john (1698-1798)"
fitch, john (1743-1798);
fleetwood, william (1656-1723);
fleetwood, william (1535-1594);
fleming, robert (1630-1694);
fleming, robert (1660-1716);
forbes, duncan (1644-1704);
forbes, duncan (1685-1747);
fox, george (1624-1691);fox, george (1624-1661)
fox, william (active 1791-1813);fox, william (1791-1813)
fox, william (1736-1826);
fox, william (???NA-NA);fox, william (NA-NA)
franklin, william (active during 1600-1699);franklin, william (1600-1699)
franklin, william (1731-1813);
gage, thomas (1603-1656);
gage, thomas (1721-1787);
gardiner, james (???1637-1723);gardiner, james (1637-1723)
gardiner, james (???1637-NA);gardiner, james (1637-NA)
gardiner, james (1637-1705);
gilbert, thomas (1720-1798);
gilbert, thomas (1613-1694);
goodwin, thomas (1587-1642);
goodwin, thomas (1650-1716);
goodwin, thomas (1600-1680);
gordon, alexander (1692-1754);
gordon, alexander (1669-1752);
gordon, john (1544-1619);
gordon, john (1715-1775);
gordon, john (???NA-NA);gordon, john (NA-NA)
gordon, john (1717-1790);
gordon, william (1728-1807);
gordon, william (active during 1700-1799);gordon, william (1700-1799)
gray, robert (active during 1500-1699);gray, robert (1500-1699)
gray, robert (1762-1834);
greene, robert (1558-1592);
greene, robert (1678-1730);
hale, john (1762-1796);hale, john (1762-1806)
hales, edward (1576-1654);
hales, edward (1670-1690);
hamilton, charles (1738-1800);
hamilton, charles (1753-1792);
harrington, james (1664-1693);
harrington, james (1611-1677);
harris, john (1667-1719);
harris, john (???NA-NA);harris, john (NA-NA)
harris, john (active 1647-1647);harris, john (1647-NA)
harris, john (???1690-NA);harris, john (1690-NA)
harris, john (???1670-NA);harris, john (1670-NA)
harris, john (1680-1738);
harrison, john (NA-1698);harrison, john (1610-1698)
harrison, john (1610-NA);
harrison, john (active 1610-1638);harrison, john (1610-1638)
harris, walter (active during 1600-1799);harris, walter (1600-1799)
harris, walter (1686-1761);
hartley, david (1731-1813);
hartley, david (1705-1757);
holland, john (1603-1701);holland, john (1603-1722)
hollingsworth, richard (1639-1701);hollingworth, richard (1639-1701)
hollingworth, richard (1607-1656);
horton, thomas (???NA-1649);horton, thomas (NA-1649)
horton, thomas (???NA-1673);horton, thomas (NA-1673)
hume, david (1711-1776);
hume, david (1560-1630);
humphreys, david (1752-1818);
humphreys, david (1689-1740);
hunter, william (active during 1700-1899);hunter, william (1700-1899)
hunter, william (1755-1812);
hutchinson, william (active 1676-1679);hutchinson, william (1676-1679)
hutchinson, william (1732-1814);
jackson, john (???1742-NA);jackson, john (1742-NA)
jackson, john (active 1651-1657);jackson, john (1651-1657)
jackson, john (1686-1763);
jackson, john (active 1795-1810);jackson, john (1795-1810)
jackson, william (1730-1803);
jackson, william (1737-1795);
jenkins, joseph (active 1702-1736);jenkins, joseph (1702-1736)
jenkins, joseph (1743-1819);
johnson, richard (1734-1793);"johnson, r (1734-1793); johnson, r (1772-1793)"
johnson, richard (active during 1600-1699);johnson, richard (1600-1699)
johnson, richard (1573-1659);
johnson, robert (active during 1600-1699);johnson, robert (1600-1699)
johnson, robert (active 1586-1626);johnson, robert (1586-1626)
johnson, samuel (1649-1703);
johnson, samuel (1709-1784);
johnson, samuel (1696-1772);
johnson, william (1760-1845);
johnson, william (active during 1600-1699);johnson, william (1600-1699)
johnson, william (1715-1774);
johnston, james (1655-1737);
johnston, james (1643-1737);
jones, david (active 1676-1720);jones, david (1676-1720)
jones, david (1736-1820);
jones, edward (1752-1824);
jones, edward (active 1771-1831);jones, edward (1771-1831)
jones, john (active during 1786-1827);jones, john (1786-1827)
jones, john (1700-1770);
jones, john (1645-1709);
jones, william (1726-1800);
jones, william (1631-1682);
jones, william (???NA-NA);jones, william (NA-NA)
jones, william (1746-1794);
ker, john (1673-1726);
ker, john (NA-1741);ker, john (1673-1741)
king, william (1685-1763);
king, william (1650-1729);
king, william (1663-1712);
knox, john (1505-1572);knox, john (1514-1572)
knox, john (1720-1790);
knox, john (active 1778-1778);knox, john (NA-1778)
leland, john (1691-1766);
leland, john (1754-1841);
lewis, john (1675-1747);lewis, john (NA-1747)
lewis, john (1702-NA);lewis, john (1702-1747)
lilly, william (1602-1681);lilly, william (1602-1675)
lindsay, david (1490-1555);
lindsay, david (1575-1641);lindsay, david (1490-1641)
lockhart, george (1681-1732);lockhart, george (1683-1732)
marsh, henry (active 1663-1664);marsh, henry (1663-1664)
marsh, henry (???1720-1664);marsh, henry (1720-1664)
marsh, john (active during 1600-1699);marsh, john (1600-1699)
marsh, john (1742-1821);
mason, robert (active during 1600-1699);mason, robert (1600-1699)
mason, robert (active 1789-1789);"mason, robert (1789-NA); mason, robert (1789-1699)"
mason, william (active 1672-1709);mason, william (1672-1709)
mason, william (1725-1797);
mason, william (1719-1791);
maynard, john (1602-1690);
maynard, john (1592-1658);
may, thomas (1595-1650);
may, thomas (1645-1718);
melville, james (1535-1617);
melville, james (1556-1614);
middleton, thomas (1586-1666);
middleton, thomas (active during 1600-1699);middleton, thomas (1600-1699)
middleton, thomas (1580-1627);middleton, thomas (NA-1627)
morgan, j (???1739-NA);morgan, j (1739-NA)
morgan, j (???1752-NA);morgan, j (1752-NA)
morgan, thomas (NA-1743);
morgan, thomas (???NA-1679);morgan, thomas (NA-1679)
morley, thomas (active 1689-1689);"morley, thomas (1689-NA); morley, thomas (1689-1603)"
morley, thomas (1557-1603);morley, thomas (NA-1603)
morton, thomas (active during 1600-1699);morton, thomas (1600-1699)
morton, thomas (1575-1646);
newcomb, thomas (1682-1765);
newcomb, thomas (???1682-1691);newcomb, thomas (1682-1691)
newton, william (???1735-NA);newton, william (1735-NA)
newton, william (1735-1790);
newton, william (???1735-1744);newton, william (1735-1744)
norton, john (1606-1663);
norton, john (1715-1778);
oswald, james (1711-1769);
oswald, james (1703-1793);oswald, james (1711-1793)
owen, john (1616-1683);
owen, john (???NA-NA);owen, john (NA-NA)
owen, john (1766-1822);
palmer, samuel (???1741-1724);palmer, samuel (1741-1724)
palmer, samuel (1741-1813);
palmer, samuel (1692-1732);palmer, samuel (1741-1732)
parkinson, james (1653-1722);
parkinson, james (1755-1824);
patten, william (active 1548-1580);patten, william (1548-1580)
patten, william (1763-1839);
pemberton, israel (1685-1754);
pemberton, israel (1715-1779);
penn, william (1644-1718);
penn, william (1776-1845);
phillips, john (1631-1706);
