original	gatherings	width	height	obl	Count
Total count (na.rm TRUE): 	226				
?⁰.	NA	NA	NA	0	110
NA	NA	NA	NA	0	 97
s.sh.fol.	NA	NA	NA	0	  4
?⁰	NA	NA	NA	0	  2
6⁰.	NA	NA	NA	0	  2
2₀	NA	NA	NA	0	  1
43-65 cm.	NA	NA	NA	0	  1
8⁰ 1 volvelle.	NA	NA	NA	0	  1
4⁰�	NA	NA	NA	0	  1
50-59 cm.	NA	NA	NA	0	  1
4⁰ ⁸.⁶.	NA	NA	NA	0	  1
4⁰, 2⁰ and 1⁰.	NA	NA	NA	0	  1
46-50 cm.	NA	NA	NA	0	  1
8�.	NA	NA	NA	0	  1
oblong 1⁰.	NA	NA	NA	1	  1
s.sh.4⁰.	NA	NA	NA	0	  1
