"metadata_ESTCID,""Freq"",""TotalLength"""
"T130687,""2"",""22819"""
"T133648,""2"",""17063"""
"T064753,""2"",""42736"""
"T135939,""4"",""95611"""
"T071509,""2"",""7179"""
"T111203,""6"",""69766"""
"T124506,""2"",""30364"""
"T143375,""6"",""86290"""
"T194889,""26"",""71628"""
"T146132,""4"",""4591"""
"T134501,""2"",""42083"""
"T073135,""4"",""16675"""
"T129708,""4"",""96178"""
"N004718,""2"",""5534"""
"T136596,""2"",""29945"""
"T128578,""2"",""8098"""
"T204023,""2"",""17900"""
"T001700,""2"",""7770"""
"T184726,""16"",""90739"""
"T079464,""2"",""11666"""
"T100058,""4"",""18637"""
"T076265,""2"",""29419"""
"T119667,""2"",""89312"""
"T076208,""4"",""65978"""
"T142803,""2"",""120984"""
"T071562,""4"",""29270"""
"T088734,""4"",""29270"""
"T064834,""2"",""21717"""
"T117998,""2"",""6835"""
"T131690,""2"",""46817"""
"T185548,""14"",""31215"""
"T021626,""24"",""69352"""
"N022134,""4"",""119454"""
"T183651,""24"",""38331"""
"T089904,""2"",""86669"""
"T146579,""4"",""16478"""
"T050838,""2"",""43111"""
"T123962,""8"",""707979"""
"T005551,""2"",""37280"""
"T057647,""6"",""29207"""
"T055288,""2"",""176044"""
"T123111,""2"",""88731"""
"T128013,""2"",""6813"""
"T005455,""2"",""26457"""
"T075655,""2"",""89022"""
"N014331,""2"",""6084"""
"T139456,""4"",""8532"""
"T089839,""2"",""123811"""
"T142578,""2"",""35166"""
"T072880,""2"",""29270"""
"T037045,""2"",""49256"""
"T001944,""2"",""119423"""
"N044475,""2"",""16670"""
"T035560,""2"",""2080"""
"T042733,""2"",""68896"""
"T086286,""2"",""66966"""
"T005432,""4"",""79246"""
"T113655,""2"",""67617"""
"T139428,""2"",""269084"""
"N016438,""2"",""13133"""
"T112293,""2"",""56808"""
"T132778,""12"",""6821"""
"N025807,""2"",""23851"""
"T068573,""2"",""42033"""
"T139132,""2"",""28145"""
"T119014,""2"",""66497"""
"T187293,""4"",""43073"""
"T037737,""2"",""10927"""
"T082031,""2"",""48695"""
"T144674,""2"",""75177"""
"T089842,""2"",""123799"""
"T075792,""2"",""50013"""
"T143095,""4"",""1065059"""
"T110242,""8"",""88112"""
"T140250,""2"",""118067"""
"T089891,""2"",""66283"""
"T005458,""2"",""80634"""
"N002934,""2"",""50411"""
"T053827,""2"",""66650"""
"T036461,""2"",""65620"""
"N018526,""2"",""42039"""
"T155582,""2"",""24153"""
"T145606,""2"",""33770"""
"T072177,""2"",""65830"""
"T105985,""2"",""173680"""
"T101744,""4"",""7739"""
"T118011,""4"",""17691"""
"T187297,""8"",""16580"""
"T137032,""2"",""211959"""
"T001946,""2"",""66598"""
"T123089,""2"",""18322"""
"T171399,""2"",""67888"""
"T144002,""2"",""182143"""
"N023193,""2"",""118953"""
"T001945,""2"",""86672"""
"T042127,""2"",""72036"""
"T117371,""2"",""43084"""
"T130565,""2"",""6087"""
"T190735,""6"",""42130"""
"T188576,""36"",""39827"""
"T055369,""2"",""89312"""
"T018534,""2"",""8816"""
"T141030,""2"",""83024"""
"T064308,""4"",""53288"""
"T133619,""2"",""18471"""
"T187364,""2"",""4490"""
"T032726,""4"",""21459"""
"T134628,""6"",""86205"""
"P002772,""2"",""169389"""
"T001942,""2"",""66610"""
"T068568,""2"",""29379"""
"T081043,""2"",""21747"""
"T209616,""14"",""67064"""
"T002379,""2"",""21931"""
"T101658,""12"",""69225"""
"T108066,""2"",""43970"""
"T136594,""2"",""146049"""
"N000879,""2"",""42388"""
"T145994,""4"",""29921"""
"T086078,""2"",""65562"""
"T185269,""8"",""23589"""
"N002550,""4"",""66038"""
"T063913,""4"",""86764"""
"T079267,""2"",""12120"""
"T135834,""2"",""270915"""
"T048931,""2"",""148697"""
"T090585,""2"",""7539"""
"T086192,""8"",""30058"""
"T144809,""2"",""36479"""
"T075781,""2"",""86726"""
"T070593,""2"",""44468"""
"T005459,""4"",""85685"""
"W030040,""2"",""90349"""
"T185373,""8"",""53212"""
"T002565,""2"",""16836"""
"T138859,""2"",""58496"""
"T031399,""2"",""66187"""
"T002679,""2"",""142106"""
"T089845,""2"",""171540"""
"T025465,""2"",""17229"""
"T095888,""2"",""66909"""
"T019863,""2"",""4223"""
"T185295,""18"",""65945"""
"T084977,""2"",""19782"""
"T147041,""4"",""43360"""
"T122235,""20"",""52880"""
"T074663,""2"",""7484"""
"T109256,""2"",""85709"""
"N043952,""4"",""4103"""
"T132413,""2"",""119282"""
"T089897,""2"",""65647"""
"T053901,""8"",""30627"""
"T082891,""4"",""85924"""
"T135445,""2"",""5625"""
"T001023,""2"",""8611"""
"T064992,""2"",""21455"""
"T133937,""2"",""94595"""
"T028755,""20"",""29723"""
"T117233,""2"",""1864318"""
"T118761,""4"",""19782"""
"T223043,""2"",""168210"""
"T139741,""2"",""7337"""
"T188270,""2"",""28754"""
"T114709,""2"",""40519"""
"T143374,""4"",""86290"""
"T163679,""8"",""342595"""
"T005393,""2"",""38497"""
"T121859,""2"",""7170"""
"T005444,""2"",""127061"""
"T030205,""2"",""7980"""
"T143733,""2"",""86240"""
"T046133,""2"",""2541"""
"T144638,""4"",""17229"""
"T135031,""2"",""4372"""
"T005447,""2"",""26429"""
"T118988,""2"",""69903"""
"T000657,""18"",""65822"""
"T089842,""2"",""171434"""
"T179965,""2"",""68656"""
"W020560,""2"",""52467"""
"T001730,""4"",""86361"""
"T032725,""4"",""21483"""
"T098289,""2"",""42099"""
"N015614,""2"",""42014"""
"N013115,""2"",""43111"""
"T089882,""2"",""66083"""
"T005718,""2"",""4801"""
"T124703,""2"",""20732"""
"T065169,""2"",""29199"""
"T052806,""2"",""126146"""
"T136766,""2"",""42283"""
"T152606,""4"",""45767"""
"T002378,""16"",""16391"""
"T005407,""4"",""44934"""
"T005449,""2"",""67652"""
"T138094,""2"",""65841"""
"T185950,""4"",""23927"""
"T129670,""2"",""4773"""
"N007792,""4"",""53625"""
"T094276,""6"",""66918"""
"T124931,""2"",""7131"""
"T121107,""2"",""2735"""
"T194322,""2"",""66186"""
"T117401,""2"",""16965"""
"T134641,""6"",""348496"""
"T066292,""2"",""68426"""
"T121136,""2"",""88951"""
"T138927,""2"",""46198"""
"T110652,""4"",""69887"""
"T144700,""2"",""31801"""
"N020019,""2"",""66656"""
"T074447,""2"",""22236"""
"T126974,""2"",""89335"""
"T208107,""2"",""1830"""
"T035124,""2"",""24399"""
"N003038,""2"",""82450"""
"T068668,""2"",""42273"""
"T002370,""4"",""16547"""
"T140271,""2"",""66713"""
"T082917,""4"",""121256"""
"N006151,""2"",""21866"""
"T068131,""2"",""67197"""
"T081037,""4"",""18100"""
"T054941,""2"",""13894"""
"T133344,""2"",""46491"""
"T054019,""2"",""68367"""
"T068561,""2"",""42376"""
"T098999,""2"",""43384"""
"T099414,""2"",""8134"""
"T068145,""2"",""42957"""
"T005442,""4"",""91596"""
"T036371,""6"",""2824"""
"T002371,""4"",""17152"""
"T061860,""4"",""35560"""
"T064746,""2"",""43349"""
"T070100,""2"",""22817"""
"T155403,""6"",""83180"""
"T154474,""4"",""26709"""
"T030082,""12"",""42850"""
"T090583,""2"",""18502"""
"T044943,""2"",""4372"""
"T140268,""2"",""66186"""
"T138886,""4"",""11481"""
"T188190,""2"",""11156"""
"T140266,""2"",""65986"""
"T095404,""8"",""304677"""
"T001928,""28"",""120688"""
"T004000,""2"",""31925"""
"T100154,""2"",""22877"""
"T033493,""2"",""22267"""
"T103264,""2"",""126225"""
"T140655,""2"",""251654"""
"T005615,""2"",""18919"""
"T080552,""2"",""70125"""
"N009063,""16"",""277775"""
"T144235,""2"",""67306"""
"T026796,""2"",""31347"""
"T072058,""2"",""71080"""
"T138556,""2"",""3900"""
"T036477,""4"",""74001"""
"N041766,""4"",""14714"""
"N002347,""2"",""71876"""
"T032744,""2"",""66068"""
"N014311,""2"",""90067"""
"T105132,""2"",""30985"""
"T119129,""2"",""1114449"""
"T064421,""2"",""21443"""
"T063797,""2"",""16531"""
"T097253,""4"",""1160378"""
"T128161,""2"",""486505"""
"T119060,""2"",""280355"""
"T146894,""2"",""97407"""
"T115136,""4"",""122460"""
"T114890,""2"",""31345"""
"T040033,""2"",""3632"""
"T144402,""4"",""71054"""
"T138640,""2"",""68207"""
"T009293,""2"",""6568"""
"T106235,""2"",""74433"""
"T135753,""2"",""108275"""
"W029658,""4"",""3710"""
"N063832,""2"",""34339"""
"T036580,""2"",""17842"""
"T052101,""2"",""23657"""
"T004273,""2"",""4562"""
"T037024,""2"",""16561"""
"T095502,""2"",""17299"""
"T090173,""2"",""2818"""
"T027217,""2"",""44983"""
"T094556,""2"",""24821"""
"T001922,""12"",""86337"""
"T089889,""2"",""65669"""
"T106462,""2"",""16911"""
"T037598,""2"",""60434"""
"T082891,""2"",""86726"""
"T089840,""2"",""171455"""
"T052754,""2"",""152287"""
"T108362,""2"",""43906"""
"T135481,""2"",""408008"""
"T065452,""4"",""29719"""
"T115568,""2"",""18124"""
"T052960,""2"",""149649"""
"T113199,""2"",""68091"""
"T135898,""2"",""130246"""
"N010236,""2"",""21448"""
"T001928,""20"",""131173"""
"T018524,""2"",""17229"""
"T145505,""2"",""127984"""
"T127382,""2"",""18517"""
"T130941,""2"",""237891"""
"T099177,""2"",""2116"""
"T068570,""2"",""15188"""
"T059495,""2"",""96286"""
"T048932,""2"",""87598"""
"T002143,""2"",""30644"""
"T129396,""4"",""17889"""
"T041465,""2"",""4112"""
"T005406,""4"",""44934"""
"T107791,""2"",""66803"""
"T141527,""2"",""5015"""
"T168131,""2"",""5248"""
"T043424,""2"",""127196"""
"T133929,""2"",""85785"""
"T046911,""2"",""23311"""
"T046907,""4"",""24402"""
"T133927,""4"",""89324"""
"T005450,""4"",""91514"""
"T060076,""2"",""10636"""
"T089903,""2"",""66641"""
"T116667,""2"",""65736"""
"T146901,""4"",""13163"""
"T136765,""2"",""42361"""
"T063194,""6"",""43085"""
"T041457,""2"",""23527"""
"T074563,""2"",""96127"""
"T147167,""4"",""76625"""
"T185119,""14"",""12777"""
"T110242,""4"",""121072"""
"T072730,""2"",""49527"""
"T116314,""2"",""34681"""
"T050031,""2"",""19670"""
"T135032,""2"",""4372"""
"T142577,""2"",""33334"""
"T005564,""4"",""42912"""
"T145506,""6"",""182902"""
"T135451,""12"",""488016"""
"T131038,""2"",""67461"""
"T005460,""2"",""26429"""
"T133249,""2"",""68824"""
"T134186,""4"",""118953"""
"T117590,""2"",""18359"""
"T187377,""2"",""21832"""
"T005449,""4"",""30825"""
"T082167,""10"",""14850"""
"T002374,""16"",""16660"""
"N025911,""6"",""107108"""
"T060900,""2"",""22390"""
"T134609,""4"",""84771"""
"T113412,""6"",""87676"""
"T088376,""2"",""11732"""
"T048431,""2"",""71191"""
"T144082,""2"",""68249"""
"T131244,""2"",""118591"""
"T001730,""4"",""92971"""
"T105808,""2"",""267412"""
"T055691,""2"",""33392"""
"T038112,""4"",""9254"""
"T146318,""4"",""455640"""
"T096358,""20"",""272187"""
"T109186,""2"",""36099"""
"T090058,""26"",""360337"""
"T065896,""2"",""3828"""
"T067551,""2"",""5775"""
"T113384,""14"",""78775"""
"T108378,""4"",""127407"""
"T086336,""2"",""70161"""
"T178449,""4"",""17768"""
"T183816,""2"",""96888"""
"T027126,""2"",""4370"""
"T085195,""2"",""68144"""
"T093881,""2"",""6060"""
"T113272,""2"",""72050"""
"W014306,""6"",""42130"""
"T135753,""2"",""167963"""
"T124787,""2"",""10994"""
"T069616,""2"",""71972"""
"T033495,""2"",""22296"""
"T098664,""2"",""66009"""
"N020911,""4"",""249219"""
"T069646,""4"",""145971"""
"N008100,""2"",""29207"""
"T127944,""2"",""67774"""
"T041838,""2"",""10828"""
"T199165,""2"",""67285"""
"T107651,""2"",""33648"""
"W021398,""4"",""24721"""
"T090020,""2"",""29273"""
"T198925,""2"",""67485"""
"T105997,""4"",""351528"""
"W020630,""2"",""280904"""
"T095378,""6"",""73221"""
"T054543,""2"",""4827"""
"T086345,""6"",""43320"""
"T123776,""4"",""66702"""
"T059861,""2"",""16537"""
"T149930,""2"",""66555"""
"T053938,""2"",""21914"""
"T136290,""2"",""88668"""
"T140854,""2"",""117644"""
"T105284,""2"",""6376"""
"T182831,""4"",""88791"""
"T090674,""2"",""86342"""
"T000875,""2"",""12044"""
"T124472,""2"",""90824"""
"T105212,""2"",""2631"""
"T002286,""2"",""2678"""
"T136145,""2"",""313516"""
"W029114,""2"",""42223"""
"T145722,""2"",""84612"""
"T146280,""2"",""67795"""
"T047215,""2"",""7790"""
"T073066,""4"",""68546"""
"T124484,""2"",""10922"""
"N009118,""2"",""8016"""
"T112155,""2"",""7992"""
"T117218,""2"",""19906"""
"T134041,""2"",""11200"""
"T114644,""2"",""120964"""
"T047698,""2"",""5524"""
"T140636,""2"",""43078"""
"T026544,""2"",""66594"""
"T056661,""2"",""7533"""
"T052051,""2"",""18886"""
"T062239,""2"",""17708"""
"T136876,""2"",""40294"""
"T105022,""2"",""87306"""
"T028267,""2"",""46343"""
"T066973,""2"",""120880"""
"T075728,""2"",""42027"""
"T138213,""4"",""88493"""
"T124018,""2"",""87297"""
"T075719,""2"",""21766"""
"T056436,""2"",""10710"""
"T050878,""2"",""17862"""
"T139467,""2"",""76584"""
"T093024,""2"",""1078069"""
"N007124,""2"",""71596"""
"T188561,""4"",""77916"""
"T135752,""2"",""106217"""
"T070497,""4"",""184871"""
"T127938,""2"",""86691"""
"T094104,""2"",""4177"""
"T127756,""4"",""7963"""
"T137162,""2"",""49420"""
"N028798,""2"",""43120"""
"T091651,""2"",""262946"""
"T011727,""2"",""29674"""
"T037566,""2"",""33656"""
"T030749,""4"",""46805"""
"T096358,""10"",""176218"""
"T105829,""2"",""263321"""
"T185358,""2"",""525996"""
"T028503,""2"",""119579"""
"T113066,""2"",""86364"""
"T001383,""2"",""8012"""
"T086722,""2"",""16923"""
"T133485,""2"",""183100"""
"T125421,""4"",""66616"""
"T057631,""2"",""10695"""
"T144390,""12"",""176730"""
"T090058,""4"",""348083"""
"T054159,""2"",""7783"""
"T096358,""10"",""139591"""
"T117387,""2"",""88948"""
"T166739,""2"",""10577"""
"T109134,""2"",""10855"""
"N002131,""2"",""117058"""
"N009587,""2"",""29223"""
"T063942,""2"",""4365"""
"T014898,""4"",""270018"""
"T127508,""4"",""262285"""
"T095321,""6"",""71654"""
"N023717,""2"",""10569"""
"T061171,""2"",""17635"""
"T147002,""2"",""43561"""
"T090659,""2"",""137181"""
"T118961,""2"",""86310"""
"T168012,""2"",""127170"""
"T142218,""2"",""85782"""
"T034278,""2"",""68408"""
"T127508,""4"",""146002"""
"T109474,""4"",""11220"""
"T078260,""2"",""33572"""
"T075722,""2"",""21654"""
"T138629,""4"",""87230"""
"T083870,""2"",""4106"""
"T082794,""2"",""122274"""
"T097683,""2"",""7916"""
"N001228,""2"",""116655"""
"T055474,""2"",""7992"""
"T032742,""2"",""66201"""
"T186675,""10"",""123193"""
"T086988,""2"",""36296"""
"T074614,""2"",""12760"""
"T133485,""2"",""181444"""
"T077092,""2"",""39751"""
"T057937,""2"",""86658"""
"T076541,""2"",""118301"""
"T055720,""2"",""22462"""
"T106475,""2"",""4445"""
"T149930,""2"",""68644"""
"T095757,""4"",""68301"""
"T143732,""4"",""86240"""
"T038082,""2"",""3612"""
"N025198,""2"",""88598"""
"T053281,""2"",""16541"""
"T192128,""2"",""42210"""
"T112621,""2"",""119427"""
"T060863,""2"",""116784"""
"T070260,""4"",""35157"""
"T001406,""2"",""21112"""
"T231602,""4"",""266713"""
"T112191,""2"",""7288"""
"T007331,""2"",""4273"""
"T132808,""4"",""47976"""
"T112036,""2"",""70124"""
"T076548,""2"",""67531"""
"T166193,""4"",""42047"""
"T085745,""2"",""120823"""
"N025522,""2"",""16488"""
"W028872,""2"",""68612"""
"T223062,""2"",""66130"""
"T003214,""8"",""7720"""
"N021860,""4"",""16942"""
"T112897,""2"",""5981"""
"T111566,""2"",""24173"""
"T054396,""2"",""684440"""
"T063772,""2"",""51100"""
"T062163,""2"",""11918"""
"T093022,""2"",""671467"""
"T059004,""2"",""122169"""
"T120271,""2"",""16867"""
"T207989,""2"",""178889"""
"T095315,""2"",""66260"""
"T127942,""4"",""66716"""
"T094955,""2"",""179130"""
"T089186,""4"",""44385"""
"T138686,""4"",""1059406"""
"T079222,""2"",""123700"""
"T060277,""2"",""3166"""
"T106101,""2"",""42029"""
"T112895,""2"",""20812"""
"T104603,""2"",""66748"""
"T063929,""2"",""55534"""
"T090019,""4"",""29265"""
"T147046,""2"",""132084"""
"T095948,""2"",""21942"""
"T093632,""2"",""86474"""
"T082788,""2"",""75122"""
"N023938,""2"",""67394"""
"T064067,""2"",""5460"""
"T032722,""2"",""11480"""
"N015862,""2"",""4382"""
"T161123,""2"",""42033"""
"T122288,""2"",""10545"""
"T127199,""2"",""42024"""
"T044096,""2"",""7608"""
"N047530,""2"",""17813"""
"T094612,""2"",""45441"""
"T150067,""2"",""23342"""
"T112848,""2"",""71819"""
"T131933,""2"",""22601"""
"T127392,""2"",""96765"""
"T082283,""2"",""350331"""
"W007615,""2"",""7341"""
"T135981,""2"",""17471"""
"T108866,""2"",""43388"""
"T132806,""4"",""47995"""
"T094670,""4"",""90300"""
"T125316,""2"",""22567"""
"T178361,""2"",""5743"""
"N004214,""2"",""30328"""
"T075736,""2"",""263566"""
"T192657,""6"",""88902"""
"T068824,""2"",""268259"""
"T058439,""2"",""31202"""
"T075731,""2"",""42096"""
"T065451,""2"",""88348"""
"T127060,""2"",""42302"""
"T147046,""2"",""177089"""
"N010355,""2"",""18310"""
"T143711,""4"",""116973"""
"T078387,""2"",""16926"""
"W011658,""4"",""42066"""
"T102066,""2"",""4283"""
"T091671,""4"",""84689"""
"T127850,""2"",""195667"""
"T066541,""2"",""16690"""
"T141317,""2"",""19345"""
"T086974,""2"",""36223"""
"T140641,""2"",""90306"""
"T096860,""6"",""123904"""
"T123350,""2"",""16651"""
"T100975,""2"",""46709"""
"T098678,""6"",""683918"""
"T088925,""2"",""117977"""
"T027116,""2"",""10588"""
"T117306,""4"",""54206"""
"T065110,""2"",""47460"""
"T077076,""6"",""68843"""
"N008204,""2"",""195632"""
"T101038,""2"",""134642"""
"T102820,""2"",""71261"""
"T086499,""2"",""25700"""
"T147518,""2"",""44118"""
"T064655,""2"",""65978"""
"T143734,""4"",""68344"""
"T050846,""2"",""17832"""
"T136138,""4"",""116715"""
"T115692,""2"",""24190"""
"T093336,""4"",""42041"""
"N030108,""4"",""42521"""
"T112701,""2"",""16547"""
"N030104,""2"",""42521"""
"T094407,""2"",""719212"""
"T114035,""2"",""11079"""
"W029947,""2"",""86333"""
"T075724,""2"",""42076"""
"T149930,""2"",""67093"""
"T040044,""2"",""32156"""
"T070406,""2"",""89432"""
"T070575,""2"",""262355"""
"T121562,""2"",""525880"""
"T109404,""4"",""67629"""
"T121410,""2"",""66639"""
"T115174,""2"",""84166"""
"T094348,""2"",""11559"""
"T027324,""2"",""167975"""
"N034938,""4"",""43552"""
"T154710,""2"",""30886"""
"T132723,""2"",""66652"""
"T093022,""4"",""673992"""
"T021900,""2"",""48400"""
"T186225,""2"",""19036"""
"T130693,""2"",""23462"""
"T097254,""4"",""758719"""
"T050826,""2"",""18147"""
"T131934,""2"",""22934"""
"T135504,""8"",""73400"""
"T102814,""2"",""8386"""
"T138685,""6"",""1061121"""
"T119716,""2"",""23816"""
"T047559,""2"",""4371"""
"T031249,""2"",""16831"""
"W020466,""2"",""368313"""
"T164758,""2"",""10695"""
"T192657,""2"",""167919"""
"T102429,""2"",""120665"""
"T124578,""2"",""10519"""
"T090058,""6"",""347940"""
"T056533,""6"",""48887"""
"T090424,""2"",""91770"""
"T112703,""2"",""29605"""
"T110252,""2"",""66993"""
"W037806,""2"",""22177"""
"T130074,""2"",""91850"""
"N002800,""2"",""120688"""
"N009063,""44"",""310924"""
"T049191,""2"",""5231"""
"T075736,""4"",""189513"""
"T050847,""2"",""18268"""
"T067654,""2"",""43768"""
"T123293,""2"",""330090"""
"T094032,""2"",""52738"""
"T042252,""2"",""19179"""
"T122575,""4"",""72148"""
"T177726,""4"",""91184"""
"T080689,""2"",""42641"""
"T048431,""4"",""82034"""
"T125697,""6"",""10188"""
"T135834,""2"",""209868"""
"T042617,""2"",""12068"""
"N008321,""2"",""67823"""
"T005437,""2"",""91572"""
"T080472,""2"",""21946"""
"T187796,""6"",""10875"""
"T143095,""6"",""1216463"""
"T059484,""2"",""96175"""
"T059490,""2"",""119631"""
"T010236,""14"",""19563"""
"T145278,""2"",""65586"""
"T216091,""10"",""86130"""
"N027128,""10"",""45003"""
"T216100,""8"",""21503"""
"T182910,""6"",""10761"""
"N016021,""2"",""68360"""
"T187518,""4"",""16476"""
"T187287,""2"",""42681"""
"N055876,""4"",""38491"""
"T216089,""2"",""68566"""
"T053902,""26"",""69484"""
"N052717,""4"",""73084"""
"T145505,""2"",""198076"""
"T009560,""4"",""96758"""
"T061400,""46"",""173006"""
"T198222,""8"",""184518"""
"T010390,""6"",""102484"""
"T002200,""4"",""16798"""
"T216717,""10"",""71318"""
"T060433,""2"",""17827"""
"T216716,""4"",""46315"""
"T216197,""22"",""45171"""
"T010853,""28"",""124331"""
"T176510,""2"",""10541"""
"N006789,""14"",""1048822"""
"T012049,""10"",""17257"""
"T162293,""2"",""67576"""
"T010240,""2"",""16994"""
"T103081,""2"",""86480"""
"T010782,""26"",""169943"""
"T106230,""4"",""86327"""
"T083350,""2"",""66202"""
"T135029,""4"",""124333"""
"T140777,""4"",""167975"""
"T105720,""8"",""672652"""
"T078370,""4"",""118384"""
"T219377,""66"",""1048705"""
"T071484,""2"",""117201"""
"T145458,""2"",""1049072"""
"T107340,""2"",""116689"""
"T048431,""2"",""71098"""
"T098604,""4"",""168876"""
"T088948,""2"",""67099"""
"T137074,""2"",""127490"""
"T106229,""4"",""127484"""
"T069080,""6"",""66525"""
"T187076,""8"",""117063"""
"N000521,""2"",""92705"""
"N008499,""6"",""151685"""
"T100085,""2"",""681322"""
"T082467,""4"",""169024"""
"N001984,""2"",""90604"""
"T140263,""2"",""73933"""
"T010384,""6"",""25755"""
"N011319,""2"",""115890"""
"N022518,""2"",""25682"""
"T090431,""2"",""177976"""
"T137462,""2"",""1052009"""
"T069334,""2"",""174268"""
"T180336,""2"",""87694"""
"T062649,""2"",""4176"""
"T119646,""6"",""42734"""
"T009354,""2"",""7956"""
"T105090,""16"",""118350"""
"T009564,""14"",""120053"""
"T010385,""20"",""178683"""
"T010851,""50"",""128159"""
"N025878,""2"",""85874"""
"N064818,""2"",""66055"""
"N009443,""2"",""122740"""
"N027191,""10"",""66061"""
"N027089,""2"",""16589"""
"T230979,""8"",""5369"""
"T177197,""2"",""70136"""
"T216373,""20"",""97112"""
"T101127,""2"",""698160"""
"T130853,""2"",""68808"""
"T097753,""2"",""137589"""
"N014925,""2"",""138940"""
"T175337,""4"",""17966"""
"T108500,""2"",""1049323"""
"T057760,""2"",""146951"""
"T127502,""2"",""31587"""
"T128794,""2"",""1052009"""
"N012740,""2"",""17168"""
"N011319,""2"",""117387"""
"T069334,""2"",""213387"""
"T112873,""2"",""90051"""
"T085633,""2"",""35869"""
"T077290,""2"",""122952"""
"N014777,""2"",""48411"""
"T005899,""2"",""16476"""
"T146868,""2"",""102558"""
"N011319,""2"",""116713"""
"N003556,""4"",""93062"""
"T012709,""2"",""17440"""
"T057757,""2"",""145947"""
"T115465,""4"",""69598"""
"T100494,""8"",""36443"""
"N011319,""4"",""167883"""
"T069330,""2"",""168888"""
"T112783,""2"",""715127"""
"N014649,""2"",""16732"""
"T110372,""4"",""85766"""
"N024373,""2"",""2734"""
"T033653,""10"",""43491"""
"T105421,""2"",""1830"""
"T075723,""6"",""42063"""
"T072058,""2"",""44076"""
"T125071,""2"",""117965"""
"T128328,""2"",""67954"""
"T121875,""2"",""33426"""
"T127508,""2"",""167883"""
"T119099,""2"",""46335"""
"T080686,""2"",""30055"""
"T210512,""4"",""5526"""
"T096358,""16"",""179453"""
"T112821,""2"",""40600"""
"T004881,""2"",""4616"""
"T192657,""4"",""167919"""
"T018178,""2"",""2907"""
"T089801,""2"",""2724"""
"N019855,""2"",""178060"""
"T012316,""2"",""22248"""
"T140656,""4"",""506809"""
"T142431,""2"",""87579"""
"T086056,""2"",""69536"""
"T108173,""2"",""46131"""
"T141320,""2"",""43042"""
"T126238,""2"",""71307"""
"T093337,""2"",""42039"""
"T083567,""2"",""102512"""
"T021007,""2"",""21673"""
"N048036,""6"",""89204"""
"T056534,""2"",""33588"""
"T105418,""2"",""87182"""
"T057737,""2"",""9216"""
"T089414,""2"",""30141"""
"T036476,""4"",""76852"""
"T135523,""2"",""21954"""
"T075725,""6"",""42068"""
"T063864,""2"",""86323"""
"T130250,""2"",""67656"""
"T104605,""2"",""67401"""
"T136264,""2"",""171844"""
"T090743,""30"",""1240022"""
"T081827,""2"",""3364"""
"T061807,""2"",""29268"""
"T095673,""2"",""21901"""
"T069023,""2"",""8201"""
"T128120,""2"",""138731"""
"T087713,""2"",""16726"""
"T130346,""2"",""308686"""
"T081517,""2"",""677821"""
"T113176,""2"",""120043"""
"T033641,""2"",""25212"""
"T126514,""2"",""67654"""
"T132807,""4"",""47995"""
"W020455,""2"",""185151"""
"T143829,""6"",""86266"""
"T105277,""4"",""7317"""
"T086352,""2"",""43946"""
"T130267,""2"",""66870"""
"T028502,""2"",""118233"""
"T138638,""2"",""32112"""
"T093804,""2"",""12329"""
"W029156,""2"",""5431"""
"T011686,""2"",""7641"""
"T192222,""2"",""66100"""
"T104149,""2"",""23758"""
"N002174,""2"",""13535"""
"T038693,""2"",""4855"""
"T105005,""2"",""26725"""
"T178627,""2"",""10578"""
"T122990,""2"",""16575"""
"T152170,""2"",""75426"""
"W020118,""2"",""29905"""
"T121295,""2"",""21886"""
"T130875,""2"",""110840"""
"T124658,""2"",""24958"""
"T114028,""2"",""175979"""
"T103703,""2"",""353020"""
"T096452,""2"",""26932"""
"T119060,""4"",""282670"""
"T103679,""2"",""66598"""
"T095113,""2"",""87373"""
"T135840,""2"",""31230"""
"T084477,""2"",""67858"""
"T070497,""2"",""168112"""
"T055281,""2"",""2754"""
"T087628,""6"",""69432"""
"T093632,""2"",""68103"""
"T127945,""2"",""68644"""
"T016343,""2"",""11552"""
"W020323,""2"",""29300"""
"T135980,""4"",""23483"""
"T017158,""2"",""29208"""
"W029639,""2"",""31214"""
"T124243,""2"",""2895"""
"T097900,""2"",""169555"""
"T142966,""2"",""169733"""
"T064080,""2"",""7605"""
"T068467,""2"",""67392"""
"T133769,""4"",""34840"""
"T127095,""2"",""4171"""
"T075716,""2"",""24132"""
"T077075,""2"",""50340"""
"T107048,""2"",""149212"""
"N018666,""2"",""95816"""
"T184364,""2"",""87297"""
"T062071,""2"",""70739"""
"T125697,""6"",""20538"""
"T077667,""4"",""17443"""
"T054995,""2"",""21709"""
"T102921,""2"",""43145"""
"T005445,""2"",""70586"""
"T096065,""2"",""127170"""
"T087628,""2"",""102171"""
"T078394,""2"",""197332"""
"N027830,""2"",""58832"""
"T144067,""2"",""52060"""
"T096818,""2"",""16476"""
"T078059,""2"",""20528"""
"T096358,""4"",""173316"""
"T138689,""2"",""1060453"""
"T079381,""2"",""96898"""
"T131324,""2"",""187555"""
"T087048,""2"",""12883"""
"T136145,""2"",""350612"""
"T125395,""2"",""4042"""
"T064170,""4"",""11975"""
"T100176,""2"",""87246"""
"T100182,""4"",""124969"""
"T123321,""2"",""5365"""
"T113023,""2"",""126587"""
"T131073,""2"",""20707"""
"N047526,""2"",""263395"""
"T085025,""2"",""21830"""
"T094449,""2"",""178676"""
"T002366,""2"",""4825"""
