volumes	parts	pages.original	count
1	NA	[6], 79, p. 82, 91-93 [1] p.	1
1	NA	[4], 47 p.	1
1	NA	[2], 43 [i.e. 51], [3] p.	1
1	NA	[20], 290, [12] p.	1
1	NA	[16], 72, 81-96, 89-92, 97-115, [1] p.	1
1	NA	[24], 376, [2] p.	1
1	NA	[68], 110, [14] p.	1
1	NA	[4], 84 p., 85-89 l., 90-91 p., 92-94 l., 95-132, 135-146, 145-216, 205-240 p., [2] leaves of plates	1
1	NA	[24], 320, [2], 321-444, [4] p., [1] leaf of plates	1
1	NA	[8], 178, [6] p.	1
1	NA	[2], 66, [2] p.	1
1	NA	[4], 12, 23, [1] p.	1
1	NA	30, [2]; [4], 20 p.	1
1	NA	1 sheet (4 [i.e. 2] p.)	1
1	NA	[12], 4, [2], 5-9, [1], 10-16, [1], 17-20 [2], 21-23 [1], 24-25, [2], 26-27, [2], 28-30, [1], 31-32, [4], 35-36, [2], 37-40, [2], 41-44, [2], 45-48, [2], 49-54, [2], 55-59, [1], 60-62, [5], 65-67, [1], 68-70, [1], 71-125, [1] p., [1] leaf of plates	1
1	NA	[2], 33, [1]; 1, 24-50 p.	1
1	NA	[12], 84, 89-460, [12] p.	1
1	NA	[32], 661, [3] p., [1] leaf of plates	1
1	NA	[8], 156, [2], 153, 156-157, 156-157, 160-391, 92, 375-381, 381, [32]; 57, [3] p.	1
1	NA	[8], 112, 115-256, [3], 258-351, [35]; [2], 57, [1], p. 58, [3] p.	1
1	NA	5, 4-21, [5] p.	1
1	NA	[4], 1, 6-7, [1] p.	1
1	NA	[1], 5 p.	1
1	NA	32t p.	1
1	NA	106, [2] p.	1
1	NA	[26], 227, [1], 233-421, [9], 368, 365-416, [4], [10] leaves of plates	1
1	NA	[8], 40, 49-62, [2] p.	1
1	NA	[20], 60, 145-165, 167-168, [1] p.	1
1	NA	[4], 98, 95-100 p.	1
1	NA	[59] p.	1
1	NA	[12], 85, 74-75, 87-88, 78-79, 90-91, 82-83, 94-124, [2] p.	1
1	NA	[2], 6, 16, 9, [1] p.	1
1	NA	[12], 179, [1] p.	1
1	NA	[32], 500, [12] p.	1
1	NA	[6], 36, 41-71, [1], 69-240, p. 376, 368-379, [1], 383-391, 396-428, 425-468, [8], 156, 151-255, 260-382, 379-382, 379-470, 481-499, [1] p.	1
1	NA	[8], 175, [17] p.	1
1	NA	[8], 26, [6] p.	1
1	NA	[8], 19, [3] p.	1
1	NA	168, 215-286 p.	1
1	NA	[4], 339, [5] p.	1
1	NA	8, 7-21, [1] p.	1
1	NA	[12], 116, [14] p.	1
1	NA	[1], 5, [1] p.	1
1	NA	[1], 25 p.	1
1	NA	64, 95-110, 8, 328, 208, 205-235, [1] p.	1
1	NA	[6], 60, 65-112 p., [2] folded leaves of plates	1
1	NA	[4], 311, [25] p.	1
1	NA	[22], 192 p., folded plate	1
1	NA	[8], 68, 160 p., [1] leaf of plates	1
1	NA	[30], 333, [1] p.	1
1	NA	[102], 104, [2], 76, [8], 160, 169-402, [2] p.	1
1	NA	[4], 35, [1], 22, 16, 25-55, [1], 55, [1], 65-126 p.	1
1	NA	15 [i.e.13] p.	1
1	NA	[24], 320, 444, [4] p., [2] leaves of plates	1
1	NA	[12], 83, [1] p.	1
1	NA	[8], 259, [1] p.	1
1	NA	[4], 27, [9] p.	1
1	NA	[22], 305, [13] p.	1
1	NA	[12], 92 p., [1] leaf of plates	1
1	NA	[4], 227, 252-274, 277-294, 297-386, [10] p.	1
1	NA	[2], 2, 3, [1] p.	1
1	NA	[4], 190, [6] p., [1] leaf of plates	1
1	NA	[4], 177, [11] p., [1] leaf of plates	1
1	NA	[24], 400 p.	1
1	NA	[11], 100, 32 p.	1
1	NA	[40], 16, [32] p.	1
1	NA	[6], xxxiv, [4], 115, [1], 36, 19, [3], 4 p.	1
1	NA	[8], 256 p., [1] leaf of plates	1
1	NA	[2], 107, [1] p.	1
1	NA	[2], ii, 40 p.	1
1	NA	[4], 232 [i.e. 206], [6] p., [4] leaves of plates	1
1	NA	1679 p. in various pagings.	1
1	NA	[8], 272, 271-277, [1] p.	1
1	NA	[12], 65, [1] p.	1
1	NA	[2], 197, [1] p.	1
1	NA	[16], 96, 129-248 p.	1
1	NA	[12], 195, 296-342, [2]; [16], 237, [3] p., [7] leaves of plates	1
1	NA	[12], 516 p.	1
1	NA	[8], 159, [13] p.	1
1	NA	49 p.	1
1	NA	589 p. in various pagings.	1
1	NA	[24], 430, [2] p.	1
1	NA	[40], 351, [1] p.	1
1	NA	[2], 46 p., [1] leaf of plates (folded)	1
1	NA	[36], 528, 527-548, [2], 116, [4] p., [1] plate	1
1	NA	[14], 208, 205-210, [2] p.	1
1	NA	[16], 371, [13] p.	1
1	NA	[12], 485, [13], 46, 39, [1] p.	1
1	NA	[4], 100, [4] p.	1
1	NA	[6], 100, [4] p.	1
1	NA	[22], 146, 149-288, 299-310 p.	1
1	NA	[14], 448, 445-638, [2], 100, [32] p., [6] leaves of plates	1
1	NA	[2], 728, [4], 731-1428, [38] p.	1
1	NA	[2], 10, 9-72 p.	1
1	NA	[34], 120, 97-120, 145-405, [33] p.	1
1	NA	[3], 2-6 p.	1
1	NA	[4], 180 p., [1] leaf of plates	1
1	NA	[26], 54 p.	1
1	NA	[22], 592 , [8] p.	1
1	NA	[40], 104, 109-178, 175-302, 301-325, [1], 349-664, 669-772, [42] p.	1
1	NA	[4], 233, [3] p., [6] leaves of plates	1
1	NA	[8], 243, [19] p.	1
1	NA	[2], 93, [1] p.	1
1	NA	[24], 200, 209-572, [20] p.	1
1	NA	[4], 60, 57-63, [1] p.	1
1	NA	[8], 100, [4] p.	1
1	NA	[22], 207, [5], 28; [4], 128, [10], 78, [4] p., folded plate	1
1	NA	[2], 99, [1] p.	1
1	NA	[8], 39, 38-183, [41] p.	1
1	NA	[8], 86 p., [1] folded leaf plates	1
1	NA	[16], 463, 468-490, 487-570, [10] p.	1
1	NA	[2],6 p.	1
1	NA	[18], 405, [3] p.	1
1	NA	[24], 699, p. 690, 697-794, [22] p., [3] leaves of plates	1
1	NA	[24], 280, [8] p., [1] folded leaf of plates	1
1	NA	[6], 135, [1] p. ;c12⁰.	1
1	NA	[28] p., [1] leaf of plates	1
1	NA	[32], 448, [2]; [22], 231, [1], 241-526, [2]; [20], 440 p.	1
1	NA	1 ([1] p.)	1
1	NA	[4], 112 p.	1
1	NA	[2], 6, 6 p.	1
1	NA	[2], 1-6, 9-32+ p.	1
1	NA	[2], 50 p. ; 4⁰.	1
1	NA	[6], 122, [4] p.	1
1	NA	[6], 27 [i.e. 28] p.	1
1	NA	[12], 273, [3] p.	1
1	NA	[3], 42 p.	1
1	NA	[8], 128, 149-314, 288 p.	1
1	NA	[12], 402, [20], 41, [1] p.	1
1	NA	[2], 123, [3], 125-220 p., [1] leaf of plates	1
1	NA	24, 21-32 p.	1
1	NA	lxxx, [8], 375, 384-494, 497-610, [6] p.	1
1	NA	1 broadside of ill.	1
1	NA	[72], 418, [2], 243, [33], 98, [2] p.	1
1	NA	[30], 367, [1] p.	1
1	NA	[16], 608 p.	1
1	NA	[130], 424, 451-859, 856-861, [13], 961-1048, 1041-1175, [37] p., [1] leaf of plates	1
1	NA	[2], 30, 36 p.	1
1	NA	p. 159-176, [2] p.	1
1	NA	[60], 524, 731-966, 49, [43] p., [1] leaf of plates	1
1	NA	[16], 185, [7] p.	1
1	NA	[16], 703, [146] p., [9] plates (8 folded)	1
1	NA	[4], 21, [1] p., [1] leaf of plates folded	1
1	NA	[14], 50 p.	1
1	NA	p. 49-50, [2]	1
1	NA	[8], 125, [3] p.	1
1	NA	[4], 180, [8] p., [1] leaf of plates	1
1	NA	[24], 336 p.	1
1	NA	[4], 33 p.	1
1	NA	300; 96 p.	1
1	NA	[6], 102 p.	1
1	NA	[6], 3-32 p.	1
1	NA	[16], 296 p.	1
1	NA	[24], 108, 96, 83, [1] p.	1
1	NA	[4], 54, 19, [1] p.	1
1	NA	[8], 104 p., [1] folded leaf of plates	1
1	NA	[8], 20, 4, 33-108 p.	1
1	NA	[8], 96, 95-155, [3] p.	1
1	NA	[24], 22, 27-1019, [1] p., [10] p. of plates	1
1	NA	[10], 132 p.	1
1	NA	[12], 49, 42-47, [1], 80, 84, [12]; [14], 143, 140-212, [24] p., [11] leaves of plates (5 folded)	1
1	NA	[4], 43, [7] p.	1
1	NA	[12], 3-281, [1], lxxx, 283-346, 351-481, [1], 501-940, [18] p., [2] leaves of plates	1
1	NA	[14], 515, [13] p.	1
1	NA	51, [1] p., 1 leaf of plates	1
1	NA	[24], 243, [1]; [32], 228 p., [8] leaves of folded plates	1
1	NA	[10], 124, 131-159 [i.e. 259], [7] p.	1
1	NA	[2], 25-41, [1] p.	1
1	NA	137, 319, [114], 30 p.	1
1	NA	[10], 122, [4] p.	1
1	NA	[16], 280; 12, [4], 360 [i.e. 361], [1] p., [2] leaves of plates (1 folded)	1
1	NA	[2], 32, 31-52 p.	1
1	NA	[10], 177, [9], 94, [26], 91, [17], 128, [14], 41, [3], 127, [17], 80, [12], 72, [24], 173, [27], 143, [27], 144, [12], 100, [186] p.	1
1	NA	[4], 64, 4 p., [1] leaf of plates	1
1	NA	[8], 506 [i.e. 509], [1] p.	1
1	NA	[8], 142, [2] p.	1
1	NA	[8], 65, [3] p.	1
1	NA	[8], 264 p., [1] folded leaf of plates	1
1	NA	[8], 97, 102-103, 124-262 p.	1
1	NA	1 sheet [2 p.]	1
1	NA	[16], 742 p., [1] folded leaf of plates	1
1	NA	[14], 272 p.	1
1	NA	[8], 258, 5, [1] p., [1] leaf of plates	1
1	NA	[28], 279, [17] p.	1
1	NA	[68], 709, [1] p., [2] leaves of plates	1
1	NA	[14], 85, 223 p.	1
1	NA	[54], 380, [2], 205-600, [4] p., [2] leaves of plates	1
1	NA	[6], 439, 450-558, [2] p.	1
1	NA	[80], 444, [2] p.	1
1	NA	[4], 28, 33-39, [1] p.	1
1	NA	[2], 5,[1] p.	1
1	NA	[12], 141, [3] p.	1
1	NA	[8], 376, 72, 83-200, [2] p., [2] leaves of plates	1
1	NA	[8], 190, [6] p.	1
1	NA	[8], 65, [11], 65-100 p., 2[?] leaves of plates	1
1	NA	[80], 589, [27] p.	1
1	NA	[8], 48, 64 p.	1
1	NA	[96], 92 p., [1] leaf of plates	1
1	NA	[8], 64, 191, [63] p.	1
1	NA	[8], 116 [i.e. 113], [3] p.	1
1	NA	6, 11-16 p.	1
1	NA	[16], 464, [4], 11, [5] p.	1
1	NA	[6], 243, [1], 236 p., [1] leaf of plates	1
1	NA	[30], 128, 131-237, [5] p.	1
1	NA	[58], 134, [2] p.	1
1	NA	[8], 414, [2], 447, [5] p., [2] leaves of plates	1
1	NA	24 [i.e. 36] p.	1
1	NA	[2], 27, [1]; [2], 12, [2] p.	1
1	NA	[8], 24, 33-49, 48-62, 57-64, 73-96 p.	1
1	NA	[10], 325, [1] p.	1
1	NA	[8], 263, [1] p., [2] leaves of plates	1
1	NA	[3], 230, [4], 8 p., [1] leaf of plates	1
1	NA	181, [11] p., [1] folded leaf of plates	1
1	NA	[4], cxxxvi, 355, [1], 116, [10], xci, [1] p., [5] leaves of plates	1
1	NA	[2], 58 p., [1] leaf of plates	1
1	NA	[12], 357, 54 p.	1
1	NA	[16], 357, [1], 54 p.	1
1	NA	[4], 9 p.	1
1	NA	8, 16, 15, [1] p.	1
1	NA	[32], 3-18, [24] p.	1
1	NA	[52], 79, [1], 112 p., [1] leaf of plates	1
1	NA	[6], 33, [5], 44 p.	1
1	NA	[12], 380, [50] p.	1
1	NA	[4], 13, [1] p.	1
1	NA	[2], 5, [1], 6-8, [1] p.	1
1	NA	[8], 125, 128-208, [4] p.	1
1	NA	[2], 28, 23, [1] p.	1
1	NA	[24], 140 p.	1
1	NA	[2], 124, [2], 63, [1] p. [1] leaf of plates	1
1	NA	[32], 478, [2] p.	1
1	NA	[4], 28, 37-44, 37-78 p.	1
1	NA	[12], 112 p.	1
1	NA	[3], 3-4, 6-12 p.	1
1	NA	[2], 44, [4] p.	1
1	NA	iii-xxiv, 118, [2] p.	1
1	NA	[4], xi, [1], 66, [2] p.	1
1	NA	[6], 114, 117-140 p..	1
1	NA	[2], 294, [22] p.	1
1	NA	[94], 96 p., 97-107, 107-133 leaves, 117-1307, [1] p.	1
1	NA	[2], 4 [i.e. 6]p.	1
1	NA	[8], 39, [1], 33-40 p.	1
1	NA	[4], 41, [3] p., [1] leaf of plates	1
1	NA	[22], 331, [1] p.	1
1	NA	[2], 42, [8] p.	1
1	NA	[2], 22, [4] p.	1
1	NA	[4], 184 p., [1] leaf of plates	1
1	NA	[44], 309, [1] p., [15] leaves of plates	1
1	NA	[8], 15, 18-21, [1] p.	1
1	NA	[6], xli, [1], 183, [1] p.	1
1	NA	[22], 125, [9], 25, [69] p.	1
1	NA	[2], 61, [9] p.	1
1	NA	[2], 32, [6] p.	1
1	NA	[8], 29 [i.e. 39], [1] p.	1
1	NA	[40], 385, 384-454, 457-822, [46] p.	1
1	NA	[6], 24, [24], 25-71, [1] p.	1
1	NA	[2], 67, [3] p.	1
1	NA	[40], 320, 353-679, [1] p.	1
1	NA	[12], 355, [1] p., [1] leaf of plates	1
1	NA	[2], 28 [i.e. 29], [1] p.	1
1	NA	[6], 231, [3] p.	1
1	NA	xxviii, 307, [1] p.	1
1	NA	[12], 797, [1] p., [1] leaf of plates	1
1	NA	[4], 226 p.	1
1	NA	[32], 144, 115-305, [1] p., [6] plates	1
1	NA	[12], 307, [1] p.	1
1	NA	[18], 312 p.	1
1	NA	[8], 167, [1] p.	1
1	NA	[4], 116, [2], 116, [2] p., [7] leaves of plates	1
1	NA	[2], 20, 17-36, 41-48, 47-48 p.	1
1	NA	[8], 225, [1] p., [1] leaf of plates	1
1	NA	[16], 216, [8] p., [1] leaf of plates	1
1	NA	[16], 157, [1] p.	1
1	NA	[4], 31, 28-138, [2] p.	1
1	NA	[6], 25, [24], 50-64, 191, [63] p., [2] leaves of plates	1
1	NA	[5], 4, 10-14, [2] p.	1
1	NA	[1], 7 p., [1] leaf of plates	1
1	NA	[8], 384 p.	1
1	NA	[14], 208 p.	1
1	NA	[8], 91, [1] p.	1
1	NA	[16], 73, [1], 94, 76, 70, 82, 76, 74, 81, [13] p.	1
1	NA	[6], 143, [9], 230, [2] p., [3] leaves of plates	1
1	NA	[8], 389, [1] p.	1
1	NA	[6], 242 p.	1
1	NA	[12], 459, [21] p., [25] leaves of plates	1
1	NA	[4], 176, [12] p., [1] leaf of plates	1
1	NA	[10], 298, 297-1122, [44], 94, 94-96, p. 95, [2] p.	1
1	NA	[2], 36, [8], 91, [13], 16, 199, 201-204, [9] p.	1
1	NA	[2], [1], 4-8 p.	1
1	NA	[2], 30, 25-26, [2] p.	1
1	NA	[16], 357, [3] p.	1
1	NA	[16], 232, 231-414, 419-434, 439-441, [7] p.	1
1	NA	[10], 308, [2] p., [4] leaves of plates	1
1	NA	[16], 347, [21]; [12], 160, 181-355 [i.e. 255], [9] p.	1
1	NA	[4], 24, [4] p.	1
1	NA	[12], 19, [1] p.	1
1	NA	[30], 214 p.	1
1	NA	[20], 190, [2], 191-416, [2], 417-651, [1] p., [2] leaves of plates	1
1	NA	[16], 122, [2] p.	1
1	NA	[4], 148, 201-384, 387-398, 401-567, [1] p.	1
1	NA	[24], 488 p.	1
1	NA	[20], 56 p.	1
1	NA	[16], 258 p.	1
1	NA	[2], 162 p.	1
1	NA	[16], 112, 97-112, 129-174 p.	1
1	NA	[16], 167, [1], 167-278, 221, [3] p., [1] leaf of plates	1
1	NA	[8], 150, [2] p.	1
2	NA	2 v. ([26], 400, [24], 192, [2], 167, [1], 203, [13], 144, [4], 152 p.)	1
1	NA	[14], 161, [1] p.	1
1	NA	[12], 115, [1], 151, [1], 124, [12] p., [9] leaves of plates (3 folded)	1
1	NA	[26], 232 p.	1
1	NA	24, 21-24, p. 35, 38-52; 8; 8 p.	1
1	NA	[2], 92 [i.e. 29], [1] p.	1
1	NA	[12], 248, [4] p., [1] folded leaf of plates	1
1	NA	[12], 482 p.	1
1	NA	260, [12] p.	1
1	NA	16, [2] p.	1
1	NA	[24], 133, [70] p.	1
1	NA	[28], 124 p.	1
1	NA	[3], 4-8, p. 7, 10-11, 10-13, [1] p.	1
1	NA	[10], 407, [3], 409-1478 p.	1
1	NA	[16], 88 [i.e. 84] p.	1
1	NA	[14], 154 p., [1] folded leaf of plates	1
1	NA	[2], 118 p.	1
1	NA	5, 3 p.	1
1	NA	[2], 29, [22] p.	1
1	NA	[10], 47, [1] p.	1
1	NA	[2], 5-28 p.	1
1	NA	[14], 233, [5] p., plate	1
1	NA	[14], 106, 105-106 p.	1
1	NA	[10], 119, 118-211, [3] p.	1
1	NA	[8], 392, [10], 395-437, [3] p., [1] folded leaf of plates	1
1	NA	[4], 182, [6] p., [1] leaf of plates	1
1	NA	[4], 176, [12] p.	1
1	NA	[2], 4, 7-8 p.	1
1	NA	[42], 700, [22] p.	1
1	NA	[4], 234, [2] p., [1] leaf of plates	1
1	NA	[4], 232, [4] p., [6] leaves of plates	1
1	NA	[8], 56 p., [1] leaf of plates	1
1	NA	[12], 160, 129-412 p.	1
1	NA	[28], 538, [2] p.	1
1	NA	[8], 424 p., [235] p. of plates, [3] folded leaves of plates	1
1	NA	[2], 6 [i.e. 9], [1] p.	1
1	NA	[4], 151, [1] p.	1
1	NA	[4], 88, [8] p.	1
1	NA	[6], 262, [10], 263, [1] p.	1
1	NA	[4], 6, 15 [i.e. 23], [1] p.	1
2	NA	2 v. ([56], 423, [1]; 128, 113-527, [3] p.)	1
1	NA	[10], 161 [i.e. 162], [2] p.	1
1	NA	[2], viii, 180, [6], 172, [4] p.	1
1	NA	[4], 161, [1], 162-170, [29] p.	1
1	NA	[8], 34, [2] p.	1
1	NA	[12], 49, 42-47, [1], 80, 84, [12] p., [9] leaves of plates (3 folded)	1
1	NA	[8], 386, [14] p.	1
1	NA	[58], 134, [4] p.	1
1	NA	[52], 284 p., [1] folded leaf of plates	1
1	NA	[26], 162, 175, [1] p.	1
1	NA	[2] sheets ([4] p.)	1
1	NA	[2], 5 [i.e. 12], [2] p.	1
1	NA	[26], 11-661, [41] p., [1] leaf of plates	1
1	NA	[10], 98, [2] p.	1
1	NA	[14], 5 [i.e. 6], [2] p.	1
1	NA	[2], 6 p.4⁰.	1
1	NA	[2], 62, 72-74, [1] p.	1
1	NA	[4], 38 p.	1
1	NA	95, [1], 89-122, [6] p.	1
1	NA	[6], 142, [2] p., [1] leaf of plates	1
1	NA	[2], 4 [2] p.	1
1	NA	[6], 270, [16] p.	1
1	NA	[8], 255, [1] p.	1
1	NA	[16], 204, [28] p.	1
1	NA	[12], 16, [24] p.	1
1	NA	[14], 29, [1] p.	1
1	NA	225 [i.e. 244] p.	1
1	NA	[2], lxxiii, [9], 364 p.	1
1	NA	[26], 216, [8] p.	1
1	NA	[14], 80, 65-255, [1] p.	1
1	NA	[2], 1-3, 6-12 p.	1
1	NA	[8], 251, [5] p.	1
1	NA	[4], 65 [i.e. 56] p.	1
1	NA	[8], 339, [9], 160, [8], 84, [4] p., [1] leaf of plates	1
1	NA	[40], 177, 188-189, [5], 199-262, 265-267, [5], 267-314, 317-431, [6], 434-529, [7] p., plate	1
1	NA	[4], 96; [2], 78, 77-355, [1]; [10], 374, 9-119, [9] p., [2] plates (1 folded)	1
1	NA	[32], 319, [1], 384 p., [5] leaves of plates	1
1	NA	[16], 331, 330-369, 380-392 p.	1
1	NA	[44], 178, [2] p.	1
1	NA	[20], 377, [1], 324, 329-368, [4] p., [8] leaves of plates	1
1	NA	[2], 61, [1] p., [2] tables (1 folded)	1
1	NA	[4], 415, [1], 758 p.	1
1	NA	[12], 107, [3], 109-147, [3], 153-195, [9], 177-278, [10], 285-325, [11], 329-356 p., [3] folded leaves of plates	1
1	NA	[60], 255, [1], 217-360, 401-623, [3] p., [1] leaf of plates	1
1	NA	[26], 179, 160-232, 156, 153-227, 232-308, 184, 181-204, 207-208, 205-226, 273-292, 297-426, [2] p.	1
1	NA	[10], clxiv p., [1] leaf of plate	1
1	NA	[18], 96, 95-174, 177-272, 269-376, [12] p., [4] leaves of plates (1 folded)	1
1	NA	[4], 107, [1], 56 p.	1
1	NA	96, 93-156 p.	1
1	NA	8, 7, [1] p.	1
1	NA	[6], 58, [2] p.	1
1	NA	[12], xliv, lxvii [i.e. xlvii]- lxviii, [8], 675, [1]; 254, [68] p., plate	1
1	NA	[12], 152, 177-264, 269-479, [1], 545-850, 775-960, [50], 201, 206-448, 473-727, [13]	1
1	NA	[8], 62, [2] p., plate	1
1	NA	[2], 6, 9-88 p.	1
1	NA	[8], 172, [8] p.	1
1	NA	[2], 29-41, [1] p.	1
1	NA	[2], 113, [5] p.	1
1	NA	[9] sheets	1
1	NA	[4], 32, 31-85, [1] p.	1
1	NA	[8], 35, [1] p., [2] leaves of plates	1
1	NA	[2], 137, [3] p.	1
1	NA	[12], 138, [12], 201, [1] p., [1] leaf of plates	1
1	NA	[8], 74, [2] p.	1
1	NA	[6], 109, [1]; [10], 111, [1] p.	1
1	NA	[6], 64 p.	1
1	NA	[8], 224, [18], 158 p.	1
1	NA	[16], 272, [16] p., [1] leaf of plates	1
1	NA	[34], 327, [1], 138, [14] p., [1] leaf of plates	1
1	NA	[102], 104, [4], 76 p.	1
1	NA	[4], 64 [i.e. 68] p., [1] leaf of plates	1
1	NA	[2], 14, 17-26 p.	1
1	NA	[16], 528, [2], 432, 427-501, [5] p., [1] leaf of plates	1
1	NA	[6], 9-33, [1] p.	1
1	NA	[48], 334, [10] p.	1
1	NA	[18], 109, [1] p., [1] leaf of plates	1
1	NA	[2], 6, 15 [i.e. 23], [1] p.	1
1	NA	[14], 662 p.	1
1	NA	32, [4], 95, 94-210, 111-130 p.	1
1	NA	[6], 319, [15] p.	1
1	NA	[18], 203, [1] p., [1] leaf of plates	1
1	NA	[4], 13, 16-43, 42-43, 46-61, [1] p.	1
1	NA	[14], 156 p., [2] folded leaves of plates	1
1	NA	[4], 99, [1], 100-114, [1], 115-119, [1] p.	1
1	NA	[10], 582, [6] p., [1] folded leaf of plates	1
1	NA	[2], 7, 10-16 p.	1
1	NA	89-434, [22] p.	1
1	NA	[4], 46, [2], 47-54 p.	1
1	NA	[14], 96, 129-248 p.	1
1	NA	[4], 8 [i.e. 6] p.	1
1	NA	[2], 177-192 p. ; 2⁰.	1
1	NA	[16], 167, [1] p.	1
1	NA	[2], 3, 3 p.	1
1	NA	[8], 17, p. 14, [56], 14, 17-72, 244, 126, 119-120, 129-240, 40, 56, 59-110, 72, [4], 118, 37, [17] p., [1] leaf of plates	1
1	NA	[2], 22 [i.e. 24] p.	1
1	NA	[18], 204 p., 205-216 leaves, p. 216, [1], 217-388, 401-563, [1], 52, 57-95, [13] p.	1
1	NA	[3], 2, 4-6, 9-16, [4] p.	1
1	NA	[12], 38 [i.e. 46], [2] p.	1
1	NA	[2], 24, 23-38 p., [1] leaf of plates	1
1	NA	[8], 189, 198-468, 481-662, 665-733, 736-968, [62] p.	1
1	NA	[4], 150, [2], 177-362 [i.e. 326], [2] p.	1
1	NA	[4], 3, p.8, 7-11, [1], p.13, [1] p.	1
1	NA	[4], 168, 177-208, 109-124, 225-319, [1], 317-347, [1] p.	1
1	NA	[2], 6 [i.e 5], [1] p.	1
1	NA	[28], 184, 177-184, 193-336, 341-372, 365-396, 387-408, [2] p.	1
1	NA	[14], 112, 129-140, [8], 149-175, p. 168, 161-213, [3] p.	1
1	NA	[8], 434, [22] p.	1
1	NA	[4], 288, [10] p., 1 leaf of plates	1
1	NA	[16], 272 p.	1
1	NA	[24], 368, 361-444, 553-650, 205, [1] p.	1
1	NA	[12], 199, 400-445, [9] p.	1
1	NA	[8], 168 p.	1
1	NA	[8], 171, [9], 200, 153-427, [9], 235, [9], 114, [2], 115-116, [2], 117-238 p.	1
1	NA	[4], 32, 21-24, 37-56 p., [20] leaves of plates (18 folded)	1
1	NA	[1], 2, 4-6, p. 6, p. 8, 7-38 p.	1
1	NA	[108], 458, [2], 139, [1] p.	1
1	NA	[10], 166, 151-207, 210-214 p.	1
1	NA	[4], 22, 21-87 [1] p.	1
1	NA	[2], 7-14, 9-30 p.	1
1	NA	[24], 171, 176-335, [5] p., [4] folded leaves of plates	1
1	NA	[6], 68 p.	1
1	NA	[6], 136, 185-294, 361-439, [1], 449-488, 553-650, [4], 737-959, [13]] p., [1] leaf of plates	1
1	NA	[8], 24, 29-48 p., 49-50 l., 55-67, [1], 73-86, 91-98, 103-116, 121-134, 139-152, 157-166, 171-178, 183-202, 207-222, 227-236, 241-262, 267-288, 293-308, 313-350, 355-374, 379-392 p., 393-395 l., p. 397, [1], 397-404, 409-439, [1], p. 434, [1], 38, 43-60, 65-72, 77-92, 97-118, 123-202, [18] p. [26] leaves of plates plates	1
1	NA	[12], 218 p., [1] leaf of plates	1
1	NA	[8], 124 p.	1
1	NA	[12], 216 p., [3] leaves of plates	1
1	NA	110, [2] p.	1
1	NA	[10], 48 p., plate	1
1	NA	[10], 138, 145-295, [1] p.	1
1	NA	[14], 90 p.	1
1	NA	[4], 90, [2] p.	1
1	NA	[16], 93, [1] p.	1
1	NA	[6], 303, [33], p., [1] folded leaf of plates	1
1	NA	[16], 192 p.	1
1	NA	5, 4-6 p.	1
1	NA	xvi, 398, [12], 417-624, 621-774, [2] p., [1] leaf of plates	1
1	NA	[12], xii, [20], 467, [1], 271, [1] p., [3] leaves of plates	1
1	NA	31, [1] p., plate	1
1	NA	[24], 260, [4] p.	1
1	NA	[48], 196, [2], 142, 10, [2] p., [16] leaves of plates (1 double)	1
1	NA	[4], 57, [3] p.	1
1	NA	[18], 109, [1]; [16], 64 p., 1 leaf of plates	1
1	NA	[2], 4 (i.e. 6) p.	1
1	NA	[2], 44, [1], 44-46, [2] p.	1
1	NA	[6], 56 p.	1
1	NA	[24], 150 p.	1
1	NA	[2], 5, [1], p.	1
1	NA	[2], 14, 13-18, [2] p.	1
1	NA	[24], 152, 159-190, 185-328 p., [14] folded leaves of plates	1
1	NA	[20], 167, [3], 38 p.	1
1	NA	3, [1] p. ;c2⁰.	1
1	NA	[10], 250, [2], 41, [3] p.	1
1	NA	[4], 212, 215-238, 237-244, [14] p.	1
1	NA	[4], 156 p.	1
1	NA	[8], 21, [1] p.	1
1	NA	[2], 92, [2] p.	1
1	NA	[2], 58, 57-88 p.	1
1	NA	[34], 7-245, [3] p.	1
1	NA	[4], 138, [2] p.	1
1	NA	[16], 262 p.	1
1	NA	[8], 131, [13] p.	1
1	NA	[2], 13, [1], 17-24 p.	1
1	NA	[8], 711, [1]; 136, 139-846 p.	1
1	NA	[16], 48 p.	1
2	NA	2 v., ([12], 120, [2], 19, [5], 118, [4], 46; [4], 159, [5], 120, [2], 37, [5], 142, [14] p.)	1
1	NA	7, [1], 14, [2], 144, 143-190, [6] p.	1
1	NA	[16], 80, 80, 80, 64, 80, 110, [2] p.	1
1	NA	[12] p., [1] leaf of plates	1
1	NA	[40], 177, 188-189, [5], 199-262, 265-267, [5], 267-314, 317-431, [5], 433-528 p.	1
1	NA	[8], 82, [6] p.	1
1	NA	[6], 23, [19], 384, 55, 54-76, [38], 443, [7], 382, [18], 52, 117, [3] p., [2] folded leaves of plates	1
1	NA	[8], 167, [1]; 77, [3] p.	1
1	NA	[4], 329, [1] p.	1
1	NA	[24], 546, [12] p.	1
1	NA	[2], 3, [2], 4-34, [2] p.	1
1	NA	[24], 128 p., 129-144 l., 145-292, 369-486, [2] p.	1
1	NA	[16], 126 p.	1
1	NA	[12], 48 p., [1] leaf of plates	1
1	NA	[1], 16-74 p.	1
1	NA	[4], 147, [1] p.	1
