original	polished	Count
(1/2')	1350	6
44 x 26 cm.	1144	6
21 x 18 cm.	378	6
32 x 18 cm.	576	6
40 x 27 cm.	1080	6
51 x 39 cm.	1989	6
22 x 17 cm.	374	6
13 x 23 cm.	299	6
44 x 36 cm.	1584	6
41 x 27 cm.	1107	6
41 x 26 cm.	1066	6
56 x 46 cm.	2576	6
57 x 46 cm.	2622	6
42 x 35 cm.	1470	6
16 cm. (8vo and 12mo)	176	6
53 x 43 cm.	2279	6
22 x 16 cm.	352	6
37 x 22 cm.	814	6
29 x 21 cm.	609	6
23 x 17 cm.	391	6
43 x 32 cm.	1376	6
38 x 23 cm.	874	6
obl.24⁰.	106.25	6
long 4⁰.	945	6
obl. fol.	1350	6
obl. 12⁰	237.5	6
14 cm (12⁰)	140	6
13 cm (12⁰)	260	6
s.sh.obl.4⁰.	616	6
28 cm (2⁰)	504	6
obl 1⁰.	5400	6
sm. 2⁰.	1590	6
31 cm. (2⁰)	620	6
32 cm. (2⁰)	672	6
1/2°	1350	5
1⁰..	5400	5
(2⁰)	1350	5
1/2 ⁰.	1350	5
1/2⁰; 2⁰.	1350	5
28 cm. 2⁰	504	5
23 x 15 cm.	345	5
24 x 16 cm.	384	5
25 x 18 cm.	450	5
18cm.	216	5
38 x 27 cm.	1026	5
35 x 19 cm.	665	5
38 x 29 cm.	1102	5
50 x 39 cm.	1950	5
23 x 20 cm.	460	5
33 x 23 cm.	759	5
46 x 28 cm.	1288	5
41 x 32 cm.	1312	5
56 x 44 cm.	2464	5
19 x 15 cm.	285	5
40 x 33 cm.	1320	5
31 x 24 cm.	744	5
20 x 15 cm.	300	5
58 x 46 cm.	2668	5
49 x 37 cm.	1813	5
21 cm. (4to and 8vo)	294	5
22 x 20 cm.	440	5
46 x 36 cm.	1656	5
46 x 29 cm.	1334	5
27 x 16 cm.	432	5
31 x 17 cm.	527	5
43 x 36 cm.	1548	5
17 x 11 cm.	187	5
21 x 20 cm.	420	5
21 x 11 cm.	231	5
26 x 18 cm.	468	5
21 x 12 cm.	252	5
21 x 15 cm.	315	5
36 x 25 cm.	900	5
19 x 14 cm.	266	5
31 x 23 cm.	713	5
17 cm. (12⁰)	204	5
obl 1/2⁰.	1350	5
long 1/4⁰.	945	5
23 cm (4⁰)	414	5
1/2 sh.obl.fol.	1350	5
1.	5400	5
s.sh.obl.8⁰.	247	5
obl. 1/2⁰	1350	5
caption title; octavo [fewer than 50 pages]	247	5
24mo [fewer than 50 pages]	106.25	5
8₀.	247	5
4⁰.;4⁰.	616	5
53 cm.	1749	5
4⁰ (22 cm.).	396	5
36 cm (1/2⁰)	864	5
21cm (8⁰)	247	5
4⁰ (20 cm.).	340	5
obl. 1/16⁰.	180	5
obl 4⁰.	616	4
oblong 2⁰.	1590	4
4 ⁰.	616	4
1°.	5400	4
4⁰?	616	4
8⁰?	247	4
33 x 26 cm.	858	4
28 x 19 cm.	532	4
21 x 33 cm.	693	4
12 x 18 cm.	216	4
1/2	1350	4
31 x 13 cm.	403	4
22 x 34 cm.	748	4
33 x 18 cm.	594	4
11 x 16 cm.	176	4
17 x 20 cm.	340	4
32 x 23 cm.	736	4
20 x 14 cm.	280	4
30 x 25 cm.	750	4
47 x 30 cm.	1410	4
52 x 42 cm.	2184	4
23 x 12 cm.	276	4
18 x 15 cm.	270	4
12	237.5	4
41 x 35 cm.	1435	4
46 x 35 cm.	1610	4
14 x 12 cm.	168	4
39 x 33 cm.	1287	4
15 x 18 cm.	270	4
42 x 32 cm.	1344	4
33 x 15 cm.	495	4
32 x 17 cm.	544	4
47 x 37 cm.	1739	4
31 x 11 cm.	341	4
27 x 24 cm.	648	4
28 x 20 cm.	560	4
31 x 26 cm.	806	4
37 x 26 cm.	962	4
37 x 32 cm.	1184	4
13 x 20 cm.	260	4
broadside.	5400	4
26 x 15 cm.	390	4
39 x 27 cm.	1053	4
17 x 22 cm.	374	4
40 x 34 cm.	1360	4
25 x 17 cm.	425	4
17 cm. (8vo and 12mo)	204	4
38 x 22 cm.	836	4
43 x 30 cm.	1290	4
21 x 14 cm.	294	4
43 x 25 cm.	1075	4
52 x 41 cm.	2132	4
42 x 31 cm.	1302	4
47 x 36 cm.	1692	4
1/64⁰.	35	4
8.̊	247	4
1/4.̊	616	4
obl4⁰.	616	4
long 24⁰	133	4
4⁰..	616	4
27 cm (2⁰)	459	4
4⁰ ⁸.⁴.	616	4
13 cm (8⁰)	117	4
2⁰(3?).	1350	4
4⁰ ⁶.⁴.	616	4
obl4	616	4
caption title; quarto	616	4
51 cm (2⁰)	1632	4
33 cm. (1/2⁰)	726	4
22cm (8⁰)	247	4
40 cm. (2⁰)	1040	4
29 cm. (2⁰)	551	4
8⁰ (17 cm.).	204	4
30 cm. (1/2⁰)	600	4
4⁰ (21 cm.).	357	4
2⁰ (29 cm.).	551	4
long 1/24⁰.	133	4
long 1/2⁰.	1590	4
oblong 1/4⁰.	945	3
obl. 24⁰.	106.25	3
8⁰?.	247	3
12⁰?	237.5	3
obl. 4⁰	616	3
1/2⁰ .	1350	3
15 cm. 8⁰.	165	3
(1/2⁰)	1350	3
7 x 13 cm.	91	3
38 x 16 cm.	608	3
17 x 19 cm.	323	3
37 x 15 cm.	555	3
31 x 16 cm.	496	3
44 x 33 cm.	1452	3
20 x 26 cm.	520	3
42 x 17 cm.	714	3
24 x 21 cm.	504	3
48 x 38 cm.	1824	3
59 x 47 cm.	2773	3
16	180	3
39 x 17 cm.	663	3
22 x 15 cm.	330	3
20 x 25 cm.	500	3
47 x 28 cm.	1316	3
16 x 11 cm.	176	3
34 x 18 cm.	612	3
38 x 21 cm.	798	3
12 x 22 cm.	264	3
50 x 38 cm.	1900	3
24 x 18 cm.	432	3
36 x 30 cm.	1080	3
15 x 17 cm.	255	3
24 x 17 cm.	408	3
37 x 13 cm.	481	3
13 x 16 cm.	208	3
18 x 22 cm.	396	3
53 x 44 cm.	2332	3
44 x 34 cm.	1496	3
21 x 34 cm.	714	3
20 x 12 cm.	240	3
28 x 18 cm.	504	3
52 x 40 cm.	2080	3
50 x 19 cm.	950	3
34 x 24 cm.	816	3
22 x 19 cm.	418	3
36 x 26 cm.	936	3
34 x 14 cm.	476	3
27 x 25 cm.	675	3
31 x 10 cm.	310	3
40 x 28 cm.	1120	3
46 x 30 cm.	1380	3
35 x 25 cm.	875	3
33 x 25 cm.	825	3
19 x 23 cm.	437	3
20 x 33 cm.	660	3
53 x 42 cm.	2226	3
41 x 24 cm.	984	3
16 cm. (12mo and 8vo)	176	3
12 x 8 cm.	96	3
45 x 26 cm.	1170	3
4.8 cm.	19.2	3
10 x 15 cm.	150	3
16 x 20 cm.	320	3
42 x 23 cm.	966	3
45 x 25 cm.	1125	3
49 x 38 cm.	1862	3
20 x 21 cm.	420	3
45 x 21 cm.	945	3
18 x 13 cm.	234	3
28 x 15 cm.	420	3
13 x 19 cm.	247	3
45 x 35 cm.	1575	3
24 x 14 cm.	336	3
36 x 20 cm.	720	3
14 x 17 cm.	238	3
32 x 24 cm.	768	3
40 x 30 cm.	1200	3
36 x 29 cm.	1044	3
37 x 30 cm.	1110	3
45 x 29 cm.	1305	3
28 x 17 cm.	476	3
19 cm. (4to and 8vo)	247	3
34 x 41 cm.	1394	3
36 x 28 cm.	1008	3
14 x 11 cm.	154	3
29 x 17 cm. 1/2⁰.	493	3
17 x 21 cm.	357	3
55 x 43 cm.	2365	3
52 x 39 cm.	2028	3
23 x 13 cm.	299	3
49 x 30 cm.	1470	3
47 x 35 cm.	1645	3
53 x 40 cm.	2120	3
square 12⁰.	237.5	3
Obl.12⁰.	237.5	3
Obl.8⁰.	247	3
obl 8⁰.	247	3
(12mo)	237.5	3
12mo	237.5	3
24⁰ in 8's.	106.25	3
11 cm (24⁰ in 12s)	88	3
12⁰ in 6's.	237.5	3
obl.fol(6).	1350	3
26 cm (2⁰)	442	3
4⁰ in 8.	616	3
4⁰ obl.	616	3
4₀.	616	3
21 x 33 cm (2⁰)	693	3
19 x 32 cm (2⁰)	608	3
4⁹.	616	3
caption title; folio	1350	3
1/2⁰..	1350	3
34 cm. (2⁰)	748	3
32 cm. (4⁰)	800	3
37 cm (1/2⁰)	925	3
36 cm. (1/2⁰)	864	3
68 cm.	2788	3
63 cm.	2394	3
35 cm (1/2⁰)	805	3
29 cm (1/2⁰)	551	3
48cm (2⁰)	1350	3
46cm (2⁰)	1350	3
19cm (8⁰)	247	3
32cm (1/2⁰)	1350	3
20-21 cm. (8⁰)	247	3
31 cm. (1/2⁰)	620	3
46 cm. (2⁰)	1380	3
34 cm. (1/2⁰)	748	3
1/2⁰ (34 cm.)	748	3
2⁰ (30 cm.)	600	3
2⁰ (51 cm.).	1632	3
18cm (8⁰)	247	3
8⁰ (22 cm.)	330	3
25 cm. (4⁰)	475	3
obl8⁰.	247	3
obl.1/32⁰.	84	3
obl2⁰.	1350	3
oblong 1/8⁰.	286	2
12 ⁰.	237.5	2
8?⁰.	247	2
4⁰?.	616	2
8 ⁰.	247	2
28 x 11 cm.	308	2
obl 4⁰	616	2
4⁰ in 2s.	616	2
16⁰?	180	2
2⁰?	1350	2
1/4⁰?	616	2
1/2⁰ (33 x 21 cm)	693	2
1/2⁰ (34 x 20 cm)	680	2
17 cm. 4⁰	255	2
26 cm. 2⁰	442	2
33 cm. 2⁰	726	2
32 x 29 cm.	928	2
15 x 9 cm.	135	2
16 cm 8⁰	176	2
17 cm. 8⁰	204	2
21 cm. 4⁰	357	2
37 x 18 cm.	666	2
10 x 17 cm.	170	2
16 x 19 cm.	304	2
22 x 21 cm.	462	2
32 x 40 cm.	1280	2
33 x 40 cm.	1320	2
49 x 40 cm.	1960	2
23 x 37 cm.	851	2
36 x 31 cm.	1116	2
15 x 11 cm.	165	2
37 x 21 cm.	777	2
7 x 19 cm.	133	2
53 x 33 cm.	1749	2
19 x 9 cm.	171	2
46 x 31 cm.	1426	2
26 x 14 cm.	364	2
12 x 23 cm.	276	2
39 x 23 cm.	897	2
19 x 24 cm.	456	2
11 x 17 cm.	187	2
18 x 16 cm.	288	2
38 x 28 cm.	1064	2
21 x 19 cm.	399	2
33 x 31 cm.	1023	2
32 x 20 cm. (1/2')	640	2
20 cm. (4to and 8vo)	260	2
12 x 21 cm.	252	2
32 cm. (fol)	672	2
44 x 29 cm.	1276	2
42 x 36 cm.	1512	2
40 x 21 cm.	840	2
36 x 14 cm.	504	2
43 x 19 cm.	817	2
47 x 40 cm.	1880	2
36 x 19 cm.	684	2
45 x 20 cm.	900	2
8 x 10 cm.	80	2
10 x 16 cm.	160	2
11 x 13 cm.	143	2
24 x 12 cm.	288	2
52 x 43 cm.	2236	2
41 x 21 cm.	861	2
33 x 42 cm.	1386	2
55 x 44 cm.	2420	2
47 x 19 cm.	893	2
34 x 11 cm.	374	2
15 x 21 cm.	315	2
18 x 23 cm.	414	2
54 x 43 cm.	2322	2
33 x 28 cm.	924	2
27 x 18 cm.	486	2
17 x 17 cm.	306	2
38 x 20 cm.	760	2
32 x 26 cm.	832	2
34 x 12 cm.	408	2
37 x 20 cm.	740	2
17 cm. (12mo.)	204	2
36 x 13 cm.	468	2
26 x 17 cm.	442	2
18 cm. (12mo.)	216	2
17 x 24 cm.	408	2
15 x 24 cm.	360	2
31 x 12 cm.	372	2
27 x 19 cm.	513	2
20 cm. (8vo and 4to)	260	2
5.5 cm.	22	2
15 cm. (12mo and 8vo)	180	2
35 x 24 cm.	840	2
11 cm. (12mo and 18mo)	88	2
14 x 22 cm.	308	2
14 cm. (12mo and 18mo)	154	2
10 x 24 cm.	240	2
62 x 50 cm.	3100	2
12 x 17 cm.	204	2
25 x 26 cm.	650	2
50 x 37 cm.	1850	2
10 x 20 cm.	200	2
44 x 31 cm.	1364	2
20 x 23 cm.	460	2
49 x 29 cm.	1421	2
30 x 17 cm.	510	2
14 x 21 cm.	294	2
6 x 12 cm.	72	2
36 x 27 cm.	972	2
6 x 15 cm.	90	2
10 x 13 cm.	130	2
14 x 15 cm.	210	2
30 x 13 cm.	390	2
43 x 14 cm.	602	2
51 x 20 cm.	1020	2
52 x 20 cm.	1040	2
43 x 17 cm.	731	2
39 x 18 cm.	702	2
46 x 17 cm.	782	2
44 x 25 cm.	1100	2
22 x 22 cm.	484	2
57 x 49 cm.	2793	2
17 x 8 cm.	136	2
37 x 19 cm.	703	2
17 x 10 cm.	170	2
29 x 16 cm.	464	2
35 cm. (fol)	805	2
42 x 15 cm.	630	2
49 x 43 cm.	2107	2
40 x 23 cm.	920	2
33 x 32 cm.	1056	2
21 x 26 cm.	546	2
42 x 28 cm.	1176	2
19 x 22 cm.	418	2
28 x 24 cm.	672	2
39 x 21 cm.	819	2
22 x 13 cm.	286	2
13 x 26 cm.	338	2
14 x 27 cm.	378	2
30 x 15 cm.	450	2
32 x 27 cm.	864	2
35 x 17 cm.	595	2
41 x 22 cm.	902	2
25 x 22 cm.	550	2
20 x 24 cm.	480	2
47 x 29 cm.	1363	2
32 x 13 cm.	416	2
48 x 39 cm.	1872	2
15 cm. (12 mo)	180	2
18 x 11 cm.	198	2
50 x 36 cm.	1800	2
17 cm. (12 mo)	204	2
37 x 28 cm.	1036	2
33 x 14 cm.	462	2
12 x 14 cm.	168	2
35 x 27 cm.	945	2
46 x 26 cm.	1196	2
(1/4')	616	2
19 x 20 cm.	380	2
35 x 42 cm.	1470	2
28 x 16 cm.	448	2
43 x 18 cm.	774	2
55 x 45 cm.	2475	2
57 x 47 cm.	2679	2
64 x 44 cm.	2816	2
64 x 41 cm.	2624	2
19 x 11 cm.	209	2
33 x 10 cm.	330	2
15 x 22 cm.	330	2
48 x 16 cm.	768	2
1/4.	616	2
44 x 32 cm.	1408	2
18 x 21 cm.	378	2
33 x 41 cm.	1353	2
26 x 40 cm.	1040	2
1/8⁰ & 8⁰.	247	2
24.	106.25	2
obl.8⁰	247	2
8⁰⁰.	247	2
obl.4⁰ and 4⁰.	616	2
13 cm	130	2
4⁰ in 2.	616	2
lon. 24⁰.	106.25	2
obl. 16⁰? in 8's.	180	2
12 cm (16⁰)	108	2
4⁰. in 8's.	616	2
16⁰ in 8's	180	2
2⁰(1 and a half).	1350	2
2⁰(4).	1350	2
15 cm (4⁰)	210	2
4⁰ in 8's	616	2
60 cm.	2160	2
17 cm (4⁰)	255	2
4⁰ ⁸.⁶.	616	2
obl. 1⁰	5400	2
8vo	247	2
1/obl.4⁰.	616	2
12⁰.;12⁰.	237.5	2
4⁰ in 8s.	616	2
large obl. 4⁰.	616	2
4⁰.⁰.	616	2
20 x 32 cm (2⁰)	640	2
27 x 34 cm (2⁰)	918	2
8⁰.;octavo	247	2
40 cm (1⁰)	1080	2
42 cm (1⁰)	1176	2
44 cm (1⁰)	1276	2
Long 24⁰.	133	2
1/2⁰.;1/2⁰.	1350	2
2₀.	1350	2
4	616	2
37-47 cm (2⁰)	1350	2
29 cm. (1/2⁰)	551	2
33 cm (4⁰)	858	2
18 cm (12⁰ in 6s)	216	2
38 cm (1/2⁰)	950	2
18 cm. (8⁰)	216	2
31 cm (4⁰)	744	2
66 cm.	2640	2
56 cm.	1960	2
54 cm.	1836	2
37-46 cm (2⁰)	1350	2
34cm (1/2⁰)	1350	2
31cm (1/2⁰)	1350	2
40cm (2⁰)	1350	2
24 cm (4⁰)	456	2
40 cm. (1/2⁰)	1040	2
17 cm. (8⁰)	204	2
47 cm. (2⁰)	1410	2
33 cm. (2⁰)	726	2
48 cm. (2⁰)	1488	2
52 cm (2⁰)	1716	2
51 cm. (2⁰)	1632	2
2⁰ and 1/2⁰.	1350	2
12⁰ (18 cm.).	216	2
30cm (2⁰)	1350	2
16 cm. (8⁰)	176	2
20cm (8⁰)	247	2
19cm (4⁰)	616	2
sm. 8⁰.	286	2
50cm (2⁰)	1350	2
27cm. (4⁰)	567	2
49 cm. (2⁰)	1519	2
2⁰; 1/2⁰.	1350	2
8⁰ (23.5 cm.).	352.5	2
2⁰ (33 cm.).	726	2
2⁰ (30 cm.).	600	2
8⁰ (23 cm.).	345	2
2⁰ (35 cm.).	805	2
1/2⁰ (29 cm.).	551	2
1/2⁰ (33 cm.).	726	2
4⁰ (24 cm.).	456	2
8⁰ (18 cm.).	216	2
15 cm. (8⁰)	165	2
35 cm. (1/2⁰)	805	2
28 cm. (2⁰)	504	2
8⁹.	247	2
obl.48⁰.	65	2
1/2 sheet.	5400	2
obl. 1/18⁰? (6 x 10 cm)	60	1
obl. 1/18⁰? (7 x 10 cm)	70	1
14 x 21 cm	294	1
8⁰ +	286	1
12°.	237.5	1
obl. 8⁰?	247	1
oblong 4⁰?	945	1
obl. 1/4⁰ and 1/4⁰.	616	1
1/4⁰ + 54 engraved playing cards.	945	1
1/4⁰ .	616	1
17.5 cm.	210	1
1/2⁰?	1350	1
14 cm. (12mo)	140	1
oblong 24⁰.	133	1
24⁰?	106.25	1
8⁰ + 2 cards.	286	1
small 8⁰.	286	1
1/12⁰	237.5	1
8⁰ in 4s	247	1
large 2⁰.	1350	1
12⁰ (16 cm.)	184	1
1⁰?	5400	1
1/4⁰ (21 x 19 cm.)	399	1
1/4⁰ (27 x 22 cm.)	594	1
1⁰ (42 x 34 cm.)	1428	1
1/2⁰? (34.5 x 16 cm.)	552	1
1/2⁰ (42 x 25 cm.)	1050	1
4⁰]	616	1
1/4⁰ (25 x 20 cm)	500	1
1⁰ (54 x 40 cm)	2160	1
12⁰ (12 x 12 cm)	210	1
1/2⁰ (33 x 18)	1350	1
1/2⁰ (34 x 21 cm)	714	1
2⁰ (34 cm)	748	1
1⁰ (58 x 47 cm)	2726	1
1/2⁰ (42 x 21 cm)	882	1
1/2⁰ (45 x 18 cm)	810	1
1/2⁰ (47 x 21 cm)	987	1
1⁰ (50 x 30 cm)	1500	1
1/4⁰ (21 x 18 cm)	378	1
1/2⁰ (35 x 23 cm)	805	1
1/2⁰ (31 x 18 cm)	558	1
1/4⁰ (29 x 22 cm)	638	1
1/2⁰ (34 x 15 cm)	510	1
1/2⁰ (40 x 25 cm)	1000	1
