publication_place	country	Count
Total count: 	481205	
1547. Imprinted at London	NA	     1
1548. Imprinted at London	NA	     1
[1552 Imprimé a Londres	NA	     1
1553. Imprinted at London	NA	     1
1565. Imprynted at London	NA	     1
1569. Imprinted at London	NA	     1
1569. Imprynted at London	NA	     1
1574 Imprinted at London	NA	     1
1575. at London	NA	     1
1575. Imprinted at London	NA	     2
1594. Printed at London	NA	     1
[1598. At London	NA	     1
[1599. At London	NA	     1
[1603. At London	NA	     2
1604. In London	NA	     1
1642. London	NA	     1
A Albany	NA	     1
A Amsterdam	NA	     9
[A Amsterdam [and sold in London by Franco̧is Vaillant?], de l'imprimerie de Daniel Boulesteys de la Contie, dans l'Eland-straat	NA	     1
A Amsterdam et a Leipzig	NA	     2
A Anuers	NA	     1
A Anvers	NA	     2
A argraffwyd yn Llundain	NA	     1
A Avignon	NA	     1
A Baltimore	NA	     2
Abartawe	England	     1
A Basle	NA	     1
A Basle [i.e. London?	NA	     1
A Bath	NA	     1
Abedreen [sic]	NA	     1
A Belfast	NA	     1
Aberdeen	Scotland	   512
[Aberdeen	NA	   174
[[Aberdeen	NA	     1
[A]berdeen	NA	     1
[Ab]erdeen	NA	     1
[Aberdeen?	NA	    66
[Aberdeen?]	NA	    16
[Aberdeen]	NA	    74
[Aberdeen];Aberdeen.	NA	     1
Aberdeene	NA	     1
[Aberdeen [Scotland]	NA	     2
[Aberdeen, Scotland]	NA	     3
Aberdeen [Scotland]	NA	     7
Aberdeis	NA	     1
Aberdene	NA	    74
[Aberdene	NA	     5
[Aberdene]	NA	     1
Aberdoniae	NA	    10
Aberdoniæ	NA	    37
[Aberdoniæ	NA	     1
[Aberdoniæ]	NA	     1
Aberdonié	NA	     1
Aberdoniê	NA	     1
Aberdoniis	NA	    18
Aberhonddu	England	    28
[Aberhonddu	NA	     1
[Aberhonddu?	NA	     1
A Berlin	NA	     1
[Aberystwyth	NA	     1
Abingdon	England	     5
[Abingdon?	NA	     8
[Abingdon?]	NA	     1
A Birmingham	NA	     2
à Birmingham	NA	     1
A Boston	NA	     3
A. Boston	NA	     1
Ä Boston	NA	     1
A Boston [i.e. Paris]	NA	     1
A Boston, [i.e. Paris?]	NA	     1
A Boston [Mass.]	NA	     1
A bPairis	NA	     1
Abredaeis	NA	     2
Abredæis	NA	     1
Abredeis	NA	    30
[Abredeis	NA	     1
Abredeis [Aberdeen]	NA	     1
Abredoniae	NA	    13
Abredoniæ	NA	    24
[Ab]redoniæ	NA	     1
Abredoniae [sic]	NA	     2
Abredoniæ [sic]	NA	     1
Abredoniis	NA	     4
A Breintiuyd yn ninas Paris	NA	     1
A breintivvyd yn ninas Paris	NA	     1
A brintiwyd yn llundain	NA	     1
A brintiwyd yn Llundain	NA	     3
A Brintiwyd yn Llundain ir Awdwr	NA	     1
A Bruxelle	NA	     2
A Bruxelles	NA	     2
[Absolutu[m] in alma Parhisioru[m] academia	NA	     1
[Absolutum in alma Parhisio[rum] [Paris] academia	NA	     1
A Buckingham [i.e. Paris?	NA	     1
A Cambridge	NA	     1
A Cantorbery	NA	     1
A Cantorbery [i.e. Amsterdam?]	NA	     1
A Charleston [S.C.]	NA	     2
A Charles-Town [i.e. Paris?]	NA	     1
A Chelsea	NA	     3
[Ac in alma Parhisiorum Academia	NA	     1
A Cologn	NA	     1
A Cologne [i.e. London]	NA	     2
A Cork	NA	     1
À Cork	NA	     1
Ad exemplar Abredoniæ	NA	     1
A Dordrecht	NA	     1
[A Douay	NA	     1
A Dublin	NA	    30
à Dublin	NA	     1
À Dublin	NA	     1
A Edimbourg	NA	    15
à Edimbourg	NA	     1
A Edimbourg [i.e. France?]	NA	     1
A Edimbourg [i.e. Lyons?]	NA	     1
A Edimbourg [i.e. Paris?]	NA	     2
A Edimbourg [i.e. Paris]	NA	     5
A Edinbourg	NA	    14
Aeerdeen [sic]	NA	     1
A Eleutheres [i.e., printed abroad]	NA	     1
Aeræ	NA	     1
Aeris	NA	     1
A Francefort, [Et à Londres]	NA	     1
A Francfort	NA	     1
A Frankfort	NA	     1
Ag a briniwyd yn Llundain	NA	     1
A Geneue	NA	     1
A Geneva [i.e. London?]	NA	     1
A Géneve	NA	     1
A Geneve [i.e. London?]	NA	     1
A Glascow [i.e. Paris?]	NA	     1
A Glasgow	NA	     5
Agra [i.e. Paris?]	NA	     1
Agraphwyd yn y Mwythig	NA	     1
A Guernesey	NA	     5
Ai Argrapha yn Philadelphia	NA	     1
A'i brintio yn Llundain	NA	     1
Ai brintio yn Llundain	NA	     1
Ai brintio yn Lundain	NA	     1
Ai printfodd yn Rhydychen [i.e. Oxford]	NA	     1
A'i printio yn Llundain	NA	     3
A'i printio, yn Llundain	NA	     1
A'i printio yn L'lvndain	NA	     1
A'i printio yn Lundain	NA	     1
Air	NA	    49
[Air	NA	     1
Air [Scotland]	NA	     1
Aix	NA	     2
[Aix-la-Chapelle	NA	     1
A Jersey	NA	     3
[A la Basse-Terre	NA	     1
A la Haye	NA	     2
A La Haye	NA	     8
A La Haye [i.e. London]	NA	     1
A La Haye [The Hague]	NA	     1
A la Nlle. Orleans	NA	     1
A la Nlle. Orléans.	NA	     1
A la Nouvelle Orléans	NA	     1
A La Nouvelle Orléans	NA	     1
[A la Point-à-Pitre	NA	     1
A La Rochelle	NA	     1
A la Savoye [i.e. London]	NA	     1
A La Trinité Martinique	NA	     1
Albany	NA	   158
[Albany	NA	    47
[Albany?	NA	    19
[Albany]	NA	    64
[Albany] America	NA	     1
[Albany, New York	NA	     1
[Albany, New York?	NA	     1
[Albany, N.Y.	NA	     6
[Albany, N.Y.?	NA	     1
[Albany, N.Y.]	NA	     4
Albany [N.Y.]	NA	    25
Albany - State of New-York	NA	     1
Albany--State of New-York	NA	     3
['Albigion']	NA	     1
Albigion [i.e. London]	NA	     3
Albion [i.e. London?]	NA	     1
Albionopoli [i.e. Frankfurt?]	NA	     1
Albionopoli [i.e. London]	NA	     4
Alcester	England	     1
[Aldermanbury	NA	     1
[Aldershot]	NA	     2
Aldershot in Hampshire near Farnham in Surrey	NA	     1
[Aldershot in Hampshire near Farnham in Surry	NA	     1
Aldershot in Hampshire near Farnham in Surry	NA	    62
Aldershot in Hampshire near Farnham in Surry.	NA	     1
Aldershot in Hampshire, near Farnham in Surry	NA	     1
Aldershot in Hampshire, near Farnham in Surry.	NA	     1
à Leeds	NA	     1
A Leicester	NA	     1
A Leide	NA	     1
Alexandria	NA	     2
[Alexandria	NA	     1
Alexandria [i.e. London]	NA	     2
(Alexandria [Va.]	NA	     1
[Alexandria Va.	NA	     1
[Alexandria, Va.	NA	    10
[Alexandria, Va.?	NA	     5
Alexandria [Va.]	NA	    17
Alexandria, Va	NA	     1
Alexandria, Va.	NA	     1
Alexandria, Virginia	NA	     1
Alfreton	England	     1
[Alfreton]	NA	     1
A Lichfield	NA	     1
Alnwick	England	    38
[Alnwick	NA	     9
[Alnwick?	NA	     9
[Alnwick]	NA	     4
Alnwick [England]	NA	     1
A Lobháin	NA	     1
A Londees [sic]	NA	     1
A Londe [sic, i.e. the Netherlands?]	NA	     1
A London	NA	     2
A Londra	NA	     3
A Londre	NA	    15
A Londre [i.e. Paris]	NA	     1
A Londre [i.e. the Netherlands?]	NA	     1
a Londres	NA	     4
A londres	NA	     1
[A Londres	NA	     3
A Londres	NA	  1097
A Londres [?]	NA	     1
A Londres.	NA	     2
A. Londres	NA	     2
A' Londres	NA	     1
Á Londres	NA	     2
[à Londres]	NA	     1
à Londres	NA	     8
À Londres	NA	    51
A Londres ; A Dublin	NA	     1
A Londres [Amsterdam?]	NA	     1
A Londres & à Paris	NA	     1
A Londres :;Et a Cambridge	NA	     1
A Londres; et se trouve à Bruxelles	NA	     1
A Londres, et se trouve a Paris	NA	     5
A Londres, et se trouve à Paris	NA	     5
A Londres; et se trouvent à Paris	NA	     1
A Londres, et se vend à Paris	NA	     1
A Londres [Frankfurt?]	NA	     1
A Londres [Geneva?]	NA	     1
a Londres [i.e. Amsterdam?]	NA	     1
A Londres [i.e. Amsterdam?]	NA	    31
A Londres [i.e. Amsterdam]	NA	     6
à Londres [i.e. Amsterdam	NA	     1
à Londres [i.e. Amsterdam?]	NA	     1
à Londres [i.e. Amsterdam]	NA	     1
A Londres [i.e. Antwerp?]	NA	     1
A Londres [i.e. Basle?]	NA	     2
A Londres [i.e Berlin]	NA	     1
A Londres [i.e. Berlin?]	NA	     1
A Londres [i.e. Berlin]	NA	     2
A Londres [i.e. Bouillon]	NA	     2
A Londres [i.e. Brussels?]	NA	     3
A Londres [i.e. Brussels]	NA	     1
A Londres [ie Brussels?]	NA	     1
À Londres [i.e. Brussels?	NA	     1
A Londres [i.e. Dresden]	NA	     1
À Londres [ie.e Paris	NA	     1
A Londres [i.e. Florence?]	NA	     1
A Londres [i.e. France?]	NA	     9
A Londres [i.e. France]	NA	     2
A Londres [i.e. Geneva?]	NA	     4
A Londres [i.e. Geneva]	NA	     3
A Londres [i.e. Hamburg?]	NA	     2
A Londres[i.e. Hamburg	NA	     1
A Londres [i.e. Holland]	NA	     1
à Londres [i.e. Lausanne?]	NA	     1
A Londres [i.e. Leipzig?]	NA	     1
A Londres [i.e. Liege?]	NA	     2
A Londres [i.e. Liège or Paris?]	NA	     1
A Londres [i.e. Liepzig?]	NA	     1
A Londres [i.e. Lyon]	NA	     1
A Londres [i.e. Lyons?]	NA	     1
A Londres [i.e. Maastricht?]	NA	     1
A Londres [i.e. Marseille?]	NA	     1
A Londres [i.e. Montreal]	NA	     1
A Londres [i.e. Nancy]	NA	     1
A Londres [i.e. Netherlands?	NA	     1
A Londres [i.e. Netherlands?]	NA	     3
A Londres [i.e. Netherlands]	NA	     2
A Londres [i.e. Neuchâtel?]	NA	     1
A Londres [i.e. Neuchâtel]	NA	     3
A Londres [i.e. Nîmes]	NA	     1
A Londres [i.e. Orleans?]	NA	     2
[A Londres [i.e. Paris]	NA	     1
A Londres [i.e. Paris	NA	    17
A Londres [i.e. Paris?	NA	     5
A Londres [i.e. Paris??]	NA	     1
A Londres [i.e. Paris?]	NA	   201
A Londres [i.e. Paris]	NA	    62
A Londres [i.e.Paris?]	NA	     1
A Londres, [i.e. Paris?]	NA	     1
A Londres: [i.e. Paris?]	NA	     1
A Londres. [i.e. Paris	NA	     1
À Londres [i.e. Paris?]	NA	     1
A Londres [i.e. Paris?], et se trouve a Paris	NA	     1
A Londres [i.e. Paris], et se trouve a Paris	NA	     1
A Londres, [i.e. Paris?] et se trouve à Paris	NA	     1
A Londres [i.e. Paris or Brussels?]	NA	     1
A Londres [i.e. Paris or Trévoux]	NA	     1
A Londres [i.e. Rheims?	NA	     1
A Londres [i.e. Rouen?]	NA	     1
A Londres [i.e. Strasbourg?]	NA	     2
A Londres [i.e. the Hague]	NA	     1
A Londres [i.e., the Hague]	NA	     1
A Londres [i.e. The Hague?]	NA	     3
A Londres [i.e. The Hague]	NA	     3
A Londres [i.e.The Hague]	NA	     1
A Londres [i.e. the Netherlands?]	NA	     5
A Londres [i.e. Zweibrücken]	NA	     1
A Londres [London]	NA	     1
a Londres [London, England]	NA	     1
A Londres [London, England	NA	     1
A Londres [London, England]	NA	     9
à Londres [London, England]	NA	     1
A Londres [Montargis]	NA	     1
A Londres [Neuchâtel]	NA	     1
A Londres [Paris	NA	     1
A Londres [Paris?	NA	     1
A Londres [Paris?]	NA	    15
A Londres [Paris]	NA	     3
A Londres, Philadelphie [i.e. Paris?]	NA	     1
A Londres & se trouve a Paris	NA	     1
A Londres, & se trouvent à Paris	NA	     1
A Londres : [s.n.]	NA	     1
Alston	England	     4
[Alston]	NA	     1
[Alston, England]	NA	     1
Altenbourg	NA	     1
Altenburg	Germany	     2
[Altenburg	NA	     1
Altenburgh	NA	    15
Altona	Germany	     2
[Altona	NA	     1
[Altona?	NA	     4
[Altona or Hamburg?]	NA	     1
A lunnduin	NA	     2
A Lunnduin	NA	     3
Alverston	NA	     1
A Lyon	NA	     8
A Malte	NA	     1
á Manchester	NA	     1
Ambleside	England	     1
Amburgo	NA	     1
[Amelot [i.e. London?]	NA	     1
America	USA	     4
America.	NA	     1
America: Boston	NA	     3
America. Boston	NA	     2
America [i.e., Boston]	NA	     2
America [i.e., New York]	NA	     1
America [i.e. Philadelphia?]	NA	     1
America [i.e., Philadelphia?]	NA	     1
America [i.e., Philadelphia]	NA	     1
America, Massachusetts-Bay: Boston	NA	     1
America: Massachusetts; Boston	NA	     1
America, (New-England), [Boston?]	NA	     1
America [New York]	NA	     1
America [Philadelphia]	NA	     2
America: Printed at Exeter, in the state of New-Hampshire.	NA	     1
America: Printed at Providence (R. Island)	NA	     2
America-Providence (Rhode-Island)	NA	     1
America: Providence (Rhode-Island)	NA	     2
America. Salem [Mass.]	NA	     1
America: state of Massachusetts-Bay; Boston	NA	     1
[Amherst]	NA	     3
Amherst, Newhampshire	NA	     7
Amherst (New-Hampshire.)	NA	     1
Amherst, (New-Hampshire.)	NA	     2
Amherst, (New-Hampshire)	NA	     1
Amherst, New Hampshire	NA	     2
Amherst, New-Hampshire	NA	     5
Amherst, New-Hampshire.	NA	     1
[Amherst, N.H.?]	NA	     1
[Amherst, N.H.]	NA	    14
Amherst [N.H.]	NA	     7
Amherst, N.H.	NA	     3
Amidst the Babylonians [i.e. London or Edinburgh]	NA	     1
A Minorque	NA	     1
[A Montreal	NA	     2
A Montreal	NA	    21
[A Montréal	NA	     1
A Montréal	NA	     9
[A Montreál	NA	     1
A Montreal [Qué.]	NA	     1
[Ampthill?	NA	     1
Amstelaedami	NA	     1
Amstelædami	NA	     4
Amstelædami :;Prostant Londini	NA	     1
Amsteldami	NA	     1
Amstelodami	NA	    13
[Amstelodami	NA	     1
Amstelredam	NA	     2
Amstelrodami	NA	     1
Amsterdam	Netherlands	   201
[Amsterdam	NA	   152
[[Amsterdam]	NA	     1
[Amsterdam?	NA	    80
[Amsterdam?]	NA	    28
[Amsterdam]	NA	    95
[Amsterdam and/or the Hage]	NA	     1
Amsterdam [Edinburgh?	NA	     1
Amsterdam et Leipzig	NA	     1
Amsterdam [i.e. Edinburgh]	NA	     1
Amsterdam [i.e. Leiden?]	NA	     1
[Amsterdam [i.e. London?]	NA	     2
[Amsterdam, i.e. London]	NA	     1
Amsterdam [i.e. London	NA	     2
Amsterdam [i.e. London?	NA	     1
Amsterdam [i.e. London?]	NA	     4
Amsterdam [i.e. London]	NA	    13
Amsterdam [i.e. Manchester?]	NA	     1
Amsterdam [i.e. Oxford?]	NA	     1
Amsterdam [London?]	NA	     2
Amsterdam [London]	NA	     1
Amsterdam [Netherlands	NA	     1
Amsterdam und London	NA	     1
Amsterodam	NA	     1
[Amsterodami	NA	     1
Amwythig	England	     2
An. 1570. At London	NA	     1
An. 1571. At London	NA	     2
And be nevvly enprynted at Parys	NA	     1
And be newly enprynted at Parys	NA	     5
And imprentit [in Edinburgh	NA	     1
And imprentit [in Rouen?	NA	     1
And now imprinted in the yeare of oure Lorde. M. D. XLIX. Imprinted at London	NA	     1
And now printed by especiall commandment at Edinburgh	NA	     1
And now Reprinted at London	NA	     1
An. Do. 1555. Londini	NA	     1
[Andover]	NA	     2
Andover [Mass.]	NA	     2
And printed at London	NA	     1
And printed at Paris	NA	     1
Andreapoli	NA	    11
Andreapoli [i.e. St. Andrews]	NA	     1
Andreapoli [St. Andrews]	NA	     1
And re-printed at Dublin	NA	     1
And reprinted at London	NA	     2
Andwarp	NA	     1
A Neuchatel	NA	     2
A Newcastle	NA	     1
A Newport [R.I.]	NA	     2
A New York	NA	     1
A New-York	NA	     4
A New-York.	NA	     1
A Nisme [i.e. St. Helier]	NA	     1
Annapolis	NA	   234
[Annapolis	NA	   217
[Annapolis?	NA	     9
[Annapolis]	NA	     8
Annapolis.	NA	     2
Annapolis [i.e. London]	NA	     1
[Annapolis] Maryland	NA	     2
[Annapolis, Md.	NA	     6
[Annapolis, Md.]	NA	     1
Annapolis [Md.]	NA	     4
[Annapolis] North-America	NA	     1
Anno 1516 in alma parisio[rum]	NA	     1
Anno. 1563. Imprinted at London	NA	     2
Anno 1568. Gheprint tot Nordwitz	NA	     1
Anno. 1570. Imprinted at London	NA	     1
Anno. 1571. Imprinted at London	NA	     1
Anno 1579. At London	NA	     1
Anno 1586. Imprimé aux Blackefriers	NA	     1
Anno Dni. imprinted at Amsterdam	NA	     1
Anno domini 1555 [i.e. 1559? Londini	NA	     1
Anno Domini. 1583. Imprinted at London	NA	     1
Anno Domini. 1588. Imprinted at London	NA	     1
Anno Domini. M.D,LXVIII. Imprinted at London	NA	     1
Anno. M. D. xlix. At Worceter	NA	     1
An Port-au-Prince	NA	     1
Anspac	NA	     1
Antigua	NA	    17
[Antigua	NA	     2
[Antigua]	NA	     2
Antuerpiae	NA	     6
Antuerpiæ	NA	    13
[Antuerpiæ	NA	     4
[Antuerpie	NA	     3
Antuerpiê	NA	     1
Antverpiae	NA	     4
Antverpiæ	NA	     4
Antvverpiæ [i.e. London?	NA	     1
[Antwarp	NA	     1
Antwerp	Belgium	    27
[Antwerp	NA	   106
[[Antwerp	NA	     4
[[Antwerp]	NA	    12
[Antwerp?	NA	    12
[Antwerp?]	NA	     5
[Antwerp]	NA	    18
[Antwerp] 1567. Prenttyd in Andvvarpe	NA	     1
Antwerpe	NA	     2
[Antwerpe	NA	     2
[[Antwerpe]	NA	     1
[Antwerpe by me Godfroy Back ]	NA	     1
Antwerpen	Belgium	     1
[Antwerpi	NA	     1
Antwerpiae	NA	     1
Antwerpiæ	NA	     2
[Antwerpiæ	NA	     1
Antwerpie	NA	     1
[Antwerpie	NA	     6
[Antwerpie]	NA	     1
[Antwerp, i.e. England]	NA	     2
Antwerp [i.e. London?]	NA	     5
[Antwerp] Venundantur Londonij	NA	     1
[[Anuers]	NA	     1
Anuersa [i.e. London	NA	     1
[Anwarpe	NA	     1
[Anwerp	NA	     1
[Anwerpe	NA	     1
Anwerpe [i.e. Antwerp]	NA	     1
Anwerp [i.e. Antwerp]	NA	     1
A Oxford	NA	     6
à Oxford	NA	     1
A Oxfort [i.e. Paris?]	NA	     1
A Paris	NA	    56
à Paris	NA	     1
À Paris et Londres	NA	     1
A Paris [i.e. Dublin?]	NA	     1
A Paris [i.e. London	NA	     2
A Paris [i.e. London?]	NA	     4
A Paris [i.e. London]	NA	     2
A Paris [i.e. Nuremberg?]	NA	     1
A Paris [i.e., Philadelphia?]	NA	     1
A Paris [Philadelphie]	NA	     1
A Paris printed, [i.e. London]	NA	     1
A Paris & se trouvent, a Londres	NA	     1
A Peine	NA	     1
A Philadelphia	NA	     1
[A Philadelphie	NA	     1
A Philadelphie	NA	    36
A Philadelphie.	NA	     4
Á Philadelphie	NA	     1
Á Philadelphie.	NA	     1
À Philadelphie	NA	     1
A Philadelphié	NA	     1
A Philadelphie, et à Paris [i.e. Paris]	NA	     1
A Philadelphie, et se trouve à Paris	NA	     1
A Philadelphie [i.e. Lausanne]	NA	     1
A Philadelphie [i.e. Paris?]	NA	     5
A Philadelphie [i.e. Paris]	NA	     4
A Philadelphie.[i.e.Paris?]	NA	     2
à Philadelphie [i.e. Paris?]	NA	     1
A Philadelphie [i.e. Winterthur]	NA	     1
[Appleby?	NA	     1
Apud Ayr	NA	     1
Apud inclytam Londini urbem	NA	     4
Apud inclytam Londini vrbem	NA	     2
[Apud inclytam urbem Londinum	NA	     2
Apud Kilmarnock	NA	     1
Apud Novum-Portum [R.I.]	NA	     1
Apud Pittsfield [Mass.]	NA	     1
Apud prædaram Cantabrigiam	NA	     1
A Quebc [sic]	NA	     1
[A Queb́ec	NA	     1
[A Quebec?	NA	     1
A Quebec	NA	    49
A Queb́ec	NA	     1
A Quebec.	NA	     3
À Queb́ec	NA	     1
A Québec	NA	     5
A Québec.	NA	     2
A Quebec [Canada]	NA	     1
A Quebec [i.e. Montreal?]	NA	     1
A Québec [i.e. Paris]	NA	     1
A Ratisbonne	NA	     2
Arezzo	Italy	     1
Argentinæ [i.e. Strassburg]	NA	     2
Argraphedig yn Llundain	NA	     1
Argraphedig yn Philadelphia, Ymhensilfania	NA	     1
Argraphwyd yn Duflun [i.e. Dublin]	NA	     1
Argraphwyd yng Haerludd	NA	     2
Argraphwyd yng Haerlûdd [i.e. Harlech?]	NA	     1
[Argraphwyd yn Llundain	NA	     1
Argraphwyd yn Llundain	NA	     1
Argraphwyd yn Philadelphia	NA	     1
Argraphwŷd yn y Mwŷthig	NA	     2
Armagh	Northern Ireland	    16
[Armagh	NA	     1
[Armagh?	NA	     7
[Armagh]	NA	     4
Ar na chur a gclo a Nglasgo	NA	     1
Ar na chur a ngclò a Ndùn-éduin [Edinburgh]	NA	     1
[Arnhem	NA	     1
À Rochester	NA	     2
A Rome	NA	     2
A Rome [i.e. London?]	NA	     2
A Rotterdam	NA	     3
A Rouen	NA	    11
A Saint-Malo	NA	     1
A Saint Omer	NA	     1
A Saint-Omer	NA	     1
A Saint-Pierre [Martinique]	NA	     1
Ashburton	England	     1
[Ashby]	NA	     1
Ashby-de-la-Zouch	England	     1
Ashford	England	     1
[Ashford?	NA	     2
A S. Malo	NA	     1
à Strasbourg	NA	     1
At Aberdeen	NA	     1
At Aberdene	NA	     1
At Ampsterdam [i.e. London?]	NA	     1
At Amstelredam [sic]	NA	     1
[A]t Amsterdam	NA	     1
At Amsterdam	NA	    43
At, Amsterdam	NA	     1
At Amsterdam printed	NA	     1
At Amsterdam :printed by John Johnson bookseller, dwelling upon the Water, in the Passe-card	NA	     1
At Antuerpe	NA	     1
At Antvverpe	NA	     1
At Antvvorpe	NA	     1
At Antwerp	NA	     2
[At Antwerpe	NA	     1
At Antwerpe	NA	     3
At Antwerpe [i.e. England]	NA	     1
At Antwerp [i.e. London]	NA	     1
ata so ar na chur a gclo a Mbaile athá Cliath	NA	     1
Ata so ar na chur a gclo a mBailé athá Cliath	NA	     1
At Bordeaux	NA	     1
At Bridges [i.e. Bruges]	NA	     1
At Bruges	NA	     2
At Bruxelles	NA	     5
At Bruxells	NA	     1
At Burdeaux [i.e. London]	NA	     1
[At Cambridge	NA	     1
At Cambridge	NA	    10
At Cambridge [England]	NA	     1
At Cambridge [London]	NA	     1
At Deepe [i.e. Dieppe]	NA	     1
At Delft	NA	     1
At Delft [i.e. London	NA	     2
At Delph	NA	     1
At Dordrecht	NA	     1
at. Dort	NA	     1
At Dort	NA	     8
At. Dort	NA	     1
at. Dort [i.e. London]	NA	     1
At Douay	NA	    12
At Douay in Flanders	NA	     1
At Dovay	NA	     1
At Dovay [i.e. England]	NA	     1
At Dovvay	NA	     3
At Doway	NA	    28
At Doway [i.e. Douai]	NA	     1
At Edenborough	NA	     1
At Edenburgh [i.e. abroad]	NA	     1
[At Edinburgh	NA	     1
At Edinburgh	NA	    23
[At Edinburgh ye 17. day of July	NA	     1
At Edinburgii	NA	     1
At Flishing	NA	     1
At Flushing	NA	     3
At Gant	NA	     3
At Gante	NA	     1
At Gavnt	NA	     1
At Geneua	NA	     3
At Geneva	NA	     3
At Gottenberge	NA	     1
[At Grunning [i.e. Antwerp]	NA	     1
At Hall in Saxony	NA	     1
Atherstone	England	     1
[Atherstone]	NA	     3
At Heydelberge [i.e. London	NA	     1
Athlone	Ireland	     3
[Athlone]	NA	     1
[Athlone, Ireland]	NA	     1
At Leith	NA	     1
At Leyden	NA	     1
At Leyden [i.e. London?]	NA	     2
At Lille	NA	     1
At Lisbone	NA	     1
At Londn [sic]	NA	     2
At london	NA	     1
[At London	NA	    30
[At London]	NA	     2
At London	NA	  2207
At London [i.e. Antwerp	NA	     2
At London [i.e. Antwerp]	NA	     2
At London [i.e. Middelburg]	NA	     1
At London imprinted	NA	     1
[At London printed	NA	     1
At London printed	NA	     5
At London: Printed by I. Roberts for Simon VVaterson, dwelling in Paules Church-yard, at the signe of the Crowne	NA	     1
At Londoon [sic]	NA	     1
At Lonond [sic]	NA	     1
At Lonon [sic]	NA	     1
At Louain	NA	     1
At Louan	NA	     2
At Lovan	NA	     1
At Lundon	NA	     1
At Lyons	NA	     1
At Mackline	NA	     3
At Makline	NA	     1
[At Malborow [i.e. Antwerp]	NA	     1
[At Malborow in the lande of Hesse [i.e. Antwerp]	NA	     1
[At Marlborow in the la[n]de of Hesse [i.e. Antwerp]	NA	     1
[At Marlborow in the lande of Hesse [i.e. Antwerp]	NA	     1
At Marseilles	NA	     1
At Mechlin	NA	     1
At Middelborough	NA	     1
At Middelburgh	NA	     3
At Middleborough	NA	     1
At Middleborugh [i.e. London?	NA	     1
At Middlebourgh [i.e. London	NA	     4
At Middleburgh [i.e. London]	NA	     1
At Midlebrugh	NA	     1
At New-York	NA	     1
At Oxford	NA	   212
At Oxforde	NA	     2
At Oxford [i. e. London]	NA	     1
At Oxford [i.e London]	NA	     1
At Oxford [i.e. London]	NA	     6
[At Paris	NA	     1
At Paris	NA	    28
At Parishe [i.e. Malmö?]	NA	     1
At Paris [i.e. England	NA	     1
At Paris [i.e. London?	NA	     5
At Paris [i.e. London?]	NA	     2
At Paris [i.e. London]	NA	     1
At Paris, [i.e. London	NA	     1
At Paris [i.e. Saint-Omer	NA	     4
At Paris [i.e. St. Omer	NA	     1
At Philadelphia [i.e. London]	NA	     2
At Roan	NA	     2
At Roan [i.e. England]	NA	     1
At Roan [i.e. Paris	NA	     1
At Roan [i.e. St. Omer?]	NA	     1
At Roan [Rouen	NA	     1
At Roterdame	NA	     1
At Rotterdam	NA	    15
At Rotterdam, at the signe of the blew Bitch in Doglane [i.e. London]	NA	     1
At Rouen	NA	    13
At Roüen	NA	     3
At Roüen [and Saint-Omer]	NA	     1
At Rouen [and St. Omer]	NA	     1
At Saint-Omer	NA	     1
At S. Omaers	NA	     1
[At S. Omers	NA	     1
At S. Omers	NA	    38
At S. Omers, 1624	NA	     1
At Strasborowe [i.e. London	NA	     2
At Striveling in Scotlande [i.e. London	NA	     1
At the Hague	NA	     3
At the Theater in Oxford	NA	     1
Attleborough [Mass.]	NA	     9
At Utrecht	NA	     1
[At westmestre	NA	     1
At Worcestre [England]	NA	     1
At Worceter	NA	     1
At York	NA	     1
[At Zijrik] [i.e. Antwerp	NA	     1
Au Cap-Français	NA	     2
Audomari [i.e. Saint Omer]	NA	     1
Auenione	NA	     1
Aug. 27. Printed at London	NA	     1
Augsburg	Germany	     1
August 17 London	NA	     1
[Augusta	NA	     1
[Augusta?	NA	     1
Augusta, (District of Maine)	NA	     2
Augustae	NA	     1
Augustæ	NA	     1
Augustæ [i.e. London]	NA	     3
Augustæ Trinobantum [i.e. Antwerp?	NA	     1
Augustæ Trinobantum [i.e. London	NA	     2
Augustæ Trinobantum [i.e. London]	NA	     1
Augustæ Vindel. et Friburgi Brisg.	NA	     1
Augustæ Vind. & Friburg. Brisg.	NA	     1
[Augusta, Ga.	NA	    11
[Augusta, Ga.?	NA	    11
Augusta [Ga.]	NA	    28
Augusta [Ga]	NA	     1
Augusta, Ga.	NA	     1
Augusta [i.e. London]	NA	     2
Augusta (Kennebeck)	NA	     1
Augusta (Kennebeck) [Me.]	NA	     1
Augusta, (Kennebeck) [Me.]	NA	     2
[Augusta, Me.	NA	     1
[Augusta, Me.?	NA	     1
[Augusta, Me.]	NA	     2
[Aulcester?	NA	     2
Aulcester?	NA	     1
Au Port-au-Prince	NA	     4
Au Port-au-Prince [Haiti]	NA	     1
A Utrecht	NA	     2
A Verdun	NA	     1
A Whitehall [i.e. Amsterdam ?]	NA	     1
A Whitehall [i.e. Holland?]	NA	     1
A Winchester	NA	     2
[Axminster]	NA	     1
Aylesbury	England	     7
[Aylesbury?	NA	    12
[Aylesbury]	NA	     3
Ayr	Scotland	     3
[Ayr	NA	     2
[Ayr]	NA	     1
[A Zutphen	NA	     1
A. Zutphen	NA	     1
Bagdad	Iraq	     3
Bagdad [i.e. Cork?]	NA	     1
