original_name	original_date	final_author_id	final_author_birth	final_author_death	Count
Total count: 	220317				
Wesley, John	1703-1791.	Wesley, John (1703-1791)	1703	1791	1195
Shakespeare, William	1564-1616.	Shakespeare, William (1564-1616)	1564	1616	1071
Defoe, Daniel	1661?-1731.	Defoe, Daniel (1661-1731)	1661	1731	1047
Watts, Isaac	1674-1748.	Watts, Isaac (1674-1748)	1674	1748	 771
Swift, Jonathan	1667-1745.	Swift, Jonathan (1667-1745)	1667	1745	 751
Pope, Alexander	1688-1744.	Pope, Alexander (1688-1744)	1688	1744	 649
Voltaire	1694-1778.	Voltaire,  (1694-1778)	1694	1778	 637
Bunyan, John	1628-1688.	Bunyan, John (1628-1688)	1628	1688	 634
Christie	1730-1803.	Christie,  (1730-1803)	1730	1803	 616
Dryden, John	1631-1700.	Dryden, John (1631-1700)	1631	1700	 540
Goldsmith, Oliver	1728-1774.	Goldsmith, Oliver (1728-1774)	1728	1774	 523
Milton, John	1608-1674.	Milton, John (1608-1674)	1608	1674	 518
Mather, Cotton	1663-1728.	Mather, Cotton (1663-1728)	1663	1728	 480
Baxter, Richard	1615-1691.	Baxter, Richard (1615-1691)	1615	1691	 463
Young, Edward	1683-1765.	Young, Edward (1683-1765)	1683	1765	 463
Gay, John	1685-1732.	Gay, John (1685-1732)	1685	1732	 463
Whitefield, George	1714-1770.	Whitefield, George (1714-1770)	1714	1770	 454
Lily, William	1468?-1522.	Lily, William (1468-1522)	1468	1522	 441
Paine, Thomas	1737-1809.	Paine, Thomas (1737-1809)	1737	1809	 420
More, Hannah	1745-1833.	More, Hannah (1745-1833)	1745	1833	 418
Burnet, Gilbert	1643-1715.	Burnet, Gilbert (1643-1715)	1643	1715	 409
Ovid	43 B.C.-17 A.D. or 18 A.D.	Ovid, 	NA	NA	 408
Ward, Edward	1667-1731.	Ward, Edward (1667-1731)	1667	1731	 400
Fielding, Henry	1707-1754.	Fielding, Henry (1707-1754)	1707	1754	 396
Fox, George	1624-1691.	Fox, George (1624-1661)	1624	1661	 377
Thomson, James	1700-1748.	Thomson, James (1700-1748)	1700	1748	 362
Dodsley, Robert	1703-1764.	Dodsley, Robert (1703-1764)	1703	1764	 361
Cibber, Colley	1671-1757.	Cibber, Colley (1671-1757)	1671	1757	 348
Addison, Joseph	1672-1719.	Addison, Joseph (1672-1719)	1672	1719	 347
Penn, William	1644-1718.	Penn, William (1644-1718)	1644	1718	 336
Sterne, Laurence	1713-1768.	Sterne, Laurence (1713-1768)	1713	1768	 335
Priestley, Joseph	1733-1804.	Priestley, Joseph (1733-1804)	1733	1804	 328
Rowe, Nicholas	1674-1718.	Rowe, Nicholas (1674-1718)	1674	1718	 310
Allestree, Richard	1619-1681.	Allestree, Richard (1619-1681)	1619	1681	 307
Prynne, William	1600-1669.	Prynne, William (1600-1669)	1600	1669	 295
O'Keeffe, John	1747-1833.	O'keeffe, John (1747-1833)	1747	1833	 292
Johnson, Samuel	1709-1784.	Johnson, Samuel (1709-1784)	1709	1784	 292
Farquhar, George	1677?-1707.	Farquhar, George (1677-1707)	1677	1707	 291
Ramsay, Allan	1685-1758.	Ramsay, Allan (1685-1758)	1685	1758	 287
Garrick, David	1717-1779.	Garrick, David (1717-1779)	1717	1779	 286
Erasmus, Desiderius	-1536.	Erasmus, Desiderius (NA-1536)	NA	1536	 280
Dibdin, Charles	1745-1814.	Dibdin, Charles (1745-1814)	1745	1814	 275
Hervey, James	1714-1758.	Hervey, James (1714-1758)	1714	1758	 273
Tillotson, John	1630-1694.	Tillotson, John (1630-1694)	1630	1694	 272
Congreve, William	1670-1729.	Congreve, William (1670-1729)	1670	1729	 269
Pindar, Peter	1738-1819.	Pindar, Peter (1738-1819)	1738	1819	 269
Steele, Richard	1672-1729.	Steele, Richard (1672-1729)	1672	1729	 266
Sherlock, William	1641?-1707.	Sherlock, William (1641-1707)	1641	1707	 263
Burke, Edmund	1729-1797.	Burke, Edmund (1729-1797)	1729	1797	 259
Synge, Edward	1659-1741.	Synge, Edward (1659-1741)	1659	1741	 250
Hall, Joseph	1574-1656.	Hall, Joseph (1574-1656)	1574	1656	 247
Cennick, John	1718-1755.	Cennick, John (1718-1755)	1718	1755	 247
Taylor, John	1580-1653.	Taylor, John (1580-1653)	1580	1653	 247
Bickerstaff, Isaac	1735-1812.	Bickerstaff, Isaac (1735-1812)	1735	1812	 244
Doddridge, Philip	1702-1751.	Doddridge, Philip (1702-1751)	1702	1751	 235
Gibson, Edmund	1669-1748.	Gibson, Edmund (1669-1748)	1669	1748	 234
Smollett, Tobias George	1721-1771.	Smollett, Tobias George (1721-1771)	1721	1771	 231
Woodward, Josiah	1660-1712.	Woodward, Josiah (1660-1712)	1660	1712	 228
Erskine, Ralph	1685-1752.	Erskine, Ralph (1685-1752)	1685	1752	 227
Hoadly, Benjamin	1676-1761.	Hoadly, Benjamin (1676-1761)	1676	1761	 226
Taylor, Jeremy	1613-1667.	Taylor, Jeremy (1613-1667)	1613	1667	 225
Otway, Thomas	1652-1685.	Otway, Thomas (1652-1685)	1652	1685	 225
Kotzebue, August von	1761-1819.	Kotzebue, August Von (1761-1819)	1761	1819	 220
Perkins, William	1558-1602.	Perkins, William (1558-1602)	1558	1602	 218
Owen, John	1616-1683.	Owen, John (1616-1683)	1616	1683	 216
Patrick, Simon	1626-1707.	Patrick, Simon (1626-1707)	1626	1707	 214
Leslie, Charles	1650-1722.	Leslie, Charles (1650-1722)	1650	1722	 211
Beveridge, William	1637-1708.	Beveridge, William (1637-1708)	1637	1708	 207
Law, William	1686-1761.	Law, William (1686-1761)	1686	1761	 207
Cumberland, Richard	1732-1811.	Cumberland, Richard (1732-1811)	1732	1811	 200
Locke, John	1632-1704.	Locke, John (1632-1704)	1632	1704	 199
Boston, Thomas	1677-1732.	Boston, Thomas (1677-1732)	1677	1732	 196
Bacon, Francis	1561-1626.	Bacon, Francis (1561-1626)	1561	1626	 196
Willison, John	1680-1750.	Willison, John (1680-1750)	1680	1750	 194
Fénelon, François de Salignac de La Mothe-	1651-1715.	Fénelon, François De Salignac De La Mothe- (1651-1715)	1651	1715	 194
Foote, Samuel	1720-1777.	Foote, Samuel (1720-1777)	1720	1777	 194
Winstanley, William	1628?-1698.	Winstanley, William (1628-1698)	1628	1698	 191
Sheridan, Richard Brinsley	1751-1816.	Sheridan, Richard Brinsley (1751-1816)	1751	1816	 190
Settle, Elkanah	1648-1724.	Settle, Elkanah (1648-1724)	1648	1724	 189
Whittington, Robert	-approximately 1560.	Whittington, Robert (1490-1560)	1490	1560	 187
Henry, Matthew	1662-1714.	Henry, Matthew (1662-1714)	1662	1714	 186
D'Urfey, Thomas	1653-1723.	D'urfey, Thomas (1653-1723)	1653	1723	 183
Hill, John	1714?-1775.	Hill, John (1714-1775)	1714	1775	 179
Haywood, Eliza Fowler	1693?-1756.	Haywood, Eliza Fowler (1693-1756)	1693	1756	 179
L'Estrange, Roger	1616-1704.	L'estrange, Roger (1616-1704)	1616	1704	 178
Markham, Gervase	1568?-1637.	Markham, Gervase (1568-1637)	1568	1637	 176
Dilworth, Thomas	-1780.	Dilworth, Thomas (NA-1780)	NA	1780	 175
Chesterfield, Philip Dormer Stanhope	1694-1773.	Chesterfield, Philip Dormer Stanhope (1694-1773)	1694	1773	 174
Mather, Increase	1639-1723.	Mather, Increase (1639-1723)	1639	1723	 172
Centlivre, Susanna	1667?-1723.	Centlivre, Susanna (1667-1723)	1667	1723	 172
Cobbett, William	1763-1835.	Cobbett, William (1763-1835)	1763	1835	 171
Flavel, John	1630?-1691.	Flavel, John (1630-1691)	1630	1691	 169
Coke, Edward	1552-1634.	Coke, Edward (1552-1634)	1552	1634	 168
Murphy, Arthur	1727-1805.	Murphy, Arthur (1727-1805)	1727	1805	 168
Boyer, Abel	1667-1729.	Boyer, Abel (1667-1729)	1667	1729	 167
Deloney, Thomas	1543?-1600.	Deloney, Thomas (1543-1600)	1543	1600	 167
Hammond, Henry	1605-1660.	Hammond, Henry (1605-1660)	1605	1660	 166
Partridge, John	1644-1715.	Partridge, John (1644-1715)	1644	1715	 166
Richardson, Samuel	1689-1761.	Richardson, Samuel (1689-1761)	1689	1761	 165
Sherlock, Thomas	1678-1761.	Sherlock, Thomas (1678-1761)	1678	1761	 164
Carey, Henry	1687?-1743.	Carey, Henry (1687-1743)	1687	1743	 164
Bolingbroke, Henry St. John	1678-1751.	Bolingbroke, Henry St John (1678-1751)	1678	1751	 163
Lee, Nathaniel	1653?-1692.	Lee, Nathaniel (1653-1692)	1653	1692	 161
Franklin, Benjamin	1706-1790.	Franklin, Benjamin (1706-1790)	1706	1790	 160
Watson, Richard	1737-1816.	Watson, Richard (1737-1816)	1737	1816	 159
Cordier, Mathurin	1479-1564.	Cordier, Mathurin (1479-1564)	1479	1564	 158
Camden, William	1551-1623.	Camden, William (1551-1623)	1551	1623	 157
Stillingfleet, Edward	1635-1699.	Stillingfleet, Edward (1635-1699)	1635	1699	 156
Smith, Henry	1550?-1591.	Smith, Henry (1550-1591)	1550	1591	 156
Culpeper, Nicholas	1616-1654.	Culpeper, Nicholas (1616-1654)	1616	1654	 156
Ussher, James	1581-1656.	Ussher, James (1581-1656)	1581	1656	 155
Rowe, Elizabeth Singer	1674-1737.	Rowe, Elizabeth Singer (1674-1737)	1674	1737	 154
Beaumont, Francis	1584-1616.	Beaumont, Francis (1584-1616)	1584	1616	 154
Hume, David	1711-1776.	Hume, David (1711-1776)	1711	1776	 154
Webster, Noah	1758-1843.	Webster, Noah (1758-1843)	1758	1843	 153
Gordon, Thomas	-1750.	Gordon, Thomas (NA-1750)	NA	1750	 153
Wither, George	1588-1667.	Wither, George (1588-1667)	1588	1667	 151
Boyle, Robert	1627-1691.	Boyle, Robert (1627-1691)	1627	1691	 150
Keach, Benjamin	1640-1704.	Keach, Benjamin (1640-1704)	1640	1704	 149
Hale, Matthew	1609-1676.	Hale, Matthew (1609-1676)	1609	1676	 148
Keith, George	1639?-1716.	Keith, George (1639-1716)	1639	1716	 147
Nelson, Robert	1656-1715.	Nelson, Robert (1656-1715)	1656	1715	 146
Whiston, William	1667-1752.	Whiston, William (1667-1752)	1667	1752	 145
Lilburne, John	1614?-1657.	Lilburne, John (1614-1657)	1614	1657	 142
Saunders, Richard	1613-1675.	Saunders, Richard (1613-1675)	1613	1675	 142
Fleetwood, William	1656-1723.	Fleetwood, William (1656-1723)	1656	1723	 142
Trusler, John	1735-1820.	Trusler, John (1735-1820)	1735	1820	 142
Vickers, William	active 1707-1711.	Vickers, William (1707-1711)	1707	1711	 142
Gother, John	-1704.	Gother, John (NA-1704)	NA	1704	 141
Dodd, William	1729-1777.	Dodd, William (1729-1777)	1729	1777	 140
Metastasio, Pietro	1698-1782.	Metastasio, Pietro (1698-1782)	1698	1782	 139
Le Sage, Alain René	1668-1747.	Le Sage, Alain René (1668-1747)	1668	1747	 139
Lyttelton, George Lyttelton	1709-1773.	Lyttelton, George (1709-1773)	1709	1773	 139
Romaine, William	1714-1795.	Romaine, William (1714-1795)	1714	1795	 138
Gill, John	1697-1771.	Gill, John (1697-1771)	1697	1771	 137
Vanbrugh, John	1664-1726.	Vanbrugh, John (1664-1726)	1664	1726	 137
Salmon, Thomas	1679-1767.	Salmon, Thomas (1679-1767)	1679	1767	 137
Gray, Thomas	1716-1771.	Gray, Thomas (1716-1771)	1716	1771	 137
Butler, Samuel	1612-1680.	Butler, Samuel (1612-1680)	1612	1680	 136
Combe, William	1742-1823.	Combe, William (1742-1823)	1742	1823	 136
Jacob, Giles	1686-1744.	Jacob, Giles (1686-1744)	1686	1744	 136
Stanbridge, John	1463-1510.	Stanbridge, John (1463-1510)	1463	1510	 133
Blair, Hugh	1718-1800.	Blair, Hugh (1718-1800)	1718	1800	 133
Atterbury, Francis	1662-1732.	Atterbury, Francis (1662-1732)	1662	1732	 133
Edwards, Jonathan	1703-1758.	Edwards, Jonathan (1703-1758)	1703	1758	 132
Greene, Robert	1558-1592.	Greene, Robert (1558-1592)	1558	1592	 131
Gauden, John	1605-1662.	Gauden, John (1605-1662)	1605	1662	 131
Rousseau, Jean-Jacques	1712-1778.	Rousseau, Jean-jacques (1712-1778)	1712	1778	 131
Trapp, Joseph	1679-1747.	Trapp, Joseph (1749-1747)	1749	1747	 130
Gerard	-1794.	Gerard,  (NA-1794)	NA	1794	 129
Lorrain, P	-1719.	Lorrain, P (NA-1719)	NA	1719	 128
Kennett, White	1660-1728.	Kennett, White (1660-1728)	1660	1728	 128
Martin, Benjamin	1705-1782.	Martin, Benjamin (1705-1782)	1705	1782	 128
Colman, George	1732-1794.	Colman, George (1732-1794)	1732	1794	 128
Quarles, Francis	1592-1644.	Quarles, Francis (1592-1644)	1592	1644	 127
Moore, Francis	1657-1714.	Moore, Francis (1657-1714)	1657	1714	 126
Sharp, John	1645-1714.	Sharp, John (1645-1714)	1645	1714	 126
Jonson, Ben	1573?-1637.	Jonson, Ben (1573-1637)	1573	1637	 126
Morell, Thomas	1703-1784.	Morell, Thomas (1703-1784)	1703	1784	 126
Hanway, Jonas	1712-1786.	Hanway, Jonas (1712-1786)	1712	1786	 126
Pitcairn, Archibald	1652-1713.	Pitcairn, Archibald (1652-1713)	1652	1713	 125
Cocker, Edward	1631-1675.	Cocker, Edward (1631-1675)	1631	1675	 124
Walpole, Horace	1717-1797.	Walpole, Horace (1717-1797)	1717	1797	 124
Bayly, Lewis	-1631.	Bayly, Lewis (1631-1631)	1631	NA	 123
Challoner, Richard	1691-1781.	Challoner, Richard (1691-1781)	1691	1781	 123
Arbuthnot, John	1667-1735.	Arbuthnot, John (1667-1735)	1667	1735	 123
Calvin, Jean	1509-1564.	Calvin, Jean (1509-1564)	1509	1564	 122
Wing, Vincent	1619-1668.	Wing, Vincent (1619-1668)	1619	1668	 122
Dent, Arthur	-1607.	Dent, Arthur (NA-1607)	NA	1607	 122
Fletcher, John	1729-1785.	Fletcher, John (1729-1785)	1729	1785	 122
Mason, William	1725-1797.	Mason, William (1725-1797)	1725	1797	 121
Sallust	86 B.C.-34 B.C.	Sallust, 	NA	NA	 120
Tate, Nahum	1652-1715.	Tate, Nahum (1652-1715)	1652	1715	 120
Fox, Charles James	1749-1806.	Fox, Charles James (1749-1806)	1749	1806	 117
Millington, Edward	approximately 1636-1703.	Millington, Edward (1636-1703)	1636	1703	 116
Sheridan, Thomas	1719-1788.	Sheridan, Thomas (1719-1788)	1719	1788	 116
Behn, Aphra	1640-1689.	Behn, Aphra (1640-1689)	1640	1689	 116
Dalrymple, Alexander	1737-1808.	Dalrymple, Alexander (1737-1808)	1737	1808	 115
Heylyn, Peter	1600-1662.	Heylyn, Peter (1600-1662)	1600	1662	 115
Prior, Matthew	1664-1721.	Prior, Matthew (1664-1721)	1664	1721	 115
Wells, Edward	1667-1727.	Wells, Edward (1667-1727)	1667	1727	 114
Stebbing, Henry	1687-1763.	Stebbing, Henry (1687-1763)	1687	1763	 113
Grotius, Hugo	1583-1645.	Grotius, Hugo (1583-1645)	1583	1645	 113
Lucas, Charles	1713-1771.	Lucas, Charles (1713-1771)	1713	1771	 113
Newton, John	1725-1807.	Newton, John (1725-1807)	1725	1807	 113
Speed, John	1552?-1629.	Speed, John (1552-1629)	1552	1629	 112
Lillo, George	1693-1739.	Lillo, George (1693-1739)	1693	1739	 112
Wake, William	1657-1737.	Wake, William (1657-1737)	1657	1737	 112
Brooks, Thomas	1608-1680.	Brooks, Thomas (1608-1680)	1608	1680	 111
Young, Arthur	1741-1820.	Young, Arthur (1741-1820)	1741	1820	 111
Shadwell, Thomas	1642?-1692.	Shadwell, Thomas (1642-1692)	1642	1692	 111
Bailey, N	-1742.	Bailey, N (NA-1742)	NA	1742	 111
Clarke, Samuel	1675-1729.	Clarke, Samuel (1675-1729)	1675	1729	 111
Whitehead, George	1636?-1723.	Whitehead, George (1636-1723)	1636	1723	 110
Smith, Samuel	1588-1665.	Smith, Samuel (1588-1665)	1588	1665	 110
Cock	active 1720-1749.	Cock,  (1720-1749)	1720	1749	 110
Brooke, Henry	1703?-1783.	Brooke, Henry (1703-1783)	1703	1783	 110
Hare, Francis	1671-1740.	Hare, Francis (1671-1740)	1671	1740	 110
Washington, George	1732-1799.	Washington, George (1732-1799)	1732	1799	 110
Wesley, Charles	1707-1788.	Wesley, Charles (1707-1788)	1707	1788	 110
Price, Richard	1723-1791.	Price, Richard (1723-1791)	1723	1791	 110
Erskine, Ebenezer	1680-1754.	Erskine, Ebenezer (1680-1754)	1680	1754	 109
Hoole, Charles	1610-1667.	Hoole, Charles (1610-1667)	1610	1667	 109
Alleine, Joseph	1634-1668.	Alleine, Joseph (1634-1668)	1634	1668	 109
Johnson, R	1733 or 1734-1793.	Johnson, R (1733-1793)	1733	1793	 108
Brown, John	1722-1787.	Brown, John (1722-1787)	1722	1787	 107
R. B	approximately 1632-approximately 1725.	R,  (1632-1725)	1632	1725	 107
Janeway, James	1636?-1674.	Janeway, James (1636-1674)	1636	1674	 107
Jones, William	1726-1800.	Jones, William (1726-1800)	1726	1800	 107
Wright, S	1683-1746.	Wright, S (1683-1746)	1683	1746	 107
Trimmer, Sarah	1741-1810.	Trimmer, Sarah (1741-1810)	1741	1810	 107
Vincent, Thomas	1634-1678.	Vincent, Thomas (1634-1678)	1634	1678	 106
Wilson, Thomas	1663-1755.	Wilson, Thomas (1663-1755)	1663	1755	 106
Luther, Martin	1483-1546.	Luther, Martin (1483-1546)	1483	1546	 106
Ken, Thomas	1637-1711.	Ken, Thomas (1637-1711)	1637	1711	 106
Macgowan, John	1726-1780.	Macgowan, John (1726-1780)	1726	1780	 106
Russel, Robert	active 1692.	Russel, Robert (1692-NA)	1692	NA	 105
Churchill, C	1731-1764.	Churchill, C (1731-1764)	1731	1764	 105
Bugg, Francis	1640-1724?.	Bugg, Francis (1640-1724)	1640	1724	 105
Moore, Edward	1712-1757.	Moore, Edward (1712-1757)	1712	1757	 105
Naylor, James	1617?-1660.	Naylor, James (1617-1660)	1617	1660	 104
Norris, John	1657-1711.	Norris, John (1657-1711)	1657	1711	 104
Dod, John	1549?-1645.	Dod, John (1549-1645)	1549	1645	 104
Breton, Nicholas	1545?-1626?.	Breton, Nicholas (1545-1626)	1545	1626	 103
Love, Christopher	1618-1651.	Love, Christopher (1618-1651)	1618	1651	 103
Gray, Andrew	1633-1656.	Gray, Andrew (1633-1656)	1633	1656	 103
Salmon, William	1644-1713.	Salmon, William (1644-1713)	1644	1713	 103
Colman, George	1762-1836.	Colman, George (1762-1836)	1762	1836	 103
Langford	1711-1774.	Langford,  (1711-1774)	1711	1774	 103
Gadbury, John	1627-1704.	Gadbury, John (1627-1704)	1627	1704	 102
Fénelon, François de Salignac de La Mothe-	1651-1715.	Fénelon, François De Salignac De La Mothe- (1651-1715)	1651	1715	 102
Philips, Ambrose	1674-1749.	Philips, Ambrose (1674-1749)	1674	1749	 102
Buckingham, George Villiers	1628-1687.	Buckingham, George Villiers (1628-1687)	1628	1687	 101
Lilly, William	1602-1681.	Lilly, William (1602-1675)	1602	1675	 101
Heywood, Thomas	-1641.	Heywood, Thomas (NA-1641)	NA	1641	 100
Lowth, Robert	1710-1787.	Lowth, Robert (1710-1787)	1710	1787	 100
Robertson, William	1721-1793.	Robertson, William (1721-1793)	1721	1793	 100
Oldmixon	1673-1742.	Oldmixon,  (1673-1742)	1673	1742	 100
Colman, Benjamin	1673-1747.	Colman, Benjamin (1673-1747)	1673	1747	  99
Penington, Isaac	1616-1679.	Penington, Isaac (1616-1679)	1616	1679	  99
Dunton, John	1659-1733.	Dunton, John (1659-1733)	1659	1733	  99
Johnson, Richard	1573-1659?.	Johnson, Richard (1573-1659)	1573	1659	  99
Preston, John	1587-1628.	Preston, John (1587-1628)	1587	1628	  98
Reynolds, Edward	1599-1676.	Reynolds, Edward (1599-1676)	1599	1676	  97
Crisp, Stephen	1628-1692.	Crisp, Stephen (1628-1692)	1628	1692	  97
Macpherson, James	1736-1796.	Macpherson, James (1736-1796)	1736	1796	  97
Huntington, William	1745-1813.	Huntington, William (1745-1813)	1745	1813	  97
Pond, Edward	-1629.	Pond, Edward (NA-1629)	NA	1629	  96
Parker, George	1654-1743.	Parker, George (1654-1743)	1654	1743	  96
Sanderson, Robert	1587-1663.	Sanderson, Robert (1587-1663)	1587	1663	  96
Horneck, Anthony	1641-1697.	Horneck, Anthony (1641-1697)	1641	1697	  96
Holcroft, Thomas	1745-1809.	Holcroft, Thomas (1745-1809)	1745	1809	  96
Montesquieu, Charles de Secondat	1689-1755.	Montesquieu, Charles De Secondat (1689-1755)	1689	1755	  96
Lockman, John	1698-1771.	Lockman, John (1698-1771)	1698	1771	  96
Shepard, Thomas	1605-1649.	Shepard, Thomas (1605-1649)	1605	1649	  95
Ray, John	1627-1705.	Ray, John (1627-1705)	1627	1705	  95
Humfrey, John	1621-1719.	Humfrey, John (1621-1719)	1621	1719	  95
Cervantes Saavedra, Miguel de	1547-1616.	Cervantes Saavedra, Miguel De (1547-1616)	1547	1616	  95
Mallet, David	1705?-1765.	Mallet, David (1705-1765)	1705	1765	  95
Becon, Thomas	1512-1567.	Becon, Thomas (1512-1567)	1512	1567	  94
Stanhope, George	1660-1728.	Stanhope, George (1660-1728)	1660	1728	  94
Tucker, Josiah	1712-1799.	Tucker, Josiah (1712-1799)	1712	1799	  94
Dering, Edward	1540?-1576.	Dering, Edward (1540-1576)	1540	1576	  93
Howell, James	1594?-1666.	Howell, James (1594-1666)	1594	1666	  93
Coley, Henry	1633-1695?.	Coley, Henry (1633-1695)	1633	1695	  93
Raleigh, Walter	1552?-1618.	Raleigh, Walter (1552-1618)	1552	1618	  93
Barclay, Robert	1648-1690.	Barclay, Robert (1648-1690)	1648	1690	  93
Hill, Aaron	1685-1750.	Hill, Aaron (1685-1750)	1685	1750	  93
Andrewes, Lancelot	1555-1626.	Andrewes, Lancelot (1555-1626)	1555	1626	  92
Dyche, Thomas	-approximately 1733.	Dyche, Thomas (NA-1733)	NA	1733	  92
Comber, Thomas	1645-1699.	Comber, Thomas (1645-1699)	1645	1699	  91
Jennens, Charles	1700-1773.	Jennens, Charles (1700-1773)	1700	1773	  91
Swedenborg, Emanuel	1688-1772.	Swedenborg, Emanuel (1688-1772)	1688	1772	  91
Peirce, James	1673-1726.	Peirce, James (1673-1726)	1673	1726	  91
Strong, Nehemiah	1729-1807.	Strong, Nehemiah (1729-1807)	1729	1807	  90
Burrough, Edward	1633-1663.	Burrough, Edward (1633-1663)	1633	1663	  90
Echard, Laurence	1670?-1730.	Echard, Laurence (1670-1730)	1670	1730	  90
Sykes, Arthur Ashley	1683 or 1684-1756.	Sykes, Arthur Ashley (1683-1756)	1683	1756	  90
Berkeley, George	1685-1753.	Berkeley, George (1685-1753)	1685	1753	  90
Leybourn, William	1626-1716.	Leybourn, William (1626-1716)	1626	1716	  90
Wilkes, John	1727-1797.	Wilkes, John (1727-1797)	1727	1797	  90
Stephens, Edward	-1706.	Stephens, Edward (NA-1706)	NA	1706	  89
Kenrick, W	1725?-1779.	Kenrick, W (1725-1779)	1725	1779	  89
Paterson, Samuel	1728-1802.	Paterson, Samuel (1728-1802)	1728	1802	  89
Hoyle, Edmond	1672-1769.	Hoyle, Edmond (1672-1769)	1672	1769	  89
Bradbury, Thomas	1677-1759.	Bradbury, Thomas (1677-1759)	1677	1759	  89
Blair, Robert	1699-1746.	Blair, Robert (1699-1746)	1699	1746	  88
Gregory, John	1724-1773.	Gregory, John (1724-1773)	1724	1773	  88
Ogilby, John	1600-1676.	Ogilby, John (1600-1676)	1600	1676	  88
Chambaud, Lewis	-1776.	Chambaud, Lewis (NA-1776)	NA	1776	  88
Brown, John	1715-1766.	Brown, John (1715-1766)	1715	1766	  88
Littleton, Thomas	-1481.	Littleton, Thomas (NA-1481)	NA	1481	  87
Mitchel, William	1670 or 1671-1740.	Mitchel, William (1670-1740)	1670	1740	  87
Villiers, George	active 1785-1790.	Villiers, George (1785-1790)	1785	1790	  87
Ballard, Thomas	active 1698-1734.	Ballard, Thomas (1698-1734)	1698	1734	  87
Secker, Thomas	1693-1768.	Secker, Thomas (1693-1768)	1693	1768	  87
Home, John	1722-1808.	Home, John (1722-1808)	1722	1808	  87
Mathias, Thomas James	1754?-1835.	Mathias, Thomas James (1754-1835)	1754	1835	  87
Miller, James	1706-1744.	Miller, James (1706-1744)	1706	1744	  87
Shirley, James	1596-1666.	Shirley, James (1596-1666)	1596	1666	  86
Bradley, Richard	1688-1732.	Bradley, Richard (1688-1732)	1688	1732	  86
Hill, Richard	1733-1808.	Hill, Richard (1733-1808)	1733	1808	  86
Armstrong, John	1709-1779.	Armstrong, John (1709-1779)	1709	1779	  86
Dawes, William	1671-1724.	Dawes, William (1671-1724)	1671	1724	  86
Hutton, Charles	1737-1823.	Hutton, Charles (1737-1823)	1737	1823	  85
Watson, Thomas	-1686.	Watson, Thomas (NA-1686)	NA	1686	  85
Stonhouse, James	1716-1795.	Stonhouse, James (1716-1795)	1716	1795	  85
Day, Thomas	1748-1789.	Day, Thomas (1748-1789)	1748	1789	  85
Rapin de Thoyras	1661-1725.	Thoyras, Rapin (1661-1725)	1661	1725	  85
Pratt	1749-1814.	Pratt,  (1749-1814)	1749	1814	  85
M. P	-1656?	M	NA	NA	  84
Scougal, Henry	1650-1678.	Scougal, Henry (1650-1678)	1650	1678	  84
Hickes, George	1642-1715.	Hickes, George (1642-1715)	1642	1715	  84
Doolittle, Thomas	1632?-1707.	Doolittle, Thomas (1632-1707)	1632	1707	  84
Rutherford, Samuel	1600?-1661.	Rutherford, Samuel (1600-1661)	1600	1661	  84
Wycherley, William	1640-1716.	Wycherley, William (1640-1716)	1640	1716	  84
Clarendon, Edward Hyde	1609-1674.	Clarendon, Edward Hyde (1609-1674)	1609	1674	  84
Hieron, Samuel	1576?-1617.	Hieron, Samuel (1576-1617)	1576	1617	  83
Ambrose, Isaac	1604-1664.	Ambrose, Isaac (1604-1664)	1604	1664	  83
Williams, John	1636?-1709.	Williams, John (1636-1709)	1636	1709	  83
Massie, J	-1784.	Massie, J (NA-1784)	NA	1784	  83
Bernard, Richard	1568-1641.	Bernard, Richard (1568-1641)	1568	1641	  83
Langhorne, John	1735-1779.	Langhorne, John (1735-1779)	1735	1779	  83
Junius	active 18th century.	Junius, 	NA	NA	  83
Burroughs, Jeremiah	1599-1646.	Burroughs, Jeremiah (1599-1646)	1599	1646	  82
James	1566-1625.	James,  (1566-1625)	1566	1625	  82
Assheton, William	1641-1711.	Assheton, William (1641-1711)	1641	1711	  82
Collier, Jeremy	1650-1726.	Collier, Jeremy (1650-1726)	1650	1726	  82
Sibbes, Richard	1577-1635.	Sibbes, Richard (1577-1635)	1577	1635	  82
Toland, John	1670-1722.	Toland, John (1670-1722)	1670	1722	  82
Scott, John	1639-1695.	Scott, John (1639-1695)	1639	1695	  81
Porteus, Beilby	1731-1809.	Porteus, Beilby (1731-1809)	1731	1809	  81
Rawlet, John	1642-1686.	Rawlet, John (1642-1686)	1642	1686	  81
Halifax, George Savile	1633-1695.	Halifax, George Savile (1633-1695)	1633	1695	  81
Fuller, Thomas	1608-1661.	Fuller, Thomas (1608-1661)	1608	1661	  80
Viner, Charles	1678-1756.	Viner, Charles (1678-1756)	1678	1756	  80
Aulnoy	1650 or 1651-1705.	Aulnoy,  (1650-1705)	1650	1705	  80
Wallis, John	1616-1703.	Wallis, John (1616-1703)	1616	1703	  79
Elys, Edmund	approximately 1634-approximately 1707.	Elys, Edmund (1634-1707)	1634	1707	  79
Southerne, Thomas	1660-1746.	Southerne, Thomas (1660-1746)	1660	1746	  79
Buchanan, George	1506-1582.	Buchanan, George (1506-1582)	1506	1582	  79
Blackall, Offspring	1654-1716.	Blackall, Offspring (1654-1716)	1654	1716	  79
