author	author_gender	Count
Dunkin, Jeremy	ambiguous	     1
Dunkin, John	NA	     2
Dunkin, William (1709-1765)	ambiguous	    30
Dunkirk, 	NA	     1
Dunlap, Jane	ambiguous	     1
Dunlap, John (1747-1812)	NA	     4
Dunlap, William (1766-1779)	ambiguous	     1
Dunlap, William (1766-1839)	ambiguous	     7
Dunlop, Alexander (1684-1747)	ambiguous	    10
Dunlop, Colin	ambiguous	     1
Dunlop, David	ambiguous	     2
Dunlop, James	NA	     2
Dunlop, John (1755-1820)	NA	     2
Dunlop, Samuel (1706-1722)	NA	     1
Dunlop, Thomas	NA	     5
Dunlop, William (1692-1720)	ambiguous	    10
Dunmore, Helen (1761-1762)	ambiguous	     2
Dunmore, John (1669-1681)	NA	     1
Dunmore, John Murray (1732-1809)	ambiguous	     2
Dunmore, Robert	ambiguous	     1
Dunn, E	NA	     3
Dunn, Edward	NA	     1
Dunn, F (1701-1702)	NA	     2
Dunn, Field (1675-1738)	NA	     1
Dunn, James	NA	     2
Dunn, James (NA-1792)	NA	     1
Dunn, James (NA-1797)	NA	     2
Dunn, John (1750-NA)	NA	     2
Dunn, Larry	ambiguous	     2
Dunn, Patrick (1642-1713)	NA	     4
Dunn, Samuel (NA-1794)	NA	    66
Dunn, Thomas (1761-1833)	NA	     4
Dunn, William (1745-1798)	ambiguous	     4
Dunnet, John	NA	     1
Dunning, 	male	     1
Dunning, Alexander	ambiguous	     1
Dunning, John (1731-1783)	NA	     2
Dunning, Richard	ambiguous	     3
Dunning, W	NA	     1
Dunny, 	NA	     1
Dunoyer, Peter	NA	     5
Duns Scotus, John (1266-1308)	NA	     2
Dunsany, Randall Plunkett (1739-1735)	ambiguous	     1
Dunsany, Randall Plunkett (1739-1821)	ambiguous	     3
Dunscombe, T	NA	     1
Dunsford, Martin (NA-1807)	ambiguous	     3
Dunstan, Jeffery (1759-1797)	NA	     2
Dunstan, Joseph (1662-1663)	ambiguous	     1
Dunstar,  (1675-1754)	NA	     4
Dunster, Charles (1750-1816)	ambiguous	     2
Dunster, Henry (1609-1659)	ambiguous	     2
Dunster, Isaiah (1720-1791)	ambiguous	     1
Dunster, John	NA	     2
Dunster, Tho	male	     1
Dunstervile, Thomas	NA	     1
Dunstervill, Edward	NA	     1
Dunthorn, John	NA	     1
Dunthorne, Richard (1711-1775)	ambiguous	     3
Dunton, John	NA	     4
Dunton, John (1627-1676)	NA	     8
Dunton, John (1659-1733)	NA	    99
Dunvan, Paul	ambiguous	     1
Dupaty, Charles-marguerite-jean-baptiste Mercier (1746-1788)	ambiguous	     4
Duperron, Jacques Davy (NA-1649)	ambiguous	     1
Dupin, Louis Ellies	ambiguous	     1
Dupin, Nicholas	NA	     2
Duplain, Claude	ambiguous	     1
Dupleix, Scipion (1569-1661)	male	     1
Duplessis, Pierre (1745-1800)	NA	     4
Duplessis, Rose (1710-1790)	NA	     1
Dupon, J M	NA	     1
Dupont, Gainsborough	NA	     3
Dupont, Jacob (1755-1813)	NA	     2
Dupont, John (1703-1768)	NA	     7
Duport, James (1606-1679)	NA	    11
Duppa, Brian (1588-1662)	ambiguous	    21
Duppa, Richard (1770-1831)	ambiguous	     2
Duprat, Pierre-antoine	NA	     1
Dupré D'aulnay, Louis (1670-1758)	ambiguous	     3
Dupré De Saint-maur, Nicolas-françois (1695-1774)	NA	    11
Dupré, Edward (1754-1823)	NA	     3
Dupré, John (1752-1834)	NA	     4
Dupré, Lewis (1762-1813)	ambiguous	     1
Dupré, Michael (1766-1818)	NA	     1
Dupree, Isaac	NA	     1
Dupuis, Thomas Sanders (1733-1796)	ambiguous	     2
Dupuis, Thomas Skelton (1766-1795)	male	     1
Dupuy-demportes, Jean-baptiste (NA-1770)	male	     4
Dupuys, Claudius	NA	     1
Duquery, Henry	ambiguous	     2
Duquesne, Gabriel (1724-1728)	ambiguous	     1
Durand,  (1731-1803)	NA	     3
Durand, David (1680-1763)	ambiguous	     8
Durand, John Francis	ambiguous	     2
Durand, Laurent (1629-1708)	NA	     2
Durant,  (1788-NA)	male	     1
Durant, John (1620-NA)	NA	    15
Durant, T	NA	     1
Durante, Castore (1529-1590)	ambiguous	     2
Durban, Jean Baptiste Bertrand	ambiguous	     1
Durbin, Henry (NA-1790)	ambiguous	     1
Durdof, 	NA	     1
Durel, John (1625-1683)	NA	     8
Durell, D (1728-1775)	NA	     4
Durell, Philip (NA-1766)	NA	     2
Durell, William (1766-1845)	ambiguous	     2
Duret, Noël (1590-1650)	NA	     3
Durette, François Parrain De		     1
Durette, François Parrain De		     4
Durey De Meinières, Octavie Guichard (1719-1804)	NA	     1
Durfey, Thomas	NA	     1
Durham, Ebenezer	ambiguous	     1
Durham, James (1622-1658)	NA	    67
Durham, P B M	NA	     1
Durham, William (1611-1684)	ambiguous	     6
Durham, William (1611-1686)	ambiguous	     1
Durham, William (1611-1786)	ambiguous	     1
Durie, Alexander Gibson (NA-1644)	ambiguous	     2
Durie, George	ambiguous	     3
Durie, William	ambiguous	     1
Durnford, Thomas (1681-1682)	NA	     2
Durno, J	NA	     2
Durstonus, Joannes	male	     2
Durus, 	NA	     1
Dury, Andrew	NA	     3
Dury, John (1596-1680)	NA	    54
Dusaulx, Jean (1728-1799)	ambiguous	     3
Dussek, Johann Ladislaus (1760-1812)	ambiguous	     1
Dutch, Ebenezer (1751-1813)	ambiguous	     2
Dutens, L (1730-1812)	NA	    35
Duthie, Thomas	NA	     1
Duthy, John	NA	     1
Dutot, 	NA	     1
Dutton, Anne (1692-1765)	ambiguous	    27
Dutton, Benjamin (1691-NA)	ambiguous	     1
Dutton, Gabriel	ambiguous	     1
Dutton, John (1694-NA)	NA	     1
Dutton, Matt	ambiguous	     7
Dutton, Richard (1694-NA)	ambiguous	     1
Dutton, Robert	ambiguous	     1
Dutton, Thomas	NA	    11
Dutton, Warren (1774-1857)	ambiguous	     1
Duval, 	NA	     1
Duval, Alexandre (1767-1842)	ambiguous	     1
Duval, James	NA	     1
Duval, P (1619-1682)	NA	    10
Duval, Valentin Jamerai	NA	     1
Duverdier, Gilbert Saulnier (NA-1686)	NA	     1
Duverger, 	NA	     3
Duvernet,  (1734-1796)	NA	     2
Duverney,  (1648-1730)	NA	     4
Duvivier, Anthony	NA	     1
Duvoisin, Jean Baptiste (1744-1813)	ambiguous	     1
Duvoisin, Jean-baptiste (1744-1813)	male	     2
Duxfield, Ralph	ambiguous	     1
Duyckinck, Christopher	ambiguous	     1
Duyckinck, Gerardus	male	     1
Dwight, Josiah (1671-1748)	NA	     2
Dwight, Nathaniel (1770-1831)	NA	     8
Dwight, Samuel (1669-1737)	NA	     3
Dwight, Theodore (1764-1846)	ambiguous	     3
Dwight, Timothy (1752-1817)	NA	    20
Dwyer, Anthony	NA	     1
Dwyer, Charles	ambiguous	     2
Dyche, Thomas (NA-1733)	NA	    92
Dyde, R	NA	     1
Dyde, William	ambiguous	     3
Dyer,  (1795-NA)	NA	     2
Dyer, Eliphalet (1721-1807)	male	     1
Dyer, G (1743-1820)	NA	     3
Dyer, George (1755-1841)	ambiguous	    15
Dyer, James (1512-1582)	NA	    17
Dyer, John (1652-1713)	NA	     2
Dyer, John (1700-1758)	NA	     7
Dyer, John (NA-1729)	NA	     1
Dyer, Richard	ambiguous	     1
Dyer, Robert (1602-1603)	ambiguous	     1
Dyer, Robert (1602-1763)	ambiguous	     2
Dyer, Robert (1602-NA)	ambiguous	     1
Dyer, Thomas	NA	     1
Dyer, W	NA	     1
Dyer, William (1632-1696)	ambiguous	    37
Dyer, William (1696-1696)	ambiguous	     1
Dyer, William (NA-1696)	ambiguous	    44
Dyke, Ann	NA	     1
Dyke, Daniel (NA-1614)	ambiguous	    27
Dyke, Jeremiah (1584-1639)	NA	    40
Dyke, Joseph	ambiguous	     6
Dyke, Thomas	NA	     5
Dyke, William	ambiguous	     1
Dykes, Martha	ambiguous	     3
Dykes, Oswald (1670-1728)	male	     5
Dykes, Patrick	NA	     2
Dykes, Thomas (1761-1847)	NA	     1
Dymmock, James	NA	     2
Dymock, Cressy	ambiguous	     3
Dymock, James (NA-1718)	NA	     5
Dymock, Thomas W	NA	     1
Dymoke, Charles	ambiguous	     1
Dymott, Richard (NA-1779)	ambiguous	     2
Dyos, John	NA	     1
Dyott, Richard (NA-1659)	ambiguous	     1
Dyson, Humphrey (NA-1633)	NA	     1
Dyson, Jeremiah (1722-1776)	NA	     3
Dyson, John (1742-1828)	NA	     2
Dyve, Lewis (1599-1669)	ambiguous	     2
Dyvernois, J L	NA	     1
E D C A D S, 	NA	     1
E G H D, 	NA	     1
E Of C, 	NA	     1
E, 	NA	   188
E,  (1582-NA)	NA	     2
E,  (1588-NA)	NA	     1
E,  (1592-NA)	NA	     1
E,  (1597-NA)	NA	     1
E,  (1605-1676)	NA	     6
E,  (1626-NA)	NA	     3
E,  (1630-1660)	NA	     7
E,  (1632-NA)	NA	     1
E,  (1675-NA)	NA	     2
E,  (1676-NA)	NA	     1
E,  (1710-NA)	NA	     1
E,  (1714-1784)	NA	     1
E,  (1745-1824)	NA	     1
E,  (NA-1797)	NA	     1
Ė, L	NA	     1
Eachard, John (1636-1697)	NA	    32
Eacker, George I (NA-1804)	ambiguous	     1
Eadem, S	NA	     1
Eades, Elizabeth	ambiguous	     1
Eades, John	NA	     1
Eadmer,  (NA-1124)	NA	     2
Eadon, John	NA	     4
Eager,  (1796-NA)	ambiguous	     1
Eagle,  (1762-NA)	male	     1
Eagleston, John	NA	     1
Eales, Mary	ambiguous	     7
Eamer, John (1748-1823)	NA	     1
Eames, John	NA	     1
Eames, Jonathan (1730-1800)	NA	     1
Earbery, Matthias (1690-1740)	male	    52
Eardley-wilmot, John (1750-1815)	NA	     4
Eardley, Sampson Gideon (1744-1824)	NA	     5
Eare, Sarah	ambiguous	     1
Earle, Jabez (1676-1768)	male	    52
Earle, James (1755-1817)	NA	    11
Earle, John (1600-1665)	NA	     5
Earle, John (1601-1665)	NA	    15
Earle, John (1749-1818)	NA	     1
Earle, William (1799-1816)	ambiguous	     3
Earnshaw, James	NA	     2
Earnshaw, Peter	NA	     1
Earnshaw, William (1616-1617)	ambiguous	     1
Easey, John	NA	     1
Eason, Laurence	ambiguous	     1
East, Michael (1580-1640)	NA	     8
East, Thomas (1540-1608)	NA	     1
Eastaugh, Nathaniel	NA	     6
Eastburn, Benjamin	ambiguous	     2
Eastburn, Robert (1710-1778)	ambiguous	     2
Eastcott, Richard (1740-1828)	ambiguous	     4
Easterbrook, Jacob	NA	     1
Easterbrook, Joseph	ambiguous	     2
Easton, James (1759-1839)	NA	    17
Easton, John	NA	     1
Easton, Robert	ambiguous	     2
Easton, Thomas (1661-1662)	NA	     1
Easy, Charles	ambiguous	     1
Eaton, D (NA-1829)	NA	     1
Eaton, Daniel Isaac (NA-1814)	ambiguous	    11
Eaton, Isaac (1725-1772)	NA	     1
Eaton, John (1574-1641)	NA	     3
Eaton, John (1575-1641)	NA	     3
Eaton, John (NA-1641)	NA	     1
Eaton, Joseph	ambiguous	     2
Eaton, Joshua (1714-1772)	ambiguous	     1
Eaton, Nathaniel (1609-1674)	NA	     2
Eaton, Peter (1765-1848)	NA	     1
Eaton, Richard	ambiguous	     4
Eaton, Richard (1563-1617)	ambiguous	     1
Eaton, Richard (1772-1773)	ambiguous	     1
Eaton, Robert (1688-1728)	ambiguous	     4
Eaton, Samuel (1596-1665)	NA	    13
Eaton, William (1764-1811)	ambiguous	     1
Ebdon, Thomas (1738-1811)	NA	     3
Ebeling, Johann Dietrich Philipp Christian (1753-1795)	ambiguous	     1
Eberhard, Johann August (1739-1809)	ambiguous	     1
Eberhardi, Caspar	NA	     1
Ebers, Johannes (1742-1818)	male	     5
Ebsworth, Daniel	ambiguous	     1
Ebsworth, R	NA	     1
Eburne, Richard	ambiguous	     5
Eccles, Charles Steuart (NA-1777)	ambiguous	     1
Eccles, James	NA	     1
Eccles, John (NA-1735)	NA	    13
Eccles, Samuel (1716-1777)	NA	     6
Eccles, Solomon (1618-1683)	NA	     5
Eccles, William (1700-NA)	ambiguous	     2
Eccleston, Daniel	ambiguous	     1
Eccleston, Theodor (1651-1726)	male	     8
Ecclestone, Edward (1679-NA)	NA	     4
Ecclestone, Thomas (1659-1743)	NA	     2
Echard, Laurence (1670-1730)	ambiguous	    90
Echlin, David	ambiguous	     6
Echlin, Godfrey	male	     1
Echlin, John	NA	     4
Echlin, Robert (1699-1757)	ambiguous	     1
Eck, Johann (1486-1543)	ambiguous	     1
Eckerlin, Israel (1705-NA)	NA	     2
Eckhardt, Antoine George (1740-1810)	ambiguous	     4
Ecking, Samuel (1757-1785)	NA	     4
Eckley, Joseph (1750-1811)	ambiguous	     5
Ecroyd, Richard	ambiguous	     1
Ecthrobabylonicus, Sionophilus	NA	     1
Ecton, John (NA-1730)	NA	    12
Edderman, Francis	ambiguous	     1
Eddis, Joseph	ambiguous	     1
Eddis, William (1738-1825)	ambiguous	     1
Eddowes, Ralph	ambiguous	     1
Eddy, John (1739-1761)	NA	     3
Eddy, Zechariah (1780-1860)	NA	     1
Edelen, Philip (NA-1657)	NA	     1
Eden, Adam	ambiguous	     2
Eden, Frederick Morton (1766-1809)	ambiguous	     3
Eden, John (1740-1812)	NA	     5
Eden, Robert (1701-1759)	ambiguous	     5
Edensor, William	ambiguous	     1
Edgar, Alexander	ambiguous	     1
Edgar, David	ambiguous	     2
Edgar, Handaside	NA	     1
Edgar, John	NA	     1
Edgar, Theodore	ambiguous	     2
Edgar, Thomas	NA	     1
Edgar, William	ambiguous	     4
Edgcumbe, James (1704-1750)	NA	     1
Edgeworth, John (1638-NA)	NA	     1
Edgeworth, Maria (1767-1849)	ambiguous	    21
Edgeworth, Richard Lovell (1744-1817)	ambiguous	     4
Edgeworth, Roger (NA-1560)	NA	     1
Edgley, Samuel (NA-1732)	NA	     1
Edgley, Thomas (1675-1722)	NA	     1
Edguard, David (1502-1542)	ambiguous	     1
Edgworth, Edward (NA-1774)	NA	     7
Edgworth, Essex	male	     1
Edgworth, Moore	NA	     2
Edgworth, Packington	NA	     3
Edgworth, Robert (1659-1730)	ambiguous	     5
Edgworth, Robert (1659-1774)	ambiguous	     3
Edgworth, Robert (1659-NA)	ambiguous	     1
Edie, George	ambiguous	     6
Edina, 	NA	     1
Edinas, 	NA	     1
Edinburgh Justices Of The Peace, 		     1
Edinburgh Town Council, 	male	     1
Edinburgh, Burges	male	     1
Edinburgh, Burgess	NA	     3
Edinburgh, Burgher	NA	     2
Edlin, Thomas	NA	     3
Edlyn, Richard (1631-1677)	ambiguous	     4
Edmeades, Robert	ambiguous	     1
Edmeston, William	ambiguous	     3
Edmond, David (1778-1824)	ambiguous	     1
Edmondes, Clement (1566-1622)	ambiguous	     7
Edmondes, Thomas (1563-1639)	NA	     3
Edmonds, David (1652-NA)	ambiguous	     1
Edmonds, Edward	NA	     1
Edmonds, George (1769-NA)	ambiguous	     1
Edmonds, Hugh	NA	     3
Edmonds, John (1672-NA)	NA	     2
Edmonds, John (1764-NA)	NA	     1
Edmonds, Sir Clement	ambiguous	     1
Edmonds, W	NA	     1
Edmondson, Joseph (NA-1786)	ambiguous	     7
Edmondson, Mary (1733-1759)	ambiguous	     3
Edmonston, John (1690-1771)	NA	     1
Edmonstone, Archibald (1717-1807)	NA	     5
Edmonstone, Campbell	ambiguous	     3
Edmonstone, Charles (1764-1821)	ambiguous	     1
Edmonstone, William	ambiguous	     1
Edmonstoun, Jean	ambiguous	     1
Edmund,  (1170-1240)	NA	     3
Edmunds, George	ambiguous	     1
Edmunds, Richard	ambiguous	     1
Edmundson, Christopher (NA-1675)	ambiguous	     1
Edmundson, Henry (1607-1659)	ambiguous	     5
Edmundson, James (NA-1729)	NA	     4
Edmundson, William (1627-1712)	ambiguous	     6
Edrehi, Moses Ben Isaac (1774-1842)	ambiguous	     1
Edson, Jesse (1773-1805)	ambiguous	     1
Edward,  (1537-1553)	NA	     7
Edward, Charles (1720-1788)	ambiguous	    24
Edward, Henry	ambiguous	     1
Edward, Robert (1616-1696)	ambiguous	     3
Edwardes, Roger	NA	     1
Edwards,  (1796-1808)	NA	     8
Edwards, Anna Maria	ambiguous	     1
Edwards, Anthony	NA	     2
Edwards, Bryan (1743-1800)	ambiguous	    15
Edwards, Charles (1627-1691)	ambiguous	     8
Edwards, D (1789-NA)	NA	     1
Edwards, David (1730-1795)	ambiguous	     9
Edwards, E (1765-1850)	NA	     3
Edwards, Edward	NA	     4
Edwards, Edward (1738-1806)	NA	     1
Edwards, Edward (1741-1820)	NA	     1
Edwards, Eleazer	NA	     1
Edwards, Francis (1699-1729)	ambiguous	     1
Edwards, Francis (1699-1734)	ambiguous	     1
Edwards, George (1674-NA)	ambiguous	     1
Edwards, George (1694-1773)	ambiguous	    13
Edwards, George (1752-1823)	ambiguous	    13
Edwards, Gerard Noel (1759-1838)	ambiguous	     1
Edwards, Gwilim	male	     1
Edwards, J (1768-1808)	NA	    14
Edwards, J V	NA	     1
Edwards, Jacob (1733-1790)	NA	     1
Edwards, James (1756-1816)	NA	    10
Edwards, James (1799-1816)	NA	     1
Edwards, John	NA	     2
Edwards, John (1637-1716)	NA	    62
Edwards, John (1714-1785)	NA	    20
Edwards, John (1717-NA)	NA	     1
Edwards, John (1742-NA)	NA	     4
Edwards, John (1751-1832)	NA	     2
Edwards, John (1781-1803)	NA	     2
Edwards, Jonathan (1629-1712)	NA	    10
Edwards, Jonathan (1703-1758)	NA	   132
Edwards, Jonathan (1745-1801)	NA	    22
Edwards, Joseph (1706-1707)	ambiguous	    12
Edwards, Langley	ambiguous	     1
Edwards, M C	NA	     1
Edwards, Mary (1729-1715)	ambiguous	     2
Edwards, Mary (1729-1731)	ambiguous	     1
Edwards, Morgan (1722-1795)	ambiguous	    11
Edwards, Oswald (1791-NA)	male	    11
Edwards, Peter	NA	     5
Edwards, Richard (1523-1566)	ambiguous	    15
Edwards, Samuel (1702-NA)	NA	     9
Edwards, Sydenham (1769-1819)	male	     1
Edwards, Thomas	NA	     4
Edwards, Thomas (1599-1647)	NA	    13
Edwards, Thomas (1633-1698)	NA	     1
Edwards, Thomas (1652-1721)	NA	     3
Edwards, Thomas (1691-1692)	NA	     1
Edwards, Thomas (1693-1699)	NA	     3
Edwards, Thomas (1699-1757)	NA	    11
Edwards, Thomas (1729-1785)	NA	     7
Edwards, Thomas (1739-1810)	NA	     5
Edwards, Thomas (1776-1810)	NA	     6
Edwards, Thomas (1798-NA)	NA	     1
Edwards, Timothy (1669-1758)	NA	     1
Edwards, William	ambiguous	     3
Edwards, William Embury (1759-1760)	ambiguous	     2
Edwart, John	NA	     1
Edwin, 	NA	     1
Edwin, John (1749-1790)	NA	     7
Edwin, John (1769-1805)	NA	     2
Edy, J (1780-1800)	NA	     1
Edzard, J E	NA	     2
Edzardi, Sebastian (1673-1736)	ambiguous	     1
Eed, Nich	male	     1
Eedes, John (1609-1667)	NA	     1
Eedes, Richard (1555-1604)	ambiguous	     2
Eedes, Richard (1555-1686)	ambiguous	     3
Eeds, Judith	ambiguous	     1
Eelbeck, Henry	ambiguous	     1
Eeles, Henry	ambiguous	     2
Eells, Edward (1713-1776)	NA	     2
Eells, Nathanael (1677-1750)	NA	     6
Eells, Nathanael (1711-1786)	NA	     1
Effingham, Thomas Howard (1747-1791)	ambiguous	     4
Efford, W	NA	     4
Egan, Anthony	NA	    10
Egan, Barnaby	NA	     1
Egan, Robert	ambiguous	     1
Egan, Terence (1737-1763)	ambiguous	     1
Egede, Hans (1686-1758)	NA	     1
Egelsham, John	NA	     1
Egelsham, Wells (NA-1786)	ambiguous	     1
Egerton, Charles (1694-1725)	ambiguous	     2
Egerton, Edward	NA	     1
Egerton, Henry (1688-1746)	ambiguous	     5
Egerton, John (1721-1787)	NA	     4
Egerton, John (1721-1795)	NA	     8
Egerton, Sarah Fyge	ambiguous	     6
Egerton, Stephen (1555-1621)	NA	    22
Egerton, Thomas	NA	     4
Eglesfield, Francis	ambiguous	     2
Eglesfield, James (1601-1602)	NA	     2
Egleton, J (1703-1714)	NA	     2
Egleton, Stephen (1779-1809)	NA	     5
Eglington, Timothy	NA	     3
Eglinton, Alexander Montgomerie (1723-1769)	ambiguous	     6
Eglisham, George (1612-1642)	ambiguous	     9
Egmond Van Der Nijenburg, Johannes Aegidius Van (1697-1747)	ambiguous	     1
Egmont, John Perceval (1711-1770)	male	    51
Egremont, George O'brien Wyndham (1751-1837)	ambiguous	     1
Ehret, Georg Dionysius (1708-1770)	ambiguous	     1
Einer, N (1620-1626)	NA	     8
Eisdell, Thomas	NA	     1
Eisenberg, Reis	ambiguous	     1
Eisenmenger, Johann Andreas (1654-1704)	ambiguous	     6
Eiston, John (NA-1791)	NA	     2
Eizat, David	ambiguous	     1
Eizat, Edward	NA	     5
Ekines, Thomas	NA	     1
El, M (1648-NA)	NA	     7
Elachistoteros, 	NA	     1
Eland, William	ambiguous	     6
Elborough, Jeremiah	NA	     1
Elborough, Robert	ambiguous	     1
Elborow, John	NA	     1
Elborow, Thomas	NA	     5
Elchies, Patrick Grant (1690-1754)	ambiguous	     2
Elci,  (NA-1703)	NA	     2
Elcock, Ephraim	NA	     1
Elcock, Nicolaus	NA	     1
Elder, George	ambiguous	     2
Elder, John (1542-1565)	NA	     2
Elder, John (1692-1779)	NA	     2
Elder, Thomas (1737-1799)	NA	     2
Elder, William (1680-1700)	ambiguous	     4
Elderfield, Christopher (1607-1652)	ambiguous	     4
Elderton, Edward	NA	     2
Elderton, William (1592-1592)	ambiguous	    18
Eldin, John Clerk (1757-1832)	male	     5
Eldred, Thomas (1615-NA)	NA	     1
Eldred, William (1563-NA)	ambiguous	     1
Eldridge, Daniel (1808-1809)	ambiguous	     1
Eldridge, Tho	male	     3
Elector, M a	NA	     2
Elencticus, Mercurius	NA	     1
Elestone, Sarah (NA-1678)	ambiguous	     1
Elford, Richard (NA-1714)	ambiguous	     1
Elford, Walter	ambiguous	     1
Elford, William (1749-1837)	ambiguous	     4
Elger, Christopher	ambiguous	     1
Elhuyar, Juan José De		     1
Elias, 	NA	     1
Elias, John (1659-NA)	NA	     3
Elibank, Patrick Murray (1703-1778)	ambiguous	     9
Elidad, 	NA	     1
Elies, Christian	ambiguous	     1
Eliezer, Yosef	male	     1
Elim, Abraham	ambiguous	     1
Eliot, Andrew (1718-1778)	NA	    14
Eliot, Andrew (1744-1805)	NA	     1
Eliot, Francis Perceval (1756-1818)	ambiguous	     7
Eliot, George	ambiguous	     3
Eliot, Gilbert (1651-1718)	NA	     1
Eliot, Jared (1685-1763)	ambiguous	    14
Eliot, John	NA	     4
Eliot, John (1592-1632)	NA	     1
Eliot, John (1604-1690)	NA	    21
Eliot, John (1754-1813)	NA	     4
Eliot, John (NA-1694)	NA	     1
Eliot, Joseph (1638-1694)	ambiguous	    25
Eliot, Margaret (NA-1675)	ambiguous	     1
Eliot, Robert (1669-1714)	ambiguous	     2
Eliot, Thomas	NA	    13
Eliott, Gulielmus	male	     1
Elisabeth,  (1129-1164)	ambiguous	     1
Elizabeth,  (1533-1603)	ambiguous	     9
Elizabeth, Consort Of Frederick I (1596-1662)	NA	     1
Elizabeth, Maria (1680-1741)	ambiguous	     1
Elkes, Richard	ambiguous	     1
Elking, Henry	ambiguous	     6
Ellam, Richard	ambiguous	     1
Ellenborough, Edward Law (1750-1818)	NA	     1
Ellery, Abraham Redwood (1773-1820)	ambiguous	     1
Ellery, William (1727-1820)	ambiguous	     1
Ellesby, James (1644-1645)	NA	    13
Ellesdon, John	NA	     1
Ellesmere, Thomas Egerton (1540-1617)	male	     4
Elletson, Roger Hope	ambiguous	     4
Ellia, Felix	NA	     1
Ellicott, Andrew (1754-1820)	NA	     7
Ellicott, John (1706-1772)	NA	     4
Ellington, Edward (1767-1793)	NA	     2
Elliot, Adam (NA-1700)	ambiguous	     2
Elliot, Alexander	ambiguous	     1
Elliot, Andrew (1728-1797)	NA	     1
Elliot, Archibald (NA-1723)	NA	     2
Elliot, C (1799-NA)	NA	     1
Elliot, Charles (1775-1790)	ambiguous	     5
Elliot, Charles Harrington	ambiguous	     1
Elliot, Christian	ambiguous	     2
Elliot, David (1775-NA)	ambiguous	     2
Elliot, Gilbert (1722-1777)	NA	     1
Elliot, Henry	ambiguous	     2
Elliot, James (1775-1839)	NA	     3
Elliot, John	NA	     3
Elliot, John (1736-1786)	NA	    17
Elliot, John (1747-1787)	NA	     3
Elliot, Mary	ambiguous	     1
Elliot, N	NA	     4
Elliot, Nathaniel (1705-1780)	NA	     2
Elliot, Philippus	male	     1
Elliot, Richard (NA-1788)	ambiguous	    27
Elliot, Robert	ambiguous	     6
Elliot, Thomas (NA-1751)	NA	     1
Elliot, William (1736-NA)	ambiguous	     5
Elliots, William	ambiguous	     1
Elliott, 	ambiguous	     4
Elliott, Clark (1732-1793)	NA	     3
Elliott, Edward	NA	     3
Elliott, George	ambiguous	     2
Elliott, John (1768-1824)	NA	     6
Elliott, Matthew (1739-1814)	ambiguous	     1
Elliott, Richard (1798-1799)	ambiguous	     2
Ellis, 	ambiguous	     5
Ellis, Asa	ambiguous	     1
Ellis, Benjamin	ambiguous	     1
Ellis, Charles Thomas	ambiguous	     1
Ellis, Clement (1630-1700)	ambiguous	    50
Ellis, Edward	NA	     1
Ellis, Evan	ambiguous	     1
Ellis, G	NA	     1
Ellis, George (1753-1815)	ambiguous	     7
Ellis, Henry (1721-1806)	ambiguous	     4
Ellis, Henry (1777-1869)	ambiguous	     2
Ellis, Humphrey (NA-1676)	NA	     3
Ellis, J (1750-1800)	NA	     9
Ellis, J J	NA	     1
Ellis, James (1769-1849)	NA	     1
Ellis, John	NA	     2
Ellis, John (1599-1665)	NA	     9
Ellis, John (1606-1681)	NA	     4
Ellis, John (1608-NA)	NA	     1
Ellis, John (1642-1738)	NA	     2
Ellis, John (1688-1768)	NA	     5
Ellis, John (1698-1790)	NA	     4
Ellis, John (1710-1776)	NA	     9
Ellis, John (NA-1728)	NA	     2
Ellis, Jonathan (1717-1785)	NA	     1
Ellis, Jonathan (1762-1827)	NA	     1
Ellis, Luther	NA	     1
Ellis, Michael	NA	     1
Ellis, Philip (1652-1726)	NA	    11
Ellis, Rees (1714-NA)	ambiguous	     1
Ellis, Thomas (1711-1792)	NA	     5
Ellis, Tobias	NA	    10
Ellis, W (1744-1745)	NA	     1
Ellis, W (1744-1785)	NA	     4
Ellis, W (1744-NA)	NA	     2
Ellis, William	ambiguous	    15
Ellis, William (1700-1758)	ambiguous	    69
Ellis, William (1709-1723)	ambiguous	     4
Ellis, William (1730-1801)	ambiguous	     4
Ellis, William (1747-1810)	ambiguous	     1
Ellison, Cuthbert (1683-1684)	NA	     2
Ellison, John (1693-1773)	NA	     1
Ellison, John (1693-1790)	NA	     4
Ellison, Nath (1737-1738)	NA	     1
Ellison, Nathan	NA	     1
Ellison, Nathanael (1656-1721)	NA	     4
Ellison, Richard	ambiguous	     1
Elliston, Ebenezor (NA-1720)	male	     1
Elliston, R W (1774-1831)	NA	     1
Ellsworth, Samuel (1718-1803)	NA	     8
Ellway, Thomas	NA	     1
Ellwood, Eleanor	female	     1
Ellwood, Mary (1623-1708)	ambiguous	     1
Ellwood, Thomas (1639-1713)	NA	    61
Ellyot, George	ambiguous	     1
Ellys, Anthony (1690-1761)	NA	    11
Ellys, Richard (1674-1742)	ambiguous	     1
Ellyson, John	NA	     1
Ellyson, Thomas	NA	     3
Ellythorp, Sebastian (NA-1695)	ambiguous	     1
Elmer, Ebenezer (1752-1843)	ambiguous	     1
Elmer, J	NA	     1
Elmer, Jonathan (1745-1817)	NA	     3
Elmer, Richard	ambiguous	     1
Elmeston, John	NA	     1
Elmgren, Johan	ambiguous	     1
Elmy, 	ambiguous	     3
Eloisa, 	female	     1
Elphick, John	NA	     1
