author	author_gender	Count
Hanbury, William (1725-1778)	ambiguous	     5
Hanby, Thomas (1733-1796)	NA	     2
Hancarville, Pierre D' (1719-1805)	NA	     3
Hanchet, R	NA	     1
Hanchett, Edward	NA	     1
Hanckwitz, J	NA	     1
Hancock, Blyth (1721-1795)	NA	     2
Hancock, Edward	NA	     1
Hancock, John	NA	     1
Hancock, John (1671-1752)	NA	     5
Hancock, John (1702-1744)	NA	     7
Hancock, John (1737-1793)	NA	     5
Hancock, Joseph (1697-1757)	ambiguous	     2
Hancock, Nathaniel	NA	     1
Hancock, Robert (1680-1686)	ambiguous	     3
Hancock, Thomas (1703-1764)	NA	     1
Hancock, Thomas Gregory	ambiguous	     4
Hancock, Thomas Saul (1697-1741)	NA	     1
Hancocke, John (NA-1728)	NA	    20
Hancorn, Frances	ambiguous	     1
Hancorne, Tho	male	     1
Hancox, James (1702-1769)	NA	     1
Hand, Edward (1744-1802)	NA	     1
Hand, Eminent (1731-NA)	NA	     4
Hand, English	ambiguous	     9
Hand, Farrell	ambiguous	     1
Hand, I	NA	     1
Hand, James	NA	     1
Handasyde, John	NA	     3
Handcock, William	ambiguous	     1
Handel, George Frideric (1685-1759)	ambiguous	    13
Handford, Thomas	NA	     1
Handley, James	NA	     6
Handley, Knightly	male	     1
Hands, Elizabeth	ambiguous	     1
Hands, John (1656-1739)	NA	     4
Hands, William	ambiguous	     2
Handsford, 	male	     1
Handson, Ralph	ambiguous	     1
Handson, Raph	ambiguous	     1
Handy, Gulielmus	male	     1
Handy, Hast	male	     1
Handy, John	NA	     1
Handy, W	NA	     2
Handyside, George (1723-NA)	ambiguous	     1
Hangar, G	NA	     1
Hanger, George (1751-1824)	ambiguous	     3
Hanger, Philip	NA	     1
Hanham, Elizabeth	ambiguous	     1
Hankey, Elizabeth	ambiguous	     1
Hankin, Edward (1747-1835)	NA	     3
Hanley, 	ambiguous	     4
Hanly, Roger	NA	     1
Hanmer, Jonathan (1606-1687)	NA	     3
Hanmer, Meredith (1543-1604)	ambiguous	     3
Hanmer, Thomas (1677-1746)	NA	     2
Hanna, John	NA	     2
Hannam, John	NA	     1
Hannam, Richard (NA-1656)	ambiguous	     1
Hannapes, Nicolas De (1225-1291)		     2
Hannay, Alexander (NA-1782)	ambiguous	     1
Hannay, James	NA	     1
Hannay, Patrick (NA-1629)	NA	     5
Hannay, Robert	ambiguous	    15
Hannay, Samuel	NA	     1
Hannekenius, Balthazar Meno	ambiguous	     1
Hannen, 	female	     1
Hannes, Edward (NA-1710)	NA	     2
Hannes, William (1680-1681)	ambiguous	     4
Hannis, Richard	ambiguous	     1
Hanno, 	ambiguous	     1
Hannott, James	NA	     1
Hanotel, Philippe (1600-1637)	NA	     1
Hanover, William	ambiguous	     3
Hansard, Hugh Josiah	NA	     4
Hansard, John	NA	     1
Hansard, William	ambiguous	     1
Hanscomb, James	NA	     1
Hanscome, Jacobus	NA	     1
Hansel, John George	ambiguous	     3
Hansford, Charles	ambiguous	     1
Hansley, John (NA-1666)	NA	     1
Hanson, 	NA	     1
Hanson, Alexander Contee (1749-1806)	ambiguous	     6
Hanson, Elizabeth (1684-1737)	ambiguous	     9
Hanson, James	NA	     1
Hanson, John (1604-NA)	NA	     5
Hanson, Robert (NA-1680)	ambiguous	     1
Hanson, Thomas (NA-1777)	NA	     1
Hanus, Josephus	NA	     1
Hanway, Jonas (1712-1786)	NA	   126
Hanway, Jonas (1712-1787)	NA	     1
Hanway, Joseph	ambiguous	     1
Hanway, Mary Ann	ambiguous	     4
Hanway, William	ambiguous	     1
Happer, Thomas	NA	     1
Harben, Charles	ambiguous	     1
Harbert, T	NA	     1
Harbin, George	ambiguous	     3
Harbin, Thomas (NA-1737)	NA	     2
Harborne, John (1581-1582)	NA	     1
Harbotle, Henry	ambiguous	     1
Harby, Job	NA	     3
Harby, Thomas	NA	    10
Harchies, Josse De (NA-1580)		     1
Harcourt Of Stanton Harcourt, Simon (1661-1727)	ambiguous	     9
Harcourt, Daniel	ambiguous	     3
Harcourt, Edward (1757-1847)	NA	     3
Harcourt, James (1680-1739)	NA	     4
Harcourt, Richard	ambiguous	     1
Harcourt, Robert (1574-1631)	ambiguous	     2
Harcourt, Simon (1603-1642)	ambiguous	     1
Harcourt, Simon (1661-1727)	ambiguous	     4
Hard, Jean (1762-1802)	ambiguous	     2
Hardcastle, Thomas (NA-1678)	NA	     2
Hardesty, John	NA	     1
Hardham, John (NA-1772)	NA	     1
Hardie, David	ambiguous	     4
Hardie, F	NA	     1
Hardie, James (1758-1826)	NA	    12
Hardiman, Marcus	NA	     1
Harding, Bernard	ambiguous	     1
Harding, Edward (1755-1840)	NA	     1
Harding, Elizabeth	ambiguous	     2
Harding, John (1620-1719)	NA	     1
Harding, John (1678-1719)	NA	     9
Harding, Nathanael	NA	     3
Harding, Ralph	ambiguous	     1
Harding, Robert (1706-1767)	ambiguous	     2
Harding, Samuel (NA-1755)	NA	    10
Harding, Samuel (NA-1782)	NA	    11
Harding, Sylvester (1745-1809)	ambiguous	     4
Harding, T	NA	     1
Harding, Thomas	NA	     1
Harding, Thomas (1516-1572)	NA	     7
Harding, Thomas (1762-NA)	NA	     1
Harding, Thomas (1770-1788)	NA	     3
Harding, William	ambiguous	     1
Hardinge, G (NA-1713)	NA	     2
Hardinge, George (1743-1816)	ambiguous	    14
Hardinge, Nicholas (1699-1758)	NA	     4
Hardingham, John	NA	     1
Hardisway, 	NA	     2
Hardman, Zechariah	NA	     1
Hardmeat, Tobias (NA-1703)	NA	     1
Hardon, William	ambiguous	     1
Hardouin, Jean (1646-1729)	ambiguous	     3
Hardres, Thomas (1610-1681)	NA	     2
Hardress, Waller (1604-1666)	male	     1
Hardwick, George (1768-NA)	ambiguous	     1
Hardwick, Humphrey (1601-1602)	NA	     2
Hardwick, William	ambiguous	     2
Hardwicke, Philip Yorke (1690-1764)	male	     7
Hardwicke, Philip Yorke (1720-1790)	male	     3
Hardwicke, Philip Yorke (1757-1834)	male	     2
Hardy, 	ambiguous	     1
Hardy, Henry	ambiguous	     1
Hardy, J	NA	    10
Hardy, James (NA-1805)	NA	     4
Hardy, John (1678-1708)	NA	     1
Hardy, John (1678-1796)	NA	     2
Hardy, John (1678-NA)	NA	     3
Hardy, Julius (1763-1816)	NA	     1
Hardy, Nathaniel (1618-1670)	NA	    54
Hardy, Richard (NA-1827)	ambiguous	     2
Hardy, Robert (1766-1843)	ambiguous	     2
Hardy, Samuel	NA	     1
Hardy, Samuel (1636-1691)	NA	    15
Hardy, Samuel (1719-1793)	NA	     9
Hardy, Thomas (1666-1732)	NA	     1
Hardy, Thomas (1748-1798)	NA	     9
Hardy, Thomas (1752-1832)	NA	    24
Hardy, Thos	male	     1
Hardy, William	ambiguous	     3
Hardyng, John (1378-1465)	NA	     2
Hare, Francis (1671-1740)	ambiguous	   110
Hare, Hugh (1668-1707)	NA	     2
Hare, James (1782-1808)	NA	     3
Hare, James (1782-1809)	NA	     1
Hare, James (1782-NA)	NA	     1
Hare, John	NA	     5
Hare, M	NA	     1
Hare, Thomas (NA-1762)	NA	     2
Harel, Maximilien-marie (1749-1823)	NA	     1
Haren, Jean	ambiguous	     2
Haren, Onno Zwier Van (1713-1779)	ambiguous	     6
Haren, Willem Van	ambiguous	     1
Hareward, John	NA	     1
Harewood, Edwin Lascelles (1713-1795)	male	     1
Harflete, Henry (1653-NA)	ambiguous	    10
Harford, 	NA	     1
Harford, Emanuel (1640-1706)	NA	     1
Harford, Ralph	ambiguous	     2
Harford, Robert (1677-1680)	ambiguous	     1
Hargrave, A	NA	     1
Hargrave, Francis (1741-1821)	ambiguous	    13
Hargrave, Henry	ambiguous	     1
Hargrave, John (1697-1721)	NA	     1
Hargraves, James (NA-1741)	NA	     2
Hargreaves, J	NA	     1
Hargreaves, John	NA	     1
Hargreaves, Robert (1713-1754)	ambiguous	     1
Hargrove, Ely (1742-1818)	ambiguous	     6
Hargrove, John (1750-1839)	NA	     2
Harikaṇa, 	NA	     1
Harington, Anne (NA-1620)	ambiguous	     1
Harington, Edward (1753-1807)	NA	     3
Harington, Henry (1642-1816)	ambiguous	     1
Harington, Henry (1727-1816)	ambiguous	     2
Harington, John (1560-1612)	NA	    20
Hariot, Alexander	ambiguous	     1
Harison, Francis	ambiguous	     2
Harison, William (1685-1713)	ambiguous	     4
Harizi, Judah Ben Solomon	ambiguous	     1
Harker, Ahimaaz (NA-1768)	NA	     1
Harker, Samuel (NA-1768)	NA	     2
Harkness, James	NA	     1
Harkness, Walter (1771-1811)	ambiguous	     1
Harknesse, John	NA	     1
Harland, S	NA	     1
Harlay De Champvallon, François De (1625-1695)		     1
Harle, Jonathan (NA-1729)	NA	     2
Harle, Joshua	ambiguous	     1
Harlequin, 	female	     1
Harley, Edward (1624-1700)	NA	     3
Harley, Edward (1664-1735)	NA	     5
Harley, George Davies (NA-1811)	ambiguous	     4
Harley, John (1758-1760)	NA	     2
Harley, M	NA	     8
Harley, Robert (1661-1724)	ambiguous	    11
Harley, Thomas (1730-1804)	NA	     6
Harley, William (1699-1704)	ambiguous	     1
Harlow, 	ambiguous	     1
Harlow, Elizabeth (1789-NA)	ambiguous	     2
Harlow, Lawrence	ambiguous	     9
Harlowe, Pedaell	NA	     1
Harman, Ephraim	NA	     1
Harman, Isaac	NA	     4
Harman, John (NA-1776)	NA	     3
Harman, Thomas (1567-NA)	NA	     5
Harman, Wentworth	NA	     1
Harmar, John (1594-1670)	NA	    16
Harmar, Josiah (1753-1813)	NA	     1
Harmar, Samuel	NA	     1
Harmer, John	NA	     4
Harmer, Thomas (1714-1788)	NA	    10
Harmless, Timothy	NA	     1
Harmodius, 	NA	     1
Harmon, Nathaniel (1713-1792)	NA	     1
Harold, Edmund Von	ambiguous	     1
Harold, Thomas	NA	     2
Harper, Andrew (NA-1790)	NA	     2
Harper, Anne	ambiguous	     1
Harper, Charles (1753-NA)	ambiguous	     2
Harper, Elizabeth (1734-NA)	ambiguous	     3
Harper, Henry-william	NA	     1
Harper, John (1683-1754)	NA	     3
Harper, John Adams (1779-1816)	NA	     1
Harper, Robert Goodloe (1765-1825)	ambiguous	    51
Harper, Samuel (1737-NA)	NA	     2
Harper, T	NA	     1
Harper, Thomas (NA-1788)	NA	     4
Harper, Walter	ambiguous	     2
Harper, William	ambiguous	     9
Harpley, T	NA	     2
Harpsfield, John (1516-1578)	NA	     2
Harpur, John	NA	     1
Harpur, Singleton	male	     2
Harr, Jo	ambiguous	     1
Harrab, Thomas	NA	     1
Harraden, Richard Bankes (1778-1862)	ambiguous	     5
Harral, T (NA-1853)	NA	     1
Harreott, George	ambiguous	     1
Harries, Georgius	male	     1
Harries, Rowland	male	     2
Harries, Solomon (1726-1785)	NA	     2
Harries, Walter	ambiguous	     1
Harries, William (NA-1770)	ambiguous	     3
Harrington, James	NA	     1
Harrington, James (1607-1680)	NA	     4
Harrington, James (1611-1677)	NA	    28
Harrington, James (1664-1693)	NA	     8
Harrington, John (1713-1757)	NA	     2
Harrington, Joseph (1714-NA)	ambiguous	     4
Harrington, Richard	ambiguous	     1
Harrington, Robert (1751-1837)	ambiguous	     8
Harrington, S	NA	     5
Harrington, Sir James	male	     1
Harrington, Thomas	NA	     1
Harrington, Timothy (1715-1795)	NA	     3
Harrington, William (NA-1523)	ambiguous	     4
Harrington, William Stanhope (1690-1756)	ambiguous	     1
Harriot, Thomas (1560-1621)	NA	     3
Harriott, John (1745-1817)	NA	     3
Harris,  (1775-NA)	ambiguous	    17
Harris, Ann	NA	     1
Harris, Anthony	NA	     1
Harris, B	NA	     1
Harris, Benjamin (NA-1716)	ambiguous	    19
Harris, Catherine	ambiguous	     1
Harris, Charles	ambiguous	     1
Harris, Daniel (1692-1746)	ambiguous	     1
Harris, Edmond	NA	     1
Harris, Edward (1587-1590)	NA	     2
Harris, Evan (1794-NA)	ambiguous	     1
Harris, Fran	male	     1
Harris, Francis	ambiguous	     1
Harris, George (1722-1796)	ambiguous	     2
Harris, Heman	male	     1
Harris, Henry	ambiguous	     1
Harris, Henry (1689-1729)	ambiguous	     2
Harris, Henry (1702-1704)	ambiguous	     1
Harris, Henry (1759-1822)	ambiguous	     1
Harris, Henry (1790-NA)	ambiguous	     1
Harris, Higgins	ambiguous	     3
Harris, Howell (1714-1773)	male	     5
Harris, James (1709-1780)	NA	    29
Harris, John	NA	    10
Harris, John (1647-NA)	NA	     3
Harris, John (1667-1719)	NA	    59
Harris, John (1669-1670)	NA	     1
Harris, John (1679-1738)	NA	     5
Harris, John (1690-NA)	NA	     2
Harris, John (1693-NA)	NA	     1
Harris, John (1764-NA)	NA	     1
Harris, John (1775-NA)	NA	     2
Harris, John (NA-1660)	NA	     1
Harris, Joseph (1650-1715)	ambiguous	    18
Harris, Joseph (1704-1764)	ambiguous	    17
Harris, Joseph (1757-1789)	ambiguous	     2
Harris, Joseph (1773-1825)	ambiguous	     1
Harris, Joseph (NA-1814)	ambiguous	     1
Harris, Josiah	NA	     1
Harris, Katherine (1687-1701)	ambiguous	     4
Harris, Malachi (1606-1684)	ambiguous	     1
Harris, Mary (1706-1707)	ambiguous	     2
Harris, Matthias (1718-1773)	male	     1
Harris, Moses (1730-1788)	ambiguous	    15
Harris, Paul (1573-1635)	ambiguous	     7
Harris, R (NA-1795)	NA	     7
Harris, Renatus (1640-1715)	male	     2
Harris, Richard (NA-1613)	ambiguous	     3
Harris, Richardus	male	     1
Harris, Robert (1581-1658)	ambiguous	    64
Harris, Samuel (1682-1734)	NA	     4
Harris, Samuel (1682-1738)	NA	     4
Harris, Thaddeus Mason (1768-1842)	ambiguous	    21
Harris, Tho (1688-NA)	male	     1
Harris, Thomas	NA	     5
Harris, Thomas (1593-1614)	NA	     1
Harris, Thomas (1712-1755)	NA	     5
Harris, Thomas (NA-1820)	NA	     5
Harris, Timothy (1715-1722)	NA	    12
Harris, Tucker (1747-1821)	NA	     1
Harris, W	NA	     1
Harris, Walter	ambiguous	     4
Harris, Walter (1647-1732)	ambiguous	    15
Harris, Walter (1686-1761)	ambiguous	     7
Harris, Walter (1761-1843)	ambiguous	     1
Harris, William	ambiguous	     2
Harris, William (1675-1740)	ambiguous	    46
Harris, William (1720-1770)	ambiguous	    10
Harris, William (1765-1829)	ambiguous	     3
Harris, William (1768-1775)	ambiguous	     2
Harris, William (1769-NA)	ambiguous	     1
Harris, William (NA-1770)	ambiguous	     1
Harrisius, Bernardus	ambiguous	     1
Harrison,  (1748-1810)	NA	    22
Harrison, Amos	ambiguous	     8
Harrison, Conyers	ambiguous	     4
Harrison, David	ambiguous	     2
Harrison, Edward (1766-1838)	NA	     5
Harrison, Elizabeth (1724-1756)	ambiguous	     3
Harrison, Francis	ambiguous	     1
Harrison, George (1747-1827)	ambiguous	     3
Harrison, Gustavus	NA	     1
Harrison, H	NA	     1
Harrison, Henry (1610-1690)	ambiguous	     1
Harrison, Henry (1610-1692)	ambiguous	     5
Harrison, Jackson	NA	     1
Harrison, James (1547-NA)	NA	     1
Harrison, John	NA	     9
Harrison, John (1610-1638)	NA	     4
Harrison, John (1610-1698)	NA	     1
Harrison, John (1693-1776)	NA	    12
Harrison, John (1705-1750)	NA	     1
Harrison, John (1761-1833)	NA	     2
Harrison, John (1784-1792)	NA	     2
Harrison, Joseph	ambiguous	     5
Harrison, Joseph (1669-1753)	ambiguous	     7
Harrison, Joseph (1734-1779)	ambiguous	    12
Harrison, Luke	NA	     1
Harrison, Martha	ambiguous	     2
Harrison, Mary	ambiguous	     2
Harrison, Michael	NA	     6
Harrison, R	NA	     5
Harrison, Richard	ambiguous	     2
Harrison, Richard (1735-1793)	ambiguous	     9
Harrison, Richard (1750-NA)	ambiguous	     1
Harrison, Richard (1762-1824)	ambiguous	     3
Harrison, Richard (NA-1781)	ambiguous	     1
Harrison, Robert	ambiguous	     1
Harrison, Robert (1621-NA)	ambiguous	     1
Harrison, Robert (1648-1672)	ambiguous	     2
Harrison, Robert (NA-1585)	ambiguous	     3
Harrison, Robert Hanson (1745-1790)	ambiguous	     2
Harrison, Samuel (1760-1812)	NA	     4
Harrison, Sarah (1733-1777)	ambiguous	    11
Harrison, Sedgwick (1683-1727)	male	     2
Harrison, Stephen	NA	     2
Harrison, Susannah (1752-1784)	female	     7
Harrison, T (1683-1711)	NA	     4
Harrison, Theophilus	NA	     1
Harrison, Thomas	NA	     4
Harrison, Thomas (1606-1660)	NA	     1
Harrison, Thomas (1619-1682)	NA	    14
Harrison, Thomas (1667-1702)	NA	     1
Harrison, Thomas (1693-1745)	NA	    14
Harrison, Thomas (1699-1765)	NA	     2
Harrison, Thomas (1700-NA)	NA	     3
Harrison, Walter	ambiguous	     3
Harrison, William	ambiguous	     3
Harrison, William (1701-NA)	ambiguous	     1
Harrison, William (1702-1704)	ambiguous	     2
Harrison, William (NA-1625)	ambiguous	    10
Harriss, Charles	ambiguous	     2
Harrisson, John (1689-NA)	NA	     2
Harrod, 	male	     1
Harrod, W (NA-1819)	NA	     3
Harrod, William (NA-1805)	ambiguous	     1
Harrold, E	NA	     4
Harrold, Edmundus	NA	     1
Harrold, Thomas	NA	     1
Harrop, B	NA	     1
Harrop, Edward Atkins	ambiguous	     1
Harrop, Joseph (1727-1804)	ambiguous	     1
Harrops, Samuel	NA	     1
Harrower, Robert	ambiguous	     1
Harrower, William	ambiguous	     1
Harry, George Owen	ambiguous	     1
Harsnet, Samuel	NA	     1
Harsnett, Adam (1579-1639)	ambiguous	     8
Harsnett, Samuel (1561-1631)	NA	     4
Harst, De		     1
Hart, Alexander (1640-NA)	ambiguous	     1
Hart, Cheney (1726-1784)	ambiguous	     2
Hart, Christian	ambiguous	     1
Hart, Edward (1672-1798)	NA	     4
Hart, Edward (1782-1798)	NA	     1
Hart, Henry (1549-NA)	ambiguous	     5
Hart, J (1712-1768)	NA	    22
Hart, James (1663-1729)	NA	     7
Hart, John	NA	   116
Hart, John (1682-1731)	NA	     1
Hart, John (1694-1695)	NA	     1
Hart, John (NA-1574)	NA	     2
Hart, John (NA-1791)	NA	     1
Hart, Levi (1738-1808)	ambiguous	    16
Hart, Margaret	ambiguous	     1
Hart, Moses	ambiguous	     1
Hart, Oliver (1723-1795)	ambiguous	     5
Hart, Richard (1726-1727)	ambiguous	     2
Hart, Samuel (1720-1783)	NA	     1
Hart, Thomas (1629-1704)	NA	     2
Hart, William	ambiguous	     2
Hart, William (1713-1784)	ambiguous	    12
Hart, William (1746-1817)	ambiguous	     2
Hart, William Nevile	ambiguous	     1
Hartcliffe, John (1651-1712)	NA	     8
Hartcup, Thomas	NA	     1
Harte, Walter (1709-1774)	ambiguous	    21
Hartgill, George	ambiguous	     4
Hartigan, William (1763-1812)	ambiguous	     1
Hartland, J C C A	NA	     1
Hartley, 	ambiguous	     2
Hartley, Christopher (NA-1789)	ambiguous	     1
Hartley, David (1705-1757)	ambiguous	    18
Hartley, David (1731-1813)	ambiguous	    71
Hartley, J	NA	     3
Hartley, James (1714-NA)	NA	     1
Hartley, James (1745-1799)	NA	     1
Hartley, James (NA-1780)	NA	     3
Hartley, John	NA	     2
Hartley, John (1697-1709)	NA	     5
Hartley, John (1733-1734)	NA	     3
Hartley, John (NA-1724)	NA	     4
Hartley, Ralph	ambiguous	     2
Hartley, Richard (1688-NA)	ambiguous	     1
Hartley, Thomas	NA	     1
Hartley, Thomas (1708-1784)	NA	    16
Hartley, Thomas (1748-1800)	NA	     1
Hartley, William	ambiguous	     4
Hartley, Winchcombe Henry (1740-1794)	ambiguous	     3
Hartlib, Samuel (NA-1662)	NA	    26
Hartly, John	NA	     1
Hartman, Franciscus	NA	     1
Hartman, G	NA	     7
Hartman, George	ambiguous	     1
Hartmann, Henrich	ambiguous	     1
Hartmann, Johann (1568-1631)	ambiguous	     1
Hartmann, Philipp Jacob (1648-1707)	NA	     1
Hartpole, George	ambiguous	     2
Hartpole, Robert	ambiguous	     2
Hartred, John	NA	     1
Hartson, Hall (NA-1773)	NA	    13
Hartstonge, R	NA	     2
Harttun, James	NA	     1
Hartwel, W	NA	     2
Hartwell, Abraham (1542-NA)	ambiguous	     1
Hartwell, Brodrick	male	     1
Harvest, George (1715-1780)	ambiguous	     8
Harvey, 	NA	     1
Harvey, Andrew (1722-NA)	NA	     1
Harvey, August William	ambiguous	     1
Harvey, Christopher (1597-1602)	ambiguous	     1
Harvey, Christopher (1597-1663)	ambiguous	    19
Harvey, Edmund (1594-1673)	NA	     4
Harvey, Edward	NA	     1
Harvey, Francis (1686-1733)	ambiguous	     1
Harvey, Gabriel (1550-1631)	ambiguous	    11
Harvey, Gideon (1640-1700)	NA	    41
Harvey, James	NA	     3
Harvey, Jane	ambiguous	     2
Harvey, John	NA	     3
Harvey, John (1564-1592)	NA	     5
Harvey, John (1702-1729)	NA	    10
Harvey, John (1725-1775)	NA	     1
Harvey, Paul	ambiguous	     1
Harvey, Peter (1666-1667)	NA	     1
Harvey, Richard (1560-1623)	ambiguous	    13
Harvey, Samuel	NA	     1
Harvey, William	ambiguous	     2
Harvey, William (1578-1657)	ambiguous	    13
Harvey, William (1647-NA)	ambiguous	     1
Harvey, William (1657-1705)	ambiguous	     3
Harvey, William (1750-1819)	ambiguous	     1
Harvie, Elizabeth	ambiguous	     1
Harvie, John (1710-1770)	NA	     1
Harvie, Katharine	NA	     2
Harvie, Mary	ambiguous	     4
Harvie, Robert	ambiguous	     1
Harvie, Thomas	NA	     2
Harvy, John	NA	     1
Harvye, John	NA	     1
Harward,  (1700-1736)	male	     2
Harward, Michael	NA	     1
Harward, Simon (1572-1614)	ambiguous	     7
Harward, Thomas	NA	     1
Harwin, William	ambiguous	     1
Harwood, 	NA	     2
Harwood, Busick (1745-1814)	NA	     5
Harwood, Charlotte	female	     1
Harwood, Edward (1586-1632)	NA	     2
Harwood, Edward (1729-1794)	NA	    27
Harwood, Frances	ambiguous	     1
Harwood, James	NA	     8
Harwood, John	NA	     7
Harwood, John Edmund (1771-1809)	NA	     1
Harwood, Louisa	female	     2
Harwood, Richard (NA-1669)	ambiguous	     2
Harwood, Thomas (1767-1842)	NA	     5
Hascard, Gregory	ambiguous	    11
Hasclock, John	NA	     1
Haselden, Thomas (NA-1740)	NA	    36
Hasell, John	NA	     1
Hasell, William Soranzo (1780-1815)	ambiguous	     1
Haseltine, Ebenezer (1755-1813)	ambiguous	     1
Hasenclever, Francis	ambiguous	     1
Hashman, Jacob	NA	     1
Haskett, Elias (1670-1739)	NA	     1
Haskey, Henry	ambiguous	     1
Haskins, John	NA	     1
Haslam, John (1690-1773)	NA	     1
Haslam, John (1764-1844)	NA	     1
Haslam, P (1790-NA)	NA	     1
Hasledine, William (1713-1773)	ambiguous	     3
Hasleham, Edward	NA	     1
Haslerig, Sir Arthur	male	     1
Hasleton, Richard	ambiguous	     2
Haslewood, Francis	ambiguous	     8
Haslewood, John (1647-NA)	NA	     5
Haslewood, Joseph (1769-1833)	ambiguous	     5
Haslingden, John	NA	     2
Haslock, John	NA	     1
Hassal, George	ambiguous	     1
Hassall, Charles	ambiguous	     2
ḥassan, Avraham	male	     1
Hassard, Robert	ambiguous	     1
Hassel, Anne	ambiguous	     1
Hassell, J (NA-1825)	NA	     2
Hassell, Samuel (1719-NA)	NA	     1
Hassell, Thomas (NA-1836)	NA	     1
Hasselquist, Fredric (1722-1752)	male	     1
Hasted, Edward (1732-1812)	NA	     5
Hastie, John	NA	     1
Hastie, William	ambiguous	     1
Hastings, Elizabeth (1682-1739)	ambiguous	     1
Hastings, Francis (NA-1610)	ambiguous	     3
Hastings, Francis Rawdon-hastings (1754-1826)	ambiguous	     6
Hastings, John	NA	     1
Hastings, Theophilus Henry	ambiguous	     1
Hastings, Thomas (1740-1801)	NA	     3
Hastings, Warren (1732-1818)	ambiguous	    45
Hastler, Thomas	NA	     3
Haswell, Anthony (1756-1816)	NA	     7
Haswell, John	NA	     4
Haswell, William	ambiguous	     3
Hatch, 	NA	     2
Hatch, John (1646-NA)	NA	     1
Hatchard, John (1769-1849)	NA	     1
Hatcher, Robert	ambiguous	     3
Hatchett, Charles (1765-1847)	ambiguous	     4
Hatchett, William (1730-1741)	ambiguous	    16
Hatfield, Jane	ambiguous	     1
Hatfield, John (1758-1803)	NA	     1
Hatfield, Leonard	ambiguous	     1
Hathaway, Richard	ambiguous	     2
Hathorn, Hugh	NA	     2
Hathorn, Humphrey	NA	     1
Hathorn, John	NA	     1
Haththorn, Hugh	NA	     3
Hātifī,  (1520-1521)	NA	     1
Hatrell, Henry	ambiguous	     1
Hatsell, Henry (NA-1762)	ambiguous	     1
Hatsell, John (1743-1820)	NA	     8
Hatt, Francis (NA-1767)	ambiguous	     1
Hatt, Martha Arundel	ambiguous	     6
Hatterfly, Josiah	NA	     1
Hatton, Ann Julia (1764-1838)	ambiguous	     2
Hatton, Christopher (1540-1591)	ambiguous	     3
Hatton, Edward (1664-NA)	NA	    51
Hatton, Elizabeth (1578-1646)	ambiguous	     1
Hatton, George Finch (1747-1823)	ambiguous	     1
Hatton, Henry Charles (1700-1760)	ambiguous	     1
Hatton, Thomas (1757-1774)	NA	     5
Hattrick, James	NA	     1
Hatwell, Benjamin	ambiguous	     1
Hatzfeld, John Conrad Francis De		     1
Haudicquer De Blancourt, Jean (1650-NA)	ambiguous	     1
Haugh, Jean	ambiguous	     1
Haughton, Edward	NA	     1
Haughton, Tho	male	     1
Haughton, William (NA-1605)	ambiguous	     3
Haukes, Charles	ambiguous	     1
Haukes, Edward	NA	     1
Hauksbee, Francis (1666-1713)	ambiguous	     2
Hauksbee, Francis (1687-1763)	ambiguous	     5
Hauksbee, Francis (1701-1702)	ambiguous	     1
Hauskins, Thomas	NA	     1
Haussner, Friedrich Wilhelm	male	     2
Hausted, Peter (NA-1645)	NA	     9
Hauthorndean, 	NA	     1
Hauxley, Edward	NA	     1
Havard,  (1710-1778)	male	    19
Havard, Neast	NA	     2
Havelock, 	male	     1
Haven, Elias (1714-1754)	NA	     2
Haven, Jason (1733-1803)	ambiguous	    12
Haven, Samuel (1727-1806)	NA	    15
Haven, Samuel (1771-1847)	NA	     1
Haven, Thomas (1744-1782)	NA	     1
Havenreuter, Johann Ludwig (1548-1618)	ambiguous	     2
Havers, Clopton (NA-1702)	ambiguous	     2
Haversham, John Thompson (1647-1710)	male	    44
Haversham, Martha Thompson (1647-1724)	ambiguous	     1
Haversham, Maurice Thompson (1675-1745)	ambiguous	     1
Havett, John (NA-1714)	NA	     1
Haviland, Matthew	ambiguous	     1
Haviland, William (1718-1784)	ambiguous	     1
Haward, Jeremiah	NA	     2
Haward, Lazarus	male	     7
Haward, Samuel	NA	     4
Hawarden, Edward (1662-1735)	NA	    15
Haweis, Thomas (1734-1820)	NA	    44
Hawes, Edward (1589-1590)	NA	     1
Hawes, Francis	ambiguous	     2
Hawes, John (1754-NA)	NA	     2
Hawes, Nathanael	NA	     1
Hawes, Richard (1767-NA)	ambiguous	     2
Hawes, Robert (1665-1731)	ambiguous	     2
Hawes, Robert (1774-1793)	ambiguous	    10
Hawes, Stephen (NA-1523)	NA	    14
Hawes, Thomas	NA	     1
Hawes, William (1698-1710)	ambiguous	     7
Hawes, William (1736-1808)	ambiguous	    14
Hawke Of Towton, Cassandra (1746-1813)	NA	     3
Hawke, Edward (1705-1781)	NA	     2
Hawke, Michael	NA	     4
Hawke, William (NA-1774)	ambiguous	     3
Hawker, Essex (1723-1729)	male	     3
Hawker, Robert (1753-1827)	ambiguous	    31
Hawkes, 	NA	     1
Hawkes, Thomas (NA-1555)	NA	     2
Hawkesworth, John (1715-1773)	NA	    43
Hawkesworth, John (1799-1773)	NA	     1
Hawkesworth, John (NA-1773)	NA	     1
Hawkesworth, Walter (NA-1606)	ambiguous	     1
Hawkins, Aaron	NA	     3
Hawkins, Charles	ambiguous	     1
