original	gatherings.original	width.original	height.original	obl.original	gatherings	width	height	obl	area	Count
10 x 7 cm.	NA	 7.0	10.0	FALSE	NA	 7.0	10.0	NA	  70.00	     1
44 x 54 cm.	NA	44.0	54.0	FALSE	NA	44.0	54.0	NA	2376.00	     1
47 x 44 cm.	NA	44.0	47.0	FALSE	NA	44.0	47.0	NA	2068.00	     1
59 x 49 cm.	NA	49.0	59.0	FALSE	NA	49.0	59.0	NA	2891.00	     1
14 x 19 cm.	NA	14.0	19.0	FALSE	NA	14.0	19.0	NA	 266.00	     1
40 x 17 cm.	NA	17.0	40.0	FALSE	NA	17.0	40.0	NA	 680.00	     1
45 x 19 cm.	NA	19.0	45.0	FALSE	NA	19.0	45.0	NA	 855.00	     1
41 x 15 cm.	NA	15.0	41.0	FALSE	NA	15.0	41.0	NA	 615.00	     1
54 x 33 cm.	NA	33.0	54.0	FALSE	NA	33.0	54.0	NA	1782.00	     1
4to (24 cm.)	4to	NA	24.0	FALSE	4to	19.0	24.0	 0	 456.00	     1
50 x 22 cm.	NA	22.0	50.0	FALSE	NA	22.0	50.0	NA	1100.00	     1
58 x 48 cm.	NA	48.0	58.0	FALSE	NA	48.0	58.0	NA	2784.00	     1
30 x 26 cm.	NA	26.0	30.0	FALSE	NA	26.0	30.0	NA	 780.00	     1
41 x 20 cm.	NA	20.0	41.0	FALSE	NA	20.0	41.0	NA	 820.00	     1
45 x 14 cm.	NA	14.0	45.0	FALSE	NA	14.0	45.0	NA	 630.00	     1
38 x 14 cm.	NA	14.0	38.0	FALSE	NA	14.0	38.0	NA	 532.00	     1
50 x 24 cm.	NA	24.0	50.0	FALSE	NA	24.0	50.0	NA	1200.00	     1
49 x 19 cm.	NA	19.0	49.0	FALSE	NA	19.0	49.0	NA	 931.00	     1
43 x 15 cm.	NA	15.0	43.0	FALSE	NA	15.0	43.0	NA	 645.00	     1
25 x 12 cm.	NA	12.0	25.0	FALSE	NA	12.0	25.0	NA	 300.00	     1
53 x 38 cm.	NA	38.0	53.0	FALSE	NA	38.0	53.0	NA	2014.00	     1
19 x 18 cm.	NA	18.0	19.0	FALSE	NA	18.0	19.0	NA	 342.00	     1
16 cm. (12mo & 8vo)	NA	NA	16.0	FALSE	NA	11.0	16.0	NA	 176.00	     1
30 x 38 cm.	NA	30.0	38.0	FALSE	NA	30.0	38.0	NA	1140.00	     1
44 x 24 cm.	NA	24.0	44.0	FALSE	NA	24.0	44.0	NA	1056.00	     1
63 x 44 cm.	NA	44.0	63.0	FALSE	NA	44.0	63.0	NA	2772.00	     1
65 x 44 cm.	NA	44.0	65.0	FALSE	NA	44.0	65.0	NA	2860.00	     1
58 x 47 cm.	NA	47.0	58.0	FALSE	NA	47.0	58.0	NA	2726.00	     1
53 x 46 cm.	NA	46.0	53.0	FALSE	NA	46.0	53.0	NA	2438.00	     1
57 x 44 cm.	NA	44.0	57.0	FALSE	NA	44.0	57.0	NA	2508.00	     1
48 x 22 cm.	NA	22.0	48.0	FALSE	NA	22.0	48.0	NA	1056.00	     1
40 x 29 cm.	NA	29.0	40.0	FALSE	NA	29.0	40.0	NA	1160.00	     1
33.8 x 19.7 cm.	NA	19.7	33.8	FALSE	NA	19.7	33.8	NA	 665.86	     1
46 x 27 cm.	NA	27.0	46.0	FALSE	NA	27.0	46.0	NA	1242.00	     1
63 x 50 cm.	NA	50.0	63.0	FALSE	NA	50.0	63.0	NA	3150.00	     1
34 x 22 cm. broadside.	1to	22.0	34.0	FALSE	1to	22.0	34.0	 0	 748.00	     1
56 x 43 cm.	NA	43.0	56.0	FALSE	NA	43.0	56.0	NA	2408.00	     1
34 x 15 cm.	NA	15.0	34.0	FALSE	NA	15.0	34.0	NA	 510.00	     1
47 x 26 cm.	NA	26.0	47.0	FALSE	NA	26.0	47.0	NA	1222.00	     1
13 x 14 cm.	NA	13.0	14.0	FALSE	NA	13.0	14.0	NA	 182.00	     1
41 x 43 cm.	NA	41.0	43.0	FALSE	NA	41.0	43.0	NA	1763.00	     1
42 x 25.5cm.	NA	25.5	42.0	FALSE	NA	25.5	42.0	NA	1071.00	     1
40 x 19 cm.	NA	19.0	40.0	FALSE	NA	19.0	40.0	NA	 760.00	     1
obl.1.̊	1to	NA	NA	 TRUE	1to	90.0	60.0	 1	5400.00	     1
12⁰upd.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ and 1⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
Obl.1⁰.	1to	NA	NA	 TRUE	2fo	90.0	60.0	 1	5400.00	     1
4⁰and2⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl1/2⁰.	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
Long12⁰.	12long	NA	NA	FALSE	12long	13.0	20.0	 0	 260.00	     1
long 16⁰.	16long	NA	NA	FALSE	16long	14.0	18.0	 0	 252.00	     1
1 /4⁰.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
64.	64mo	NA	NA	FALSE	64mo	 5.0	 7.0	 0	  35.00	     1
1776.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
9⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
2⁰ & 4⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
2⁰&8⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
12⁰ & 8⁰	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1800.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2⁰&1⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl 2⁰.	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
2⁰ and 8⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8⁰ & 4⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
ob.1/2⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl.1/24⁰.	24mo	NA	NA	 TRUE	24mo	12.5	 8.5	 1	 106.25	     1
1⁰ and obl.1/2⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
4⁰ & obl.2⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
1/24.	24mo	NA	NA	FALSE	24mo	 8.5	12.5	 0	 106.25	     1
c1/4⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl.1/2.̊	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
[1774].	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
[1771].	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl.2⁰ and 8⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
obl. 2⁰ and 4⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
obl. 4⁰ and 4⁰.	4to	NA	NA	 TRUE	4to	28.0	22.0	 1	 616.00	     1
1750.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2⁰ etc.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
42⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
12⁰.̲	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
12⁰.;8⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
Obl.2⁰.	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
4o.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8 & 2⁰.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
c1/2⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl. 1/2.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
1774.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2⁰⁰.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
1762.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1792.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1736.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1743].	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1742].	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/21⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
22 cm	NA	NA	22.0	FALSE	NA	15.0	22.0	NA	 330.00	     1
11 cm	NA	NA	11.0	FALSE	NA	 8.0	11.0	NA	  88.00	     1
obl. 8	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
obl. 4	4to	NA	NA	 TRUE	4to	28.0	22.0	 1	 616.00	     1
24 cm	NA	NA	24.0	FALSE	NA	19.0	24.0	NA	 456.00	     1
15 cm	NA	NA	15.0	FALSE	NA	12.0	15.0	NA	 180.00	     1
obl. 8⁰	8vo	NA	NA	 TRUE	8vo	19.0	13.0	 1	 247.00	     1
(8vo)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
18mo	18mo	NA	NA	FALSE	18mo	10.0	16.0	 0	 160.00	     1
oblong 4⁰	4long	NA	NA	 TRUE	4long	35.0	27.0	 1	 945.00	     1
42 x 26 cm	NA	26.0	42.0	FALSE	NA	26.0	42.0	NA	1092.00	     1
4⁰. .	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
16⁰. in 8's.	16mo	NA	NA	FALSE	16mo	12.0	15.0	 0	 180.00	     1
8⁰..	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
4⁰ in 6's?	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰.8.4.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
fol. (2 or more)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
4⁰ in 2's	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰⁴⁻⁶.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
s.sh. 8⁰.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
4⁰ ⁶.⁴?	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰ (partly ⁴.⁸).	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
2⁰(11).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
4⁰ (in 8s).	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
24⁰.;24⁰ in 12's.	24mo	NA	NA	FALSE	24mo	 8.5	12.5	 0	 106.25	     1
32⁰�	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
16 cm (8⁰ in 4s)	8vo	NA	16.0	FALSE	8vo	11.0	16.0	 0	 176.00	     1
16 cm (12⁰ in 6s)	12mo	NA	16.0	FALSE	12mo	11.5	16.0	 0	 184.00	     1
16⁰..	16mo	NA	NA	FALSE	16mo	12.0	15.0	 0	 180.00	     1
2 plates.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
large 8⁰ in 4's.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
11 cm (8⁰)	8vo	NA	11.0	FALSE	8vo	11.0	15.5	 0	 170.50	     1
15 cm (8⁰ in 4s)	8vo	NA	15.0	FALSE	8vo	11.0	15.0	 0	 165.00	     1
2⁰(2). [Letterpress:]	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
32⁰ in 16's.	32mo	NA	NA	FALSE	32mo	 7.0	12.0	 0	  84.00	     1
13 cm (24⁰ in 8's)	24mo	NA	13.0	FALSE	24mo	 9.5	13.0	 0	 123.50	     1
2⁰(6?).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
8⁰ in 4.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
1616.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl.fol(13?).	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
24⁰ in 6's.	24mo	NA	NA	FALSE	24mo	 8.5	12.5	 0	 106.25	     1
2⁰(1.5).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰(3.5).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰(2.5).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰(6).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰(8?).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰(5).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
2⁰(3?)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
1.	1to	NA	NA	FALSE	2fo	60.0	90.0	 0	5400.00	     1
s.sh. fol.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
s.sh.fol	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl.slip.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
1/8⁰ oblong slip.	8long	NA	NA	 TRUE	8long	22.0	13.0	 1	 286.00	     1
s.sh.ob.fol.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4 l. :;8�	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
12⁰ in 6.	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
9 cm (24⁰)	24mo	NA	 9.0	FALSE	24mo	 9.0	12.0	 0	 108.00	     1
obl.1/2 sheets.	1to	NA	NA	 TRUE	2fo	90.0	60.0	 1	5400.00	     1
2⁰..	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
8⁰ in 10.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
18⁰ in 6's.	18mo	NA	NA	FALSE	18mo	10.0	16.0	 0	 160.00	     1
4*.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
long 12⁰?	12long	NA	NA	FALSE	12long	13.0	20.0	 0	 260.00	     1
2 in 6's.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
11 cm (16⁰)	16mo	NA	11.0	FALSE	16mo	 8.0	11.0	 0	  88.00	     1
10 cm (16⁰ in 8s)	16mo	NA	10.0	FALSE	16mo	 7.0	10.0	 0	  70.00	     1
1 ]d0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
2⁰(4)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
27 x 52.5 cm.	NA	27.0	52.5	FALSE	NA	27.0	52.5	NA	1417.50	     1
s.sh.fol.?	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
47 lines.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ w. perp. chainlines.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
18 x 28 cm (4⁰)	4to	18.0	28.0	FALSE	4to	18.0	28.0	 0	 504.00	     1
2⁰(12).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
12 cm (8⁰)	8vo	NA	12.0	FALSE	8vo	12.0	17.5	 0	 210.00	     1
4⁰ ⁸.⁴.⁶.⁴.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ in 2's.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰.⁸⁴.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ mostly 6's.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
64⁰ in 16's.	64mo	NA	NA	FALSE	64mo	 5.0	 7.0	 0	  35.00	     1
obl. 1⁰	1to	NA	NA	 TRUE	1to	90.0	60.0	 1	5400.00	     1
8 p. ;;4⁰.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰⁶.⁴.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ ⁴.⁶.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
Various formats.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1⁰. set fun cat mai/upd	1to	NA	NA	FALSE	1to	60.0	90.0	 0	5400.00	     1
obl. 8⁰ in 4's.	8vo	NA	NA	 TRUE	8vo	19.0	13.0	 1	 247.00	     1
8⁰ in 12's.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
1/obl.fol.	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
2&#8304;.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰. w. perp. chainlines.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4 in 8's.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
2⁰(7).	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
8⁰ in 2.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
16⁰�	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
16⁰ in 8s	16mo	NA	NA	FALSE	16mo	12.0	15.0	 0	 180.00	     1
18 cm. (4to)	4to	NA	18.0	FALSE	4to	16.0	18.0	 0	 288.00	     1
2⁰;2⁰.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
4⁰).	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰⁴.⁸.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8⁰ obl.	8vo	NA	NA	 TRUE	8vo	19.0	13.0	 1	 247.00	     1
12⁰ ⁸⁴��⁺������	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl.16⁰?.	16mo	NA	NA	 TRUE	16mo	15.0	12.0	 1	 180.00	     1
4⁸.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
8)	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
12⁰⁸⁴��⁺������	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ ⁸·⁴.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
16.	16mo	NA	NA	FALSE	16mo	12.0	15.0	 0	 180.00	     1
4⁰ ⁴⁶��⁺������	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
lng 12⁰.	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
4⁰ ⁴·⁶.	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
4⁰⁸·⁴.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
coat of arms ;;8⁰.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
4⁰ ⁸⁴ṡ.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ ⁸⁴��⁺������	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
x8⁰.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
19 cm. (4to)	4to	NA	19.0	FALSE	4to	16.0	19.0	 0	 304.00	     1
20 cm.;4⁰.	NA	NA	20.0	FALSE	NA	13.0	20.0	NA	 260.00	     1
26 x 33 cm (2⁰)	2fo	26.0	33.0	FALSE	2fo	26.0	33.0	 0	 858.00	     1
64mo	64mo	NA	NA	FALSE	64mo	 5.0	 7.0	 0	  35.00	     1
36 (2⁰)	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
oblfol [fewer than 50 pages]	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
23 x 28 cm (4⁰)	4to	23.0	28.0	FALSE	4to	23.0	28.0	 0	 644.00	     1
1/2 D0.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
ob. l8⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
23 x 33 cm (2⁰)	2fo	23.0	33.0	FALSE	2fo	23.0	33.0	 0	 759.00	     1
41 cm (1⁰)	1to	NA	41.0	FALSE	1to	27.0	41.0	 0	1107.00	     1
30 x 42 cm (2⁰)	2fo	30.0	42.0	FALSE	2fo	30.0	42.0	 0	1260.00	     1
12�	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
24̊	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
47 cm (1⁰)	1to	NA	47.0	FALSE	1to	31.0	47.0	 0	1457.00	     1
2(D]0.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1/2 dDG.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
12°	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
12 cm (12⁰)	12mo	NA	12.0	FALSE	12mo	12.0	17.5	 0	 210.00	     1
48mo	48mo	NA	NA	FALSE	48mo	 6.5	10.0	 0	  65.00	     1
45 cm (1⁰)	1to	NA	45.0	FALSE	1to	30.0	45.0	 0	1350.00	     1
oblong 8⁰.	8long	NA	NA	 TRUE	8long	22.0	13.0	 1	 286.00	     1
18	18mo	NA	NA	FALSE	18mo	10.0	16.0	 0	 160.00	     1
1⁰.;broadsheet	1to	NA	NA	FALSE	1to	60.0	90.0	 0	5400.00	     1
1⁰/2.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
sixes [fewer than 50 pages]	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
19 cm (4⁰).	4to	NA	19.0	FALSE	4to	16.0	19.0	 0	 304.00	     1
20 x 31 cm (2⁰)	2fo	20.0	31.0	FALSE	2fo	20.0	31.0	 0	 620.00	     1
oblsixes [fewer than 50 pages]	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
30 x 36 cm (2⁰)	2fo	30.0	36.0	FALSE	2fo	30.0	36.0	 0	1080.00	     1
obl8	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
1/2⁰.̃	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
20 x 29 cm (4⁰)	4to	20.0	29.0	FALSE	4to	20.0	29.0	 0	 580.00	     1
8in4s [fewer than 50 pages]	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
1 D0.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
23 x 34 cm (2⁰)	2fo	23.0	34.0	FALSE	2fo	23.0	34.0	 0	 782.00	     1
20 x 30 cm (4⁰)	4to	20.0	30.0	FALSE	4to	20.0	30.0	 0	 600.00	     1
28 x 36 cm (2⁰)	2fo	28.0	36.0	FALSE	2fo	28.0	36.0	 0	1008.00	     1
28 x 37 cm (2⁰)	2fo	28.0	37.0	FALSE	2fo	28.0	37.0	 0	1036.00	     1
46 cm (1⁰)	1to	NA	46.0	FALSE	1to	31.0	46.0	 0	1426.00	     1
8⁰.pages]	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
4⁰ an 50 pages]	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
22 x 34 cm (2⁰)	2fo	22.0	34.0	FALSE	2fo	22.0	34.0	 0	 748.00	     1
32 x 40 cm (2⁰)	2fo	32.0	40.0	FALSE	2fo	32.0	40.0	 0	1280.00	     1
12⁰.f	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
broadside.	1to	NA	NA	FALSE	2fo	60.0	90.0	 0	5400.00	     1
23 x 36 cm (2⁰)	2fo	23.0	36.0	FALSE	2fo	23.0	36.0	 0	 828.00	     1
20 x 31 cm (4⁰)	4to	20.0	31.0	FALSE	4to	20.0	31.0	 0	 620.00	     1
24 x 35 cm (2⁰)	2fo	24.0	35.0	FALSE	2fo	24.0	35.0	 0	 840.00	     1
1/6°.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
caption title; octavo	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
64⁰	64mo	NA	NA	FALSE	64mo	 5.0	 7.0	 0	  35.00	     1
obl. 1/8.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
22 x 32 cm (2⁰)	2fo	22.0	32.0	FALSE	2fo	22.0	32.0	 0	 704.00	     1
28 x 31 cm (2⁰)	2fo	28.0	31.0	FALSE	2fo	28.0	31.0	 0	 868.00	     1
30 (4⁰)	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
22 x 36 cm (2⁰)	2fo	22.0	36.0	FALSE	2fo	22.0	36.0	 0	 792.00	     1
23 x 35 cm (2⁰)	2fo	23.0	35.0	FALSE	2fo	23.0	35.0	 0	 805.00	     1
21 x 32 cm (2⁰)	2fo	21.0	32.0	FALSE	2fo	21.0	32.0	 0	 672.00	     1
28 x 32 cm (2⁰)	2fo	28.0	32.0	FALSE	2fo	28.0	32.0	 0	 896.00	     1
caption title	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
16mo [fewer than 50 pages]	16mo	NA	NA	FALSE	16mo	12.0	15.0	 0	 180.00	     1
37 x 42 cm (2⁰)	2fo	37.0	42.0	FALSE	2fo	37.0	42.0	 0	1554.00	     1
oblong 1⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
long 12.	12long	NA	NA	FALSE	12long	13.0	20.0	 0	 260.00	     1
duodecimo 12⁰.	12mo	NA	NA	FALSE	12mo	12.5	19.0	 0	 237.50	     1
obl. c1/2⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
4c⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8₀	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8vo;8⁰.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
1667.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl 12⁰.	12mo	NA	NA	 TRUE	12mo	19.0	12.5	 1	 237.50	     1
4⁰. d	4to	NA	NA	FALSE	4to	22.0	28.0	 0	 616.00	     1
Obl 1⁰.	1to	NA	NA	 TRUE	2fo	90.0	60.0	 1	5400.00	     1
lon. 24⁰	24mo	NA	NA	FALSE	24mo	 8.5	12.5	 0	 106.25	     1
obl 1⁰	1to	NA	NA	 TRUE	2fo	90.0	60.0	 1	5400.00	     1
24⁰.obl. 16⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
obl. 4 D}0.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
1²⁰.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
2⁰.;2⁰.	2fo	NA	NA	FALSE	2fo	30.0	45.0	 0	1350.00	     1
obl.2⁰	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
4.̲	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
obl. 1⁰	1to	NA	NA	 TRUE	2fo	90.0	60.0	 1	5400.00	     1
Obl. 1/2⁰.	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
2⁰ obl.	2fo	NA	NA	 TRUE	2fo	45.0	30.0	 1	1350.00	     1
obl. 1/6⁰.	NA	NA	NA	 TRUE	NA	NA	NA	NA	NA	     1
4⁴.	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	     1
8⁰ p.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
lon. 8⁰.	8vo	NA	NA	FALSE	8vo	13.0	19.0	 0	 247.00	     1
oblong 4⁰.	4long	NA	NA	 TRUE	4long	35.0	27.0	 1	 945.00	     1
45 x 33 cm.1⁰.	1to	33.0	45.0	FALSE	1to	33.0	45.0	 0	1485.00	     1
