pages.total	pages.original	count
628	[20], 463, 468-490, 487-570, [22], 152, [2], 153-158, 157-226, [10] p., [1] leaf of plates	1
236	[12], 212, [8] p., [1] folded leaf of plates	1
426	[48], 357, [11] p., [5] leaves of plates	1
708	[20], 677, [3], 50, [2] p., [3] folded leaves of plates	1
588	[24], 546, [14] p., [1] leaf of plates	1
11	[2], 3, [1], 4-5, 5-8 p.	1
64	[12], 50, [2] p.	1
68	[4], viij, 55, [1] p.	1
34	[6], 25, [3] p.	1
369	[16], 159, [1], 169-348, [4] p.	1
20	[1], 3, [1], 12-13, [5] p.	1
393	[81], 312 p.	1
266	[26], 240 p.	1
8	[7] [1] p.	1
13	[2], 5, [1], 7-10 p.	1
28	[2], 10, 3-6, 15-26 p.	1
40	[2], 22, 31-37, [1] p.	1
30	[6], 23. [1] p.	1
64	[4], 24, 33-56, 49-58, [2] p.	1
8	[2], 5-8, [2] p.	1
44	[6], 9-45, [1] p.	1
334	[8], 326 p.	1
520	[8], 506 [i.e. 509], [3] p.	1
114	[24], 28, 33-90 p.	1
192	[4], 179, [1] p., [4] leaves of plates	1
106	[2], 90, 101-104 p.	1
338	[18], 294 p., [13] leaves of plates	1
68	66, [2] p.	1
352	[24], 187, [141] p.	1
468	[16], 434, [14] p., [1] leaf of plates	1
278	[14], 259, 160-161, [1] p., [1] leaf of plates.	1
44	[12], 27, [1] p., [1] leaf of plates	1
184	[8], 40, 33-175, [1] p.	1
348	[344] p., [2] leaves of plates	1
217	[2], 131, [3], 137-155, [2], 161-169, 180, 191-209, 168, 210 p.	1
106	[12], 64, 61-92, 90-91, [2] p.	1
13	[4], 7, [1], 3, [1] p.	1
440	[8], 418, [2], 72, [12] p.	1
190	[2], 197 [i.e.187], [1] p.	1
857	[10], 554, [5], 556-812, [30] p.	1
258	[24], 80, 91-226, [8] p.	1
38	[4], 27, [5] p., [1] folded plate	1
28	[2], 26, p.	1
20	p. [2], 331-346, [2]	1
68	[4], 62 [i.e. 63], [1] p.	1
128	[8], 8, 118, [2] p.	1
20	18 [i.e. 19], [1] p.	1
120	[2], 36, 33-48, 53-108, 107-118 p.	1
7	[1], 1-2, 2-6 p.	1
120	[4], 116 p.	1
408	[4], 398, [6] p.	1
400	[16], 384 p.	1
796	[132], 662, [2] p.	1
348	[12], 324, [12] p.	1
516	[4], 88, 91-107, 110-511, [1] p.	1
40	[8], 16, 25-32 p.	1
269	[8], 258, 3, [3] p.	1
596	[52], 543, [1] p.	1
80	[8], 64 [i.e. 71], [1] p.	1
94	[4], 89, [1] p.	1
176	[10], 165, [1] p.	1
848	[8], 839, [1] p.	1
344	[28], 307, [9] p.	1
248	[16], 104, 97-228 [i.e. 224], [8] p.	1
62	[2], 56, [2] p., folded plate	1
282	[8], 269, [3] p., [1] folded plate	1
8	8 p. ; 4⁰	1
440	[14], 182, [2], 193-374, [2], 173-178, 379-406, [12] p., [1] leaf of plates	1
7	37-43 p.	1
336	[40], 295, [1] p.	1
132	[12], 117, [3] p.	1
470	[16], 434, 6, [16] p., [1] leaf of plates	1
72	[40], 27, [5] p.	1
200	[40], 157, [3] p.	1
108	[4], 104 p.	1
16	65-77, [3] p.	1
120	[8], 36, 25-36, 49-65, [8], 66-99, [1] p., [1] leaf of plates	1
512	[32], 475, [5] p.	1
160	160, 24 p.	1
48	[4], 8, 5-41, [3] p.	1
800	[41], 8-765, [1] p.	1
73	[6], 64, 22, 23, [1], 7, [1], 29, [1] p.	1
256	[16], 239, [1] p.	1
83	[6], 66, 66-76, [1] p.	1
184	[12], 171, [1] p.	1
98	[8], 86, [2] p., [1] folded plate	1
865	[72], 708, [44], 33, [37] p., [1] folded leaf of plates	1
390	[14], 136, [8], 137-348, [20] p.	1
214	[2], 211, [1], 44 p.	1
20	p. [2], 1711-1727, [1]	1
474	[4], 36, 41-71, [1], 69-240, 367-379, [1], 383-391, 396-468 p.	1
170	[12], 72, 75-157, [1] p.	1
92	[2], 64, 75-90, 6 p.	1
NA	347 v.	1
492	1 v. ([2],490,4 p.)	1
2	v., plate	1
38	1 v.(viii,[4],24 p.), plate	1
36	1 v.([4],32,22[i.e.24],16 p.)	1
664	1 v.([2],656,[6]p.)	1
292	v.(p.288+), plates	1
358	1 v. ([4],353,[1]p.)	1
NA	v. ; 42 cm (2⁾	1
208	26 v.,(208 p.)	1
NA	12 no.	1
NA	8 no.	1
NA	39 v.	1
NA	156 v.	1
4	69 v.,plates	1
NA	v., plate (fol.)	1
NA	92 v.	1
NA	1 v	1
NA	13v.	1
NA	105 v.	1
4	2 v., plates (some fold.)	1
4	7 v., plates (some fold.)	1
NA	106 v.	1
NA	706 v.	1
258	1 v. ([2],256p.)	1
4	v., plates (some fold)	1
575	1 v. (vii,557,[11]p.)	1
2	27 v., plate	1
4	4 v., plates (some fold.)	1
NA	76 v.	1
2	17 v., plate	1
364	1 v. (364 p.)	1
4	145 v., plates	1
4	3 v., plates (some fold., some col.)	1
4	1 v., plates, (some fold.)	1
2	5 v., plate	1
4	v., plates, (some fold.)	1
NA	449 v.	1
NA	5 v. (36 no.)	1
4	v., plates (some col.)	1
4	30 issues in 5v., plates (some fold.)	1
28	v., 14 plates	1
518	1 v. (viii,510 p.)	1
NA	v. ;2⁰.	1
NA	89 v.	1
NA	42 v.	1
4	48 v., plates (some fold.)	1
4	15 v., plates (some fold.)	1
4	27 v., plates	1
4	113 v., plates (some fold.)	1
NA	NA	1
NA	32 v.	1
NA	74 v.	1
NA	190 v.	1
NA	41 v.	1
NA	1 v. :bill.	1
NA	168 v.	1
NA	86 v.	1
NA	15 v. :bill.	1
2	1 v. [2 p.]	1
NA	102 v.	1
4	22 v., plates	1
4	49 v., plates	1
NA	103 v.	1
132	1 v. ([4], ii, 119, [3] p.), plates	1
NA	329 v.	1
NA	144 v.	1
NA	50 v.	1
NA	55 v.	1
NA	59 v.	1
4	144 v., plates	1
4	13 v., plates	1
4	24 v., plates	1
4	449 v., plates	1
4	178 v., plates	1
4	37 v., plates	1
4	38 v., plates	1
NA	80 v.	1
4	148 v., plates	1
NA	45 v.	1
4	87 v., plates	1
1250	2 v. ([2],1244p.), plates	1
NA	35 v.	1
4	40 v. , plates	1
NA	47 v.	1
4	21 v., plates	1
NA	60 v.	1
NA	160 v.	1
4	7 v., fold. plates	1
NA	56 v.	1
NA	133 v.	1
NA	38 v.	1
NA	215 v.	1
NA	173 v.	1
NA	125 v.	1
NA	110 v.	1
4	v., folding plates	1
NA	152 v.	1
NA	63 v.	1
NA	96 v.	1
NA	186 v.	1
NA	130 v.	1
NA	201 v.	1
8	1 v. (8 p.)	1
NA	44 v.	1
NA	67 v.	1
NA	71 v.	1
NA	142 v.	1
NA	49 v.	1
556	1 v. ([2],546,[8]p.)	1
646	1 v. ([2],2,450,453-459,640-484p.), plates	1
4	6 v., plates (some fold., col.)	1
4	2 v., plates (some col.)	1
730	1 v. ([4],2,722p.), plates	1
266	v. (183,[2],168-194;12;[3]198-252p.)	1
22	iv, [1], 8-22, [2] p.	1
628	[14], 598, xii p., plates	1
1126	1125, [1] p.	1
926	925, [1] p.	1
912	911,[1] p.	1
26	pp. 419-444	1
458	[6], 439, [13] p.	1
408	408 p.	1
242	228, [10] p., [1] leaf of plates	1
298	[14], 239 [i.e. 273], [7] p., [2] leaves of plates	1
82	15, [1] p., [33] leaves of plates	1
14	2, [12] p.	1
440	[4],435,[1]p.	1
NA	2 vols.	1
141	[2], 15, [1], 133, [1], 133, [3], 133, [1] p.	1
2	1 sheet ([1] p. )	1
232	viii, [3], 8-228 p.	1
552	[4], iv, 544 p.	1
144	viii, 94, 135, [1] p.	1
316	[4], 312 p.	1
182	182 p.	1
2	1 sheet ([2 p.)	1
60	[2], 57, [1], 30 p.	1
488	[4], 477, [7] p.	1
314	313, [1] p.	1
216	xxxii, 184 p.	1
38	vi, 31, [1] p.	1
10	8p.,table	1
442	vi, 436 p.	1
298	[18], 280 p.	1
366	[6], 355, [5], 54 p.	1
300	[16], 284 p.	1
566	[2], iv, 409, 510-160 [i.e. 560] p.	1
294	[22], 268, [4] p.	1
296	[20], 276 p.	1
310	[22], 288 p.	1
313	[22], 291 p.	1
262	iv, 250, [8] p.	1
18	[2], 587-602 p.	1
258	[66] plates, ([63] folding)	1
290	[2], 288 p.	1
655	xlviii, 271, [1], xii, 336, ix, [1], 339, [3], 564 p., [19] leaves of plates (6 folded)	1
401	[4], 367, [1], 293, [25] p., [1] leaf of plates	1
112	[8], 104p.	1
312	xii, 300 p.	1
71	[1] 315-384p.	1
92	[4], 86 p.,plate	1
160	[10], 150 p.	1
436	362,[2],367-430, [4] p.	1
482	2,482p.	1
886	[8],874p.,plates	1
584	[24], 556 p., plates	1
40	[3], 6-42 p.	1
192	184, [8] p.	1
452	[44], 408 p.	1
14	11,[1],plate	1
48	vii,[1],40p.	1
588	[4],xxiii,[1],557,[1]p.,plate	1
356	xix,[1],332,[4]p.	1
84	iv,79,[1]p.	1
252	[4],248p.	1
600	[8],590,[1],26-29,[1]p.	1
504	[24],407,[1];61,[11]p.	1
496	xii,477,[7]p.	1
70	[3],6-72p.	1
290	289,[1]p.	1
464	[2],xvi,446p.	1
174	xvi,158p.	1
340	vii,[1],332p.	1
52	[2],xx,30p.	1
398	[10],374,[12]p.,plate	1
200	viii,190p.,plate	1
54	[2],5-55,[1]p.	1
440	v.1 ([8],xx,411,[1]p.)	1
144	[6],133,[1]p.,plates	1
528	[44],479,[5]p.	1
74	[4],iv,64p.,plate	1
464	[2],v[i.e.vi],[4],457,[1]p.	1
222	[14],iv,169,[1],xxxviiip.	1
284	xxiv,259,[1]p.	1
390	xx,[8],290;65,[3]p.,plate,table	1
242	xxxviii,204p.	1
706	[16],692[i.e.690]	1
326	[6], 315, [5] p.	1
410	xxiv,382,[2]p.,plate	1
288	xvi,271,[1]p.	1
56	x,[1],4-48p.	1
192	189,[3]p.	1
2	14v.,plate	1
384	viii,[2],96,121-362,[10]p.,plate	1
50	[2],46p.,plate	1
34	[2],18,17-31,[1]p.	1
336	[16],306,[14]p.	1
248	[66],182p.	1
12	2v.([12],970p.)plates	1
542	vii,[1],533,[1]p.	1
68	[2],ii,63,[1]p.	1
778	x,[6],266,273-491,464-759,[1]p.,plate	1
246	[6],240p.	1
243	xvi,224,31,[3],39-160p.	1
16	[4],13[i.e.11],[1]p.	1
226	xxiv,201,[1]p.	1
700	[8],522,519-528;152,[12]p.	1
146	144,[2]p.	1
170	[16],138,[10],14,[2]p.,plates	1
114	[4],108p.,plate	1
350	2v.(xxii,154,145-326,xviii p.),plate	1
414	[12],380,[22]p.	1
360	237,[1],cxxiip.	1
348	x,218;xx,99,[1]p.	1
152	[4],vi,[2],xiii,[1],132p.	1
260	243,[15]p.,plate	1
172	viii,164p.	1
284	[8],264,[12]p.	1
32	31,2-13,[1]p.	1
252	viii,243,[1]p.	1
204	xix,[1],183,[1]p.	1
1432	2v.([10],viii,1392,*1387-*1391,1393-1410p.),plates	1
26	19,22-26p.	1
630	xii,[1],18-632p.,plate	1
432	[8],418,[6]p.	1
390	[6],831[i.e.381],[1]p.,plate	1
318	[5][i.e.6],48,41-314p.,plates	1
204	[8],191,[1]p.,plates	1
404	[2], xxx, 366, [2] p., [1] leaf of plates	1
318	VIII,[2],308p.	1
531	17,[1],vii,[1],518p.,plates	1
59	[4],iv,50,13,[1]p.	1
660	xii,620,[24]p.,plates	1
702	vi,693,[3]p.	1
187	[4],iv,174,[2],11,[1]p.,plate	1
679	[12],327,[1],377-646,[18]p.,plate	1
760	760,498p.	1
2	323-324 p.	1
90	[2+],87,[1]	1
158	viii,iv,138,[10]p.,plate	1
732	[2], 692 [i.e. 706], [22] p., plate	1
186	[4],180,[2]p.	1
55	33,[22]p.	1
418	xxvi[i.e.xxx],416,[2]p.	1
472	[4],465,[3]p.	1
406	[10],396p.	1
298	[18],280p.	1
288	[24],264p.	1
310	[22],288p.	1
310	[22],287,[1]p.	1
358	[46],312p.	1
408	382p., [13]plates	1
972	[4],xviii,[2],917,[27]p., plates	1
712	[6],694,[12]p.	1
285	[2],xiv,269p.	1
30	28p., plate	1
408	xxiv,382p.,plate	1
280	xxiii,[1],3-258p.	1
280	[4],275,[1]p.	1
704	[8],695,[1]p.	1
14	12,[2]p.	1
272	264,[8]p.	1
318	xii,300p., 3 plates	1
416	[10],iv,402p.	1
150	[8],138p.,plates	1
323	xii,xvi-xvii,[2],300p.,plates	1
38	[2],iii,[2],4-33,[1]p.	1
176	[4],iii,[1],167,[1]p.	1
192	[14],170,[8]p.	1
150	[2],viii,136p.,plates	1
68	vi, 62 p.	1
230	xxxii,198p.	1
1	p. 24	1
108	[2],103,[1]p., plate	1
638	620,[14]p.,plates	1
1771	2v.([2],lx,viii,768,[5],770-1650,[50]p.),plates	1
244	[2],xxxi,[1],*4,199,[11]p.	1
2	4v., plate	1
44	39,[1]p.plates	1
292	[4],viii,iv,[2],277,[1]p.	1
266	x,[1],26-278p.,plate	1
110	iv,105,[1]p.	1
168	xvi,152p.	1
260	[4],251,[1]p.,plates	1
210	[4],cxxxii,74p.	1
320	vi,184,cxxxvip.	1
390	v.1([6],379,[1]p.,plates)	1
146	144p.,folded plate	1
344	viii,332,[4]p.	1
288	[16],272p.	1
425	[2],422,51,[1]p.	1
1	l9,[1]p.	1
158	[4],152,[1],98-131,[1]p.	1
302	[2],xxxi,[1],258,[10]p.	1
32	[3], 6-34p.	1
218	[4],139,[1],133,[1],153-211,64,24,11,[1]p.	1
180	[2],viii,[2],164p.,plates	1
40	viii,3-33,[1]p.	1
94	[3],vi-96p.	1
2	1sheet	1
356	[6],336,[10]p.,plates	1
104	102p.,plate	1
386	iv,379,[1]p.,plate	1
56	iii,[19],34p.	1
628	v.12([4],587,[37]p.)	1
24	8, 24 p.	1
2	1 sheet [1] p.	1
50	[2], 73-120 p.	1
277	v, [1], 263, [3], 268 p.	1
154	1-34, 19-80, 83-154p.	1
240	viii, 226, 211-232 p.	1
148	[5],350-492p.	1
6	vols.31-36	1
8	vols.1-14,17-24	1
203	xvi,144,[2],vii,[1],145-183,[1]p.	1
178	[2],176p.	1
4	[3]-6p.	1
656	[14],80,83-98,97-356,361-408;76,79-216,[14]p.,plates	1
4	[245]-248p.	1
4	[241]-244p.	1
276	2v.([2],269,[5]p.)	1
737	xix,[3],372,vii,[3],376-705,[3]p., plates	1
608	[16],591,[1]p.	1
18	[2],107-122p.	1
8	[2],1611-1615,[1]p.	1
6	[2],1287-1290p.	1
8	[2],1615-1620p.	1
8	[2],1607-1611,[1]p.	1
22	[2],1335-1354p.	1
408	2v.([8],207,[1];[2],190p.)	1
32	iv,27,[1]p.	1
114	viii,103,[1]p.,plate	1
8	[2],1087-1092p.	1
64	viii, 56p.	1
8	[2],859-863,[1]p.	1
10	[2],991-998p.	1
8	987-994p.	1
16	393-408 p.	1
60	[2],24,*25-*28,25-57,[1]p.	1
6	[2],171-174p.	1
26	28[i.e.26]p.	1
528	[24],504p.	1
6	135-140p.	1
18	[2],3-17,[1]p.	1
552	[24],506,[2],[20]p.	1
330	[2],iii,[1],324p.	1
1158	[20], 1137, [1] p.	1
178	[4], 173, [1] p.	1
8	71-77, [1] p.	1
84	[4],34,[2],21-76,[2]p.	1
112	[4], 54 leaves	1
1136	xxiv, 1111, [1] p.	1
1152	[20], 1131, [1] p.	1
12	[2], 153-162 p.	1
12	1-12 p.	1
1658	2v.([2],1616,[36]p.),plates	1
432	431,[1]p.	1
112	[4], 6, [2], 7-12, [2], 13-22, [2], 23-24, [2], 25-32, [2], 33-38,[2], 39-42, [2], 43-48, [2], 49-58, [2], 57-66, [2], 59-62, [2], 63-86 p.	1
356	vii,[5],344p.	1
12	[2],811-819,[1]p.	1
148	[2],vi,iv,140p.	1
280	[2],10,274,[2]p.,plate	1
4	1,[3]p.	1
552	[4],548p.	1
2	339-340 p.	1
4	287-289,[1]p.	1
230	iv,[2],148;22;16;33,[1]p.,plates	1
180	vii,[89],84p.	1
106	viii,97,5,54-91,[1]p.	1
10	[2],711-718p.	1
26	[2],663-686p.	1
6	[2],643-646p.	1
4	[2],609-610p.	1
358	pp. [2], 355, [1]	1
324	319,[5]p.	1
438	[2],435,[1]p.	1
20	[2],383-399,[1]p.	1
10	[2], 263-270 p.	1
6	[2],83-85,[1]p.	1
360	[4],349,[3],188p.,plates	1
206	v,[1],199,[1]p.	1
390	[6],384p.	1
62	60,16p.,table	1
450	[2],iv,[4],439,[1]p.	1
6	[2],579-582p.	1
30	27,[3]p.	1
823	[4],95,[1],xxxii,781,[3]p.,plate	1
16	[2],499-512p.	1
6	[2],491-494p.	1
6	[2],545-547,[1]p.	1
272	xxxvi,230,[2]p.,plates	1
602	v.10 ([8],575,[17]p.,plate)	1
652	v.9 ([2],612,[34]p.,plates)	1
546	v.13(xxiv,473,[47]p.,plate)	1
732	v.7([2],706,[22]p.,plate)	1
512	v.5([2],478,[28]p.),plates	1
516	v.4([4],484,[24]p.,plates)	1
4	26v.,plates	1
236	iv,228p.,plate,table	1
10	[2], 567-574 p.	1
90	[2],88,8p.	1
648	2v.(lx,viii,532,[52]p.),plates	1
22	18p.,plates	1
195	viii,143,[1],147-186p.	1
16	[2],131-143,[1]p.	1
8	[2],283-287,[1]p.	1
18	[2],191-206p.	1
328	323,[5]p.	1
664	[16],xlvii,[1],184;191,[1];224p.	1
24	[2], 675-696 p.	1
80	[2],23,[1];[2],52p.	1
95	[4],8-98p.	1
180	xxiv,156p.	1
444	440, [4] p.	1
16	[2], 255-267, [1] p.	1
18	[2], 287-302 p.	1
20	[2],559-575,[1]p.	1
32	[2],30,10p.	1
24	[2],22,10p.	1
644	xvi,627,[1]p.	1
414	viii,[2],368,xliv	1
248	[12],236p.	1
576	[8], 203, 202-203, p. 206, p. 223, p. 209, 226-227, 212-213, 230-231, 216-217, 212-213, 230-231, 216-217, 234-235, 220-221, 238-239, 240-278, 269-284, 273-287, [1]; 353-624, [8] p.	1
576	[42],532p.,plate	1
376	2v.([12],179,[1]p.;[4],163,[17])p.	1
544	[8],528,88,[8]p.	1
628	610,[14]p.,plates	1
544	[8],524,104,[12]p.	1
542	[8],524,104,[10]p.	1
638	[8], 614, [10] p., [3] leaves of plates ([2] folded)	1
272	xi,[2],26-282p.,plate	1
400	[6],390p.,plates	1
196	192p.,plates	1
492	[4],487,[1]p.	1
564	iv, [4], 551, [1]p., plates	1
332	332p.	1
28	[2],39-64p.	1
65	[2],47,[1],61,[1]p.	1
88	[10],78p.	1
416	v.4([6],402,[6]p.),plate	1
82	[6],76p.	1
370	[6],xii,[8],339,[1]p.,plates	1
204	iv, 197, [3] p.	1
20	18p.,table	1
4	16v.plates	1
2	16 vols.,plate	1
258	[14],240p.,plates	1
224	viii,211,[5]p.	1
426	16,[2],424,46p.	1
580	2v.([16],559,[1]p.),plates	1
14	[2],11,[1]p.	1
36	[2],vi,28p.	1
26	[6],18,[2]p.	1
108	[4],71-174p.	1
390	387,[3]p	1
334	[12],307,[15]p.	1
304	xii,287,[1]p.,plates	1
366	[6],ii,256,275-358p.	1
176	[16],125,[35]p.	1
88	[4], 82, [2] p.	1
270	[2],266[i.e.268]p.	1
402	[4],xiv,376, 379-384p.	1
1427	2v.([4],1423,87p.)	1
300	299,[1]p.	1
255	[4],xxvi,[6],112,xiii,[1],216p., table	1
188	[3],vi-xiv,[1],4-6,[1],10-174p.	1
178	[4],xlviii,126p.	1
404	[6],163-560p.	1
182	179,[1]p.,plate	1
184	183,[1]p.	1
NA	Caption title; with a docket title that reads 'Memorial of the agent for the province of Massachussetts-Bay against a duty of 3d. per gallon on foreign molasses.'. - Dated in MS '9th February, 1764' and signed J. Mauduit.	1
104	[8],96p.	1
86	viii,78p.	1
68	[4],iv,59,[1]p.	1
78	iv,74p.	1
78	[3],vi-vii,[1],72p.	1
100	71[i.e.61],61-100p.	1
248	vii,[1],239,[1]p.	1
230	vii,[1],221,[1]p.	1
320	xv,[1],300p.,plates	1
56	iv,52p.	1
284	viii,271,[5]p.	1
86	[7],10-83,[3]p.table	1
32	[2],27,[1]p.,plate	1
40	viii,[3]-34p.	1
328	xii,315,[1]p.	1
318	xvi,301,[1]p.	1
544	xv,[1],528p.	1
194	[18],176p.	1
112	viii,103,[1]p.	1
108	iii,[1],104p.	1
104	184[i.e.104]p.	1
48	46,[2]p	1
172	[8],164p.	1
248	[4],239,[3]p.,plate	1
50	[2],44p.,plates	1
4	6 vols.,plates	1
410	[2], 396 p., [6] leaves of plates	1
720	[4],698,[14]p.,plates	1
104	99,[1]p.,plates	1
82	xii,69,[1]p.	1
744	v.1 ([4],711,[25]p.,plates	1
468	vi,462p.	1
398	iv,390.,plates	1
400	[4],iv,[2],5-390p.,plates	1
800	792,[4]p.,plates	1
408	xv,[1],390,[2]p.	1
128	125,[1]p.,plate	1
184	viii,[4],9-172,40p.	1
301	vii,[1],281,[1],xviiip.	1
36	[2],33,13,[1]p.	1
124	xvi,[108]p.	1
208	viii,[109],91p.	1
288	[4],270,[14]p.	1
382	[4], 368, [6], 286, [4] p.	1
406	xx,376,[6]p.,plates	1
154	[8],64;82p.	1
284	[3],6-188;3-63,[1];36p.	1
210	viii,176,[26]p.	1
110	[2],104p.,plates	1
296	296p.	1
84	[4],iii,[1],8,75,[1]p.	1
90	[2],87,[1],viii[i.e.x]p.	1
516	v.1([8],488,[16]p.),plates	1
84	viii,75,[1]p.	1
318	[2],xxii,[2],204,cvii,[1]p.,plate	1
347	vii,[2],338p.	1
376	xii,[4],350.[6]p.,plates	1
368	xii,[4],350,[2]p.	1
364	[8],342,[14]p.	1
370	[4],354,[12]p.	1
312	vi,[2],292,[12]p.	1
4	v.2-3,plates	1
36	vi,[3]-31,[1]p.	1
160	[4],xi,[1],128,[16]p.	1
376	viii,367,[1]p.	1
444	244;[200]p.	1
268	[4],251,[13]p.	1
268	[2],ii,[1],vi-viii,[1],iv-xxiv,239,[1],16p.	1
382	xiv,251,[7];106,[4]p.	1
346	[10],332,[4]p.	1
344	[8],332,[4]p.	1
398	[8],387,[3]p.	1
184	[8],175,[1]p.	1
640	[4],633,[3]p.	1
504	xvi,487,[1]p.	1
92	[2],ii,48,41-83,[3],80,[2]p.	1
192	[4],187,[1]p.	1
48	v,[1],29(i.e.41),[1]p.	1
208	204p.,plates	1
462	viii,[8],59,[1],155,[1],153-186,185-232;211,[1]p.	1
836	835,[1],28p.	1
370	xvi,353,[1]p.	1
488	[18],369,[1];98p.,plate	1
106	[6],98p.,plate	1
128	2 v. (98, 128 p.)	1
502	[16],456,[28]p.,plate	1
142	[16],104,83-84,[22]p.	1
86	[2],83,[1]p.	1
92	[2],89,[1]p.	1
24	[4],17[i.e.19],[1]p.	1
72	[3], 6-74 p.	1
82	[2],72,viiip.	1
32	23,[9]p.	1
29	11,[1],27,[1]p.	1
416	viii,404,58p.,plates	1
1484	2v.([4],xvi,147,176-352,361-520,545-656,[10],731-838,837-890,913-1056,1059-1074,1097-1431,[19]p.),plates	1
654	620,ix,[21]p.,plates	1
178	[6],124,[48]p.	1
828	[8],815,[1]p.,plates	1
336	[4],331,[1]p.	1
310	[4],306p.	1
97	[2],iv,88 [i.e.90],41 [i.e.43],[1]p.	1
126	[10],114,[2]p.	1
156	[2], viii, 136 p., [5] leaves of plates	1
315	xviii,[4],255,[1],56,292,84,56p.	1
542	[2],xxi,[4],18-525,[3]p.,plates	1
520	xxiv,491,[5]p.	1
726	v.1(vi,[14],704p.),plate	1
456	[2],453,[1]p.	1
4	2v.plates	1
562	v.8 ([2],511,[47]p.),plate	1
116	iv,111,[1]p.	1
654	[2],648,[2],70p.,plate	1
344	[28],312,[2],38,[2]p.	1
650	[2],648,70p.	1
118	118p.	1
592	v.11([2],569,[21]p.)	1
450	[6],xxvi,414p.,plates	1
376	xiv,360p.,plate	1
246	x,[2],230,[2]p.,plate	1
582	xxiii,[1],558p.	1
NA	v.5-6	1
552	v.3([12],539,[1]p.)	1
498	v.1([20],476p.),plate	1
254	[4],247,[1]p.,plate	1
50	48p.,plate	1
336	vii,[1],328p.	1
140	xxiv,115,[1]p.	1
334	[4],330p.	1
12	pp.[3]-14p.	1
456	v.1 (xii,444p.)	1
338	viii,328p.,plate	1
304	viii,296p.	1
644	xvi,574,577-613,[15]p.	1
724	713,[7]p.,plates	1
44	[44]p.	1
214	14[i.e.214]p.	1
308	[4],263,[1],xv,[25]p.	1
56	viii,47,[1]p.	1
312	xxiv,[2],286p.	1
294	v,[3],283,[1],124p.,table	1
182	[2],177,[3]p.	1
54	[2],vi,45,[1]p.	1
53	48,25,[5]p.	1
70	iv,66p.	1
304	xii,292p.	1
615	[8],vi,xxiv,xv,[13],563,[3],12p.,plates	1
317	xiii,[3],xxxii,276,15,[1],48,xix,[1]p.,plates	1
172	[4], 24, 81-89, [2], 94-103, [2], 110-111, [2], 122-127, [2], 132-160 p.	1
310	309,[1]p.	1
142	vi,136p.	1
132	vi,126p.	1
424	vii,[2],18-430p.,plate	1
80	iv,73,[3]p.	1
94	xxxix,[1],51,[1]p.,plate	1
68	68,12p.	1
92	vii,[1],84p.	1
97	vii,[1],vii,[1],88p.	1
152	[4],106,[42]p.	1
138	[10],100,[6],101-121,[1]p.	1
56	28[i.e.56]p.	1
22	[8],14p.	1
30	[2],14,13-28p.	1
412	[2], 398 p., [6] leaves of plates	1
406	[2], 391, [1] p., [6] leaves of plates	1
722	[12],689,[19]p.,plate	1
282	[14],xiii,[3],52,[12];[8],138;[2],iv,18,[14]p.,plates	1
592	vi,[10],68;68;72;72;72;80;80;62,[2]p.	1
80	[2],iii,[3],71,[1]p.	1
142	126[i.e.140]p.,plate	1
352	vii,[1],337,[7]p.	1
306	xvii[i.e.xiv],[2],300p.,plates	1
348	348p.	1
336	336p.	1
46	38,[4]p.,tables	1
368	vii,[1],358,[2]p.	1
68	[6],62p.	1
388	[12],376p.	1
382	[2],v-xiii,[3],364,[4]p.	1
58	[3],6-60p.	1
410	[8],vi,[2],xvii,[1],366[i.e.376],[6]p.	1
410	xiv,393,[1]p.,plate	1
158	vi,150p.,plate	1
340	336p.,plates	1
346	[4],337,[3]p.,plate	1
18	13,[1]p.,plates	1
268	[12],200,iii-lvi,24,[2]p.	1
365	[3],vi-41,[2],2-358p.,table	1
284	[16],260,[8]p.	1
204	183,[21]p.	1
148	[2],145,[1]p.	1
188	185,[3]p.	1
278	275,[3]p.	1
484	481,[3]p.	1
521	[163], 156-160, [52], 213-301, [1], 36, [2]p., 1 leaf of plates	1
328	[2],xvi,304p.,plate,tables	1
470	[24],424,[18]p.,plates	1
391	[4],38,[2];[3],6-48,[2];[3],6-54[i.e.53],[1];[3],6-132;112p.	1
220	[4],216p.	1
78	[2],48,57-76p.	1
272	[4],xxxi,[1],236,4p.	1
258	[2],256p.	1
278	[2],xxiii,[1],248,[2]p.,plate	1
280	[2],xxiii,[1],248,[4]p.,plate	1
216	[4],210p.,plate	1
228	x,218p.	1
72	xix,[1],51,[1]p.	1
16	[1],4-18p.	1
310	[4],305,[1]p.	1
236	ix,[3],224p.	1
94	[8],86p.	1
328	vi,[2],319,[1]p.	1
172	171,[1]p.	1
846	2v.([10],767,[69]p.)	1
553	v.1 ([8],544,15,[1]p.)	1
448	v.2 ([16],432p.)	1
136	117,[19]p.	1
184	182p.,plate	1
182	[2],180p.	1
276	vii,[1],268p.	1
62	58,[2]p.,plate	1
208	[2],vi,199,[1]p.	1
264	[2],v,[1],253,[3]p.	1
344	[4],332,[8]p.	1
412	viii,338,[2],lxvi,[2]p.,plates	1
26	[4],ii,18p.,plate	1
56	[8],vii,[1],39,[1]p.	1
496	v.1 ([22],452,[20]p.),plate	1
20	8,17-18p.,plate	1
444	v.5 ([10],425,[7]p.),plate	1
416	v.4 ([6],402,[6]p.),plate	1
